Ordinary Shares Number,Share Issued,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Stockholders Equity,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Other Non Current Liabilities,Non Current Pension And Other Postretirement Benefit Plans,Tradeand Other Payables Non Current,Non Current Deferred Revenue,Non Current Deferred Taxes Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Current Liabilities,Other Current Liabilities,Current Deferred Taxes Liabilities,Current Debt And Capital Lease Obligation,Current Capital Lease Obligation,Pensionand Other Post Retirement Benefit Plans Current,Current Provisions,Payables,Other Payable,Dividends Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Prepaid Assets,Investmentin Financial Assets,Available For Sale Securities,Long Term Equity Investment,Investmentsin Associatesat Cost,Goodwill And Other Intangible Assets,Other Intangible Assets,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Current Assets,Other Current Assets,Restricted Cash,Prepaid Assets,Inventory,Raw Materials,Other Receivables,Accounts Receivable,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Equivalents,Cash Financial,Date
483439910.0,483439910.0,792120000.0,23102800000.0,23133220000.0,7581390000.0,23102800000.0,792120000.0,23133220000.0,23133220000.0,23133220000.0,23133220000.0,,,4834400000.0,4834400000.0,6231760000.0,2517470000.0,373380000.0,33700000.0,,,1436900000.0,567280000.0,567280000.0,3714290000.0,1569840000.0,4490000.0,224840000.0,224840000.0,170240000.0,814960000.0,603990000.0,,,603990000.0,29364980000.0,18069300000.0,2390000.0,,266980000.0,266980000.0,3210990000.0,,30420000.0,30420000.0,14355650000.0,,14355650000.0,802300000.0,13553350000.0,,,,,11295680000.0,148270000.0,,,89630000.0,,5810000.0,576660000.0,,,10475310000.0,10238730000.0,236580000.0,,,2024-03-31
483439910.0,483439910.0,879080000.0,23023960000.0,23059360000.0,7750020000.0,23023960000.0,879080000.0,23059360000.0,23059360000.0,23059360000.0,23059360000.0,,,4834400000.0,4834400000.0,6229500000.0,2779310000.0,397370000.0,11290000.0,,,1566970000.0,648790000.0,648790000.0,3450190000.0,1632810000.0,173560000.0,230290000.0,230290000.0,133890000.0,208000000.0,659340000.0,,,659340000.0,29288860000.0,18088650000.0,1350000.0,,236860000.0,236860000.0,3181300000.0,,35400000.0,35400000.0,14430860000.0,,14430860000.0,576940000.0,13853920000.0,,,,,11200210000.0,239960000.0,,,82520000.0,,4760000.0,888680000.0,,,9984290000.0,9907480000.0,76810000.0,,,2023-09-30
483439910.0,483439910.0,794380000.0,23055000000.0,23107470000.0,7631670000.0,23055000000.0,794380000.0,23107470000.0,23107470000.0,23107470000.0,23107470000.0,3984200000.0,14288870000.0,4834400000.0,4834400000.0,5585300000.0,2689200000.0,421460000.0,25210000.0,108610000.0,421460000.0,1406860000.0,617450000.0,617450000.0,2896100000.0,50560000.0,44200000.0,176930000.0,176930000.0,134330000.0,208000000.0,1005210000.0,280910000.0,9870000.0,714430000.0,28692770000.0,18165000000.0,6400000.0,248250000.0,224330000.0,224330000.0,3154320000.0,3154320000.0,52470000.0,52470000.0,14524610000.0,-8306800000.0,22831410000.0,901910000.0,4614350000.0,11104440000.0,5838340000.0,372370000.0,0.0,10527770000.0,230660000.0,9870000.0,214310000.0,75950000.0,75950000.0,68310000.0,811990000.0,-80280000.0,892270000.0,9347340000.0,9189630000.0,157710000.0,105000000.0,52710000.0,2023-03-31
