Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Preferred Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Minority Interest,Stockholders Equity,Other Equity Interest,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Preferred Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Non Current Pension And Other Postretirement Benefit Plans,Non Current Deferred Taxes Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Deferred Taxes Liabilities,Current Debt And Capital Lease Obligation,Current Capital Lease Obligation,Current Debt,Pensionand Other Post Retirement Benefit Plans Current,Current Provisions,Payables,Other Payable,Dividends Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Prepaid Assets,Non Current Deferred Taxes Assets,Investmentin Financial Assets,Available For Sale Securities,Long Term Equity Investment,Investmentsin Joint Venturesat Cost,Investmentsin Associatesat Cost,Goodwill And Other Intangible Assets,Other Intangible Assets,Goodwill,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Current Assets,Other Current Assets,Restricted Cash,Prepaid Assets,Inventory,Other Inventories,Work In Process,Raw Materials,Other Receivables,Accounts Receivable,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Equivalents,Cash Financial,Date
1046948519.0,1046948519.0,,36839300000.0,-6211400000.0,161988900000.0,136826700000.0,-3066200000.0,2397600000.0,127547200000.0,3145200000.0,130692400000.0,287081600000.0,156389200000.0,130692400000.0,122370400000.0,,,8322000000.0,5176800000.0,3145200000.0,74822100000.0,4000000000.0,,552400000.0,1840300000.0,1840300000.0,1607300000.0,70822100000.0,6830700000.0,,34999000000.0,557300000.0,34441700000.0,,270300000.0,27974800000.0,,,27974800000.0,361903700000.0,154254900000.0,2747700000.0,,39800000.0,9820700000.0,9820700000.0,,,,133758600000.0,108565200000.0,25193400000.0,7872500000.0,,7872500000.0,282300000.0,7590200000.0,,,,,207648800000.0,15528600000.0,,,77430400000.0,,,,2000000.0,22596300000.0,,,92091500000.0,44529300000.0,47562200000.0,,,2023-09-30
1046948519.0,1046948519.0,55868300000.0,60689800000.0,-27072200000.0,64899500000.0,-1950100000.0,-27072200000.0,2540900000.0,6750600000.0,,6750600000.0,45951200000.0,39200600000.0,6750600000.0,1573800000.0,-30767100000.0,31101700000.0,5176800000.0,5176800000.0,,93890300000.0,4037800000.0,1392700000.0,629000000.0,2016100000.0,2016100000.0,1392700000.0,89852500000.0,855400000.0,5000000.0,58673700000.0,524800000.0,58148900000.0,214200000.0,2200000.0,25703900000.0,4627700000.0,0.0,21076200000.0,139841500000.0,51939100000.0,3381500000.0,3732200000.0,39800000.0,597300000.0,597300000.0,7779300000.0,175400000.0,7603900000.0,33822800000.0,8629400000.0,25193400000.0,5943700000.0,-7273400000.0,13217100000.0,916800000.0,5026900000.0,7579600000.0,4715000000.0,5700000.0,0.0,87902400000.0,36000000.0,22500000.0,10661900000.0,58914700000.0,44829500000.0,14085200000.0,0.0,1809300000.0,12973300000.0,-1248200000.0,14221500000.0,3484700000.0,1204100000.0,2280600000.0,978200000.0,1302400000.0,2023-03-31
1046948519.0,1046948519.0,35533000000.0,92920600000.0,2161800000.0,231769100000.0,113811400000.0,5307000000.0,8232400000.0,147080900000.0,3145200000.0,150226100000.0,278420600000.0,128194500000.0,150226100000.0,141904100000.0,,,8322000000.0,5176800000.0,3145200000.0,129852800000.0,9758400000.0,,0.0,7773600000.0,7773600000.0,1984800000.0,120094400000.0,5158700000.0,,85147000000.0,458800000.0,84688200000.0,,314400000.0,29274500000.0,,,29274500000.0,408273400000.0,174367600000.0,3034400000.0,,39600000.0,11521200000.0,11521200000.0,,,,144919100000.0,122250900000.0,22668200000.0,14837700000.0,,14837700000.0,2019500000.0,12818200000.0,,,,,233905800000.0,22258100000.0,,,114472100000.0,,,,3000000.0,22315300000.0,,,74857300000.0,25702100000.0,49155200000.0,,49155200000.0,2024-09-30 00:00:00
