Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Stockholders Equity,Other Equity Interest,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Other Non Current Liabilities,Non Current Accrued Expenses,Non Current Deferred Revenue,Non Current Deferred Taxes Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Long Term Debt,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Deferred Taxes Liabilities,Current Debt And Capital Lease Obligation,Current Capital Lease Obligation,Current Debt,Pensionand Other Post Retirement Benefit Plans Current,Current Provisions,Payables,Other Payable,Dividends Payable,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Defined Pension Benefit,Non Current Prepaid Assets,Investmentin Financial Assets,Available For Sale Securities,Financial Assets Designatedas Fair Value Through Profitor Loss Total,Long Term Equity Investment,Investmentsin Associatesat Cost,Investment Properties,Goodwill And Other Intangible Assets,Other Intangible Assets,Goodwill,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Current Assets,Other Current Assets,Assets Held For Sale Current,Restricted Cash,Prepaid Assets,Inventory,Other Inventories,Finished Goods,Work In Process,Raw Materials,Other Receivables,Taxes Receivable,Accounts Receivable,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Financial,Date
47101684.0,47101684.0,18799900000.0,18901400000.0,12714100000.0,31817900000.0,2595000000.0,12714100000.0,57300000.0,12973800000.0,20513200000.0,12973800000.0,12973800000.0,12502800000.0,,,471000000.0,471000000.0,23963500000.0,8617100000.0,600000.0,,164800000.0,799700000.0,7582500000.0,43100000.0,7539400000.0,49900000.0,15346400000.0,1023300000.0,,11318900000.0,14200000.0,11304700000.0,,34500000.0,1999400000.0,,,,1999400000.0,36937300000.0,18995900000.0,437400000.0,,,2498400000.0,2498400000.0,,,,294000000.0,259700000.0,15700000.0,244000000.0,15506100000.0,,15506100000.0,320100000.0,15186000000.0,,,,,17941400000.0,2095700000.0,395300000.0,,,8103000000.0,,,,,12100000.0,195800000.0,6449200000.0,,,690300000.0,646100000.0,44200000.0,,2024-03-31
47101684.0,47101684.0,13651500000.0,13772700000.0,12650800000.0,26638300000.0,2635300000.0,12650800000.0,53900000.0,12919500000.0,18994200000.0,12919500000.0,12919500000.0,12448500000.0,,,471000000.0,471000000.0,17928400000.0,7000900000.0,,,150900000.0,716100000.0,6116900000.0,42200000.0,6074700000.0,200000.0,10927500000.0,1081600000.0,,7655800000.0,11700000.0,7644100000.0,,7400000.0,1202800000.0,,,0.0,1202800000.0,30847900000.0,17284600000.0,497100000.0,,,1654000000.0,1654000000.0,,,,298700000.0,268700000.0,24700000.0,244000000.0,14566100000.0,,14566100000.0,275500000.0,14290600000.0,,,,,13562800000.0,1959000000.0,0.0,,,6038900000.0,,,,,8800000.0,264900000.0,4422600000.0,,,868600000.0,801300000.0,67300000.0,,2023-09-30
47101684.0,47101684.0,11474613000.0,11566133000.0,13132861000.0,24676681000.0,4242901000.0,13132861000.0,59424000.0,13169972000.0,18167335000.0,13169972000.0,13169972000.0,12698900000.0,7695144000.0,3655293000.0,471017000.0,471017000.0,15725490000.0,6049378000.0,2400000.0,0.0,95104000.0,892264000.0,5045470000.0,48107000.0,4997363000.0,,9676112000.0,127938000.0,0.0,6520663000.0,11317000.0,6509346000.0,329195000.0,,2423513000.0,1017746000.0,18973000.0,38977000.0,1347817000.0,28895462000.0,14976449000.0,683400000.0,35704000.0,722645000.0,397678000.0,314478000.0,83200000.0,838160000.0,838160000.0,301457000.0,37111000.0,37111000.0,,12643694000.0,-6843774000.0,19487468000.0,1828026000.0,930035000.0,11892464000.0,4574124000.0,262819000.0,0.0,13919013000.0,1716400000.0,0.0,20568000.0,283301000.0,6772520000.0,30492000.0,1574529000.0,1219123000.0,3948376000.0,2063876000.0,202558000.0,4544060000.0,-50772000.0,4594832000.0,32130000.0,34000.0,32096000.0,32096000.0,2023-03-31
