Tax Effect Of Unusual Items,Tax Rate For Calcs,Normalized EBITDA,Total Unusual Items,Total Unusual Items Excluding Goodwill,Net Income From Continuing Operation Net Minority Interest,Reconciled Depreciation,Reconciled Cost Of Revenue,EBITDA,EBIT,Net Interest Income,Interest Expense,Normalized Income,Net Income From Continuing And Discontinued Operation,Total Expenses,Diluted Average Shares,Basic Average Shares,Diluted EPS,Basic EPS,Diluted NI Availto Com Stockholders,Net Income Common Stockholders,Otherunder Preferred Stock Dividend,Net Income,Minority Interests,Net Income Including Noncontrolling Interests,Net Income Continuous Operations,Tax Provision,Pretax Income,Other Non Operating Income Expenses,Special Income Charges,Net Non Operating Interest Income Expense,Interest Expense Non Operating,Operating Income,Operating Expense,Other Operating Expenses,Depreciation And Amortization In Income Statement,Depreciation Income Statement,Gross Profit,Cost Of Revenue,Total Revenue,Operating Revenue,Date,Other Special Charges
-17987781.444811,0.220169,1737100000.0,-81700000.0,-81700000.0,1062600000.0,225300000.0,4171900000.0,1655400000.0,1430100000.0,-66600000.0,66600000.0,1126312218.555189,1062600000.0,7000500000.0,,,,,1062600000.0,1062600000.0,0.0,1062600000.0,-700000.0,1063300000.0,1063300000.0,300200000.0,1363500000.0,176600000.0,-81700000.0,-66600000.0,66600000.0,1289800000.0,2828600000.0,1509100000.0,225300000.0,225300000.0,4118400000.0,4171900000.0,8290300000.0,8290300000.0,2024-03-31,
0.0,0.229816,1646400000.0,,,1075000000.0,188500000.0,3916800000.0,1646400000.0,1457900000.0,-62000000.0,62000000.0,1075000000.0,1075000000.0,6588900000.0,304532578.0,304532578.0,3.53,3.53,1075000000.0,1075000000.0,0.0,1075000000.0,-100000.0,1075100000.0,1075100000.0,320800000.0,1395900000.0,58900000.0,,-62000000.0,62000000.0,1382000000.0,2672100000.0,1420600000.0,188500000.0,188500000.0,4054100000.0,3916800000.0,7970900000.0,7970900000.0,2023-12-31,
0.0,0.241919,1688600000.0,,,1094700000.0,179900000.0,3961200000.0,1688600000.0,1508700000.0,-64000000.0,64000000.0,1094700000.0,1094700000.0,6583700000.0,304930362.0,304930362.0,3.59,3.59,1094700000.0,1094700000.0,0.0,1094700000.0,-500000.0,1095200000.0,1095200000.0,349500000.0,1444700000.0,213000000.0,,-64000000.0,64000000.0,1263300000.0,2622500000.0,1397500000.0,179900000.0,179900000.0,3885800000.0,3961200000.0,7847000000.0,7847000000.0,2023-09-30,
0.0,0.21952,1522500000.0,,,1007300000.0,176300000.0,4283400000.0,1522500000.0,1346200000.0,-55200000.0,55200000.0,1007300000.0,1007300000.0,6863300000.0,374460967.0,374460967.0,2.69,2.69,1007300000.0,1007300000.0,0.0,1007300000.0,-300000.0,1007600000.0,1007600000.0,283400000.0,1291000000.0,36000000.0,,-55200000.0,55200000.0,1280500000.0,2579900000.0,1329600000.0,176300000.0,176300000.0,3860400000.0,4283400000.0,8143800000.0,8143800000.0,2023-06-30,
1973061.511424,0.259613,1644500000.0,7600000.0,7600000.0,1052100000.0,171600000.0,5018800000.0,1652100000.0,1480500000.0,-59400000.0,58000000.0,1046473061.511424,1052100000.0,6297100000.0,,,,,1052100000.0,1052100000.0,0.0,1052100000.0,-1100000.0,1053200000.0,1053200000.0,369300000.0,1422500000.0,2600000.0,7600000.0,-59400000.0,58000000.0,1451100000.0,1278300000.0,-1153100000.0,171600000.0,161400000.0,2729400000.0,5018800000.0,7748200000.0,7748200000.0,2023-03-31,
,,,0.0,0.0,,,,,,,,,,,304742010.0,304742010.0,2.754461,2.754461,,,,,,,,,,,0.0,,,,,,,,,,,,2022-12-31,
0.0,0.229102,1631100000.0,,,1041100000.0,217400000.0,3916700000.0,1631100000.0,1413700000.0,-66700000.0,66700000.0,1041100000.0,1041100000.0,6940700000.0,304415205.0,304415205.0,3.42,3.42,1041100000.0,1041100000.0,0.0,1041100000.0,2700000.0,1038400000.0,1038400000.0,308600000.0,1347000000.0,49800000.0,,-66700000.0,66700000.0,1323000000.0,3024000000.0,1548100000.0,217400000.0,217400000.0,4347000000.0,3916700000.0,8263700000.0,8263700000.0,2024-06-30 00:00:00,
