Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Minority Interest,Stockholders Equity,Other Equity Interest,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Other Non Current Liabilities,Non Current Pension And Other Postretirement Benefit Plans,Non Current Deferred Revenue,Non Current Deferred Taxes Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Long Term Debt,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Debt And Capital Lease Obligation,Current Capital Lease Obligation,Current Debt,Pensionand Other Post Retirement Benefit Plans Current,Current Provisions,Payables,Other Payable,Dividends Payable,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Prepaid Assets,Non Current Deferred Taxes Assets,Investmentin Financial Assets,Available For Sale Securities,Goodwill And Other Intangible Assets,Other Intangible Assets,Goodwill,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Current Assets,Other Current Assets,Restricted Cash,Prepaid Assets,Inventory,Finished Goods,Work In Process,Raw Materials,Other Receivables,Taxes Receivable,Accounts Receivable,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Equivalents,Cash Financial,Date,Preferred Securities Outside Stock Equity,Long Term Equity Investment,Investmentsin Associatesat Cost
41003620.0,41003620.0,2759100000.0,3775200000.0,7126600000.0,10552500000.0,-208100000.0,7126600000.0,424100000.0,7201400000.0,9058100000.0,8329600000.0,1128200000.0,7201400000.0,7119400000.0,,,82000000.0,82000000.0,11508300000.0,3085700000.0,86900000.0,,,369300000.0,2198000000.0,341300000.0,1856700000.0,110100000.0,8422600000.0,858400000.0,1577200000.0,82800000.0,1494400000.0,,47900000.0,5594300000.0,,,1700000.0,5592600000.0,19837900000.0,11623400000.0,66400000.0,,80700000.0,171500000.0,171500000.0,74800000.0,2000000.0,72800000.0,11230000000.0,,11230000000.0,96000000.0,11134000000.0,,,,,8214500000.0,414000000.0,,,3465800000.0,,,,,60500000.0,3372200000.0,,,902000000.0,310000000.0,592000000.0,,,2024-03-31,,,
42474208.0,42474208.0,2196400000.0,3705600000.0,8121500000.0,11472800000.0,832000000.0,8121500000.0,429200000.0,8196400000.0,10178400000.0,9200900000.0,1004500000.0,8196400000.0,8111500000.0,,,84900000.0,84900000.0,10585400000.0,3162400000.0,77600000.0,,0.0,319400000.0,2330200000.0,348200000.0,1982000000.0,116800000.0,7423000000.0,1093400000.0,1375400000.0,81000000.0,1294400000.0,,61600000.0,4831100000.0,,,2200000.0,4828900000.0,19786300000.0,11531300000.0,63000000.0,,103900000.0,181800000.0,181800000.0,74900000.0,2100000.0,72800000.0,11080900000.0,,11080900000.0,1474600000.0,9606300000.0,,,,,8255000000.0,346700000.0,,,3778800000.0,,,,,72500000.0,2672400000.0,,,1384600000.0,304600000.0,1080000000.0,,,2023-09-30,,,
42474208.0,42474208.0,3422933000.0,5342264000.0,7794676000.0,12753379000.0,855675000.0,7794676000.0,458579000.0,7869694000.0,9720796000.0,8945362000.0,1075668000.0,7869694000.0,25915000.0,5842330000.0,1742720000.0,84948000.0,84948000.0,11165735000.0,3027362000.0,60297000.0,104499000.0,0.0,326910000.0,2228946000.0,377844000.0,1851102000.0,104500000.0,8138373000.0,409665000.0,3113318000.0,80735000.0,3032583000.0,366659000.0,,4133289000.0,353428000.0,3467000.0,26000.0,3776368000.0,20111097000.0,11117049000.0,204600000.0,329496000.0,83646000.0,178600000.0,178600000.0,75018000.0,2221000.0,72797000.0,10586875000.0,-2936592000.0,13523467000.0,510209000.0,10076700000.0,9350991000.0,3215650000.0,446617000.0,0.0,8994048000.0,65775000.0,63358000.0,201137000.0,3914795000.0,2770991000.0,228305000.0,915499000.0,51733000.0,212046000.0,2683138000.0,-225784000.0,2908922000.0,1802066000.0,341314000.0,1460752000.0,1306786000.0,153966000.0,2023-03-31,,,
