Tax Effect Of Unusual Items,Tax Rate For Calcs,Normalized EBITDA,Total Unusual Items,Total Unusual Items Excluding Goodwill,Net Income From Continuing Operation Net Minority Interest,Reconciled Depreciation,Reconciled Cost Of Revenue,EBITDA,EBIT,Net Interest Income,Interest Expense,Normalized Income,Net Income From Continuing And Discontinued Operation,Total Expenses,Diluted Average Shares,Basic Average Shares,Diluted EPS,Basic EPS,Diluted NI Availto Com Stockholders,Net Income Common Stockholders,Otherunder Preferred Stock Dividend,Net Income,Net Income Including Noncontrolling Interests,Net Income Extraordinary,Net Income Continuous Operations,Tax Provision,Pretax Income,Other Non Operating Income Expenses,Special Income Charges,Net Non Operating Interest Income Expense,Interest Expense Non Operating,Operating Income,Operating Expense,Other Operating Expenses,Depreciation And Amortization In Income Statement,Depreciation Income Statement,Gross Profit,Cost Of Revenue,Total Revenue,Operating Revenue,Date
0.0,0.066209,295119000.0,0.0,0.0,260141000.0,2305000.0,4601638000.0,295119000.0,292814000.0,-14228000.0,14228000.0,260141000.0,260141000.0,4807568000.0,,,,,260141000.0,260141000.0,0.0,260141000.0,260141000.0,,260141000.0,18445000.0,278586000.0,94865000.0,0.0,-14228000.0,14228000.0,197949000.0,205930000.0,189027000.0,2305000.0,2305000.0,403879000.0,4601638000.0,5005517000.0,5005517000.0,2024-03-31
0.0,0.259083,103589000.0,0.0,0.0,64542000.0,3064000.0,7442056000.0,103589000.0,100525000.0,-13414000.0,13414000.0,64542000.0,64542000.0,7671995000.0,239962113.0,239962113.0,0.268967,0.268967,64542000.0,64542000.0,0.0,64542000.0,64542000.0,,64542000.0,22569000.0,87111000.0,1845000.0,0.0,-13414000.0,13414000.0,98680000.0,229939000.0,227370000.0,3064000.0,3064000.0,328619000.0,7442056000.0,7770675000.0,7770675000.0,2023-12-31
0.0,0.318818,49106000.0,0.0,0.0,27312000.0,3221000.0,3531852000.0,49106000.0,45885000.0,-5790000.0,5790000.0,27312000.0,27312000.0,3586862000.0,228473734.0,228473734.0,0.119541,0.119541,27312000.0,27312000.0,0.0,27312000.0,27312000.0,,27312000.0,12783000.0,40095000.0,27591000.0,0.0,-5790000.0,5790000.0,18194000.0,55010000.0,44533000.0,3221000.0,3221000.0,73204000.0,3531852000.0,3605056000.0,3605056000.0,2023-09-30
0.0,0.236723,71912000.0,0.0,0.0,47743000.0,3044000.0,4492708000.0,71912000.0,68868000.0,-6318000.0,6318000.0,47743000.0,47743000.0,4793600000.0,239631404.0,239631404.0,0.199235,0.199235,47743000.0,47743000.0,0.0,47743000.0,47743000.0,0.0,47743000.0,14807000.0,62550000.0,35424000.0,0.0,-6318000.0,6318000.0,33444000.0,300892000.0,280271000.0,3044000.0,3044000.0,334336000.0,4492708000.0,4827044000.0,4827044000.0,2023-06-30
-3048185.062852,0.198877,149054000.0,-15327000.0,-15327000.0,101141000.0,3515000.0,9194271000.0,133727000.0,130212000.0,-23842000.0,3963000.0,113419814.937148,101141000.0,9870022000.0,,,,,101141000.0,101141000.0,0.0,101141000.0,101141000.0,,101141000.0,25108000.0,126249000.0,-16972000.0,0.0,-23842000.0,3963000.0,182391000.0,675751000.0,-798803000.0,3515000.0,-1776000.0,858142000.0,9194271000.0,10052413000.0,10052413000.0,2023-03-31
,,,,,,,,,,,,,,,237126826.0,237126826.0,0.298853,0.298853,,,,,,,,,,,,,,,,,,,,,,,2022-12-31
0.0,0.236197,89120000.0,0.0,0.0,56859000.0,1719000.0,6988811000.0,89120000.0,87401000.0,-12959000.0,12959000.0,56859000.0,56859000.0,7331336000.0,1496289474.0,1496289474.0,0.038,0.038,56859000.0,56859000.0,0.0,56859000.0,56859000.0,0.0,56859000.0,17583000.0,74442000.0,12329000.0,0.0,-12959000.0,12959000.0,75072000.0,342525000.0,321566000.0,1719000.0,1719000.0,417597000.0,6988811000.0,7406408000.0,7406408000.0,2024-06-30 00:00:00
