Ordinary Shares Number,Share Issued,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Stockholders Equity,Other Equity Interest,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Non Current Pension And Other Postretirement Benefit Plans,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Long Term Debt,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Deferred Taxes Liabilities,Current Debt And Capital Lease Obligation,Current Capital Lease Obligation,Pensionand Other Post Retirement Benefit Plans Current,Current Provisions,Payables,Other Payable,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Prepaid Assets,Non Current Deferred Taxes Assets,Financial Assets,Investmentin Financial Assets,Held To Maturity Securities,Available For Sale Securities,Goodwill And Other Intangible Assets,Other Intangible Assets,Net PPE,Accumulated Depreciation,Gross PPE,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Properties,Current Assets,Other Current Assets,Hedging Assets Current,Prepaid Assets,Other Receivables,Accounts Receivable,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Equivalents,Cash Financial,Date
205903951.0,205903951.0,239920000.0,13744080000.0,13746480000.0,10095590000.0,13744080000.0,237520000.0,13744080000.0,13746480000.0,13744080000.0,13744080000.0,13538180000.0,,,205900000.0,205900000.0,814670000.0,284360000.0,,190440000.0,188040000.0,2400000.0,93920000.0,530310000.0,125410000.0,,49480000.0,49480000.0,,33970000.0,128830000.0,,29310000.0,99520000.0,14558750000.0,3932850000.0,20170000.0,,108050000.0,,3468760000.0,,3468760000.0,0.0,,275030000.0,,275030000.0,275030000.0,,,,10625900000.0,78380000.0,,,138500000.0,1131370000.0,,,9277650000.0,7629010000.0,1648640000.0,,,2024-03-31
204901506.0,204901506.0,247540000.0,12791320000.0,12794170000.0,9930970000.0,12791320000.0,244690000.0,12791320000.0,12794170000.0,12791320000.0,12791320000.0,12586420000.0,,,204900000.0,204900000.0,705870000.0,253290000.0,,183520000.0,180670000.0,2850000.0,69770000.0,452580000.0,112810000.0,,64020000.0,64020000.0,,32720000.0,116180000.0,,24130000.0,92050000.0,13497190000.0,3113640000.0,50250000.0,,114030000.0,,2635190000.0,,2635190000.0,0.0,,266360000.0,,266360000.0,266360000.0,,,,10383550000.0,106060000.0,,,77120000.0,1045510000.0,,,9154860000.0,8809900000.0,344960000.0,,,2023-09-30
204901506.0,204901506.0,214610000.0,12074380000.0,12077780000.0,9084330000.0,12074380000.0,211320000.0,12074490000.0,12077780000.0,12074490000.0,12074490000.0,49900000.0,6922870000.0,4608180000.0,204900000.0,204900000.0,556060000.0,216490000.0,63430000.0,153060000.0,149770000.0,3290000.0,63430000.0,339570000.0,64070000.0,17480000.0,61550000.0,61550000.0,23750000.0,23750000.0,93050000.0,54960000.0,17480000.0,38090000.0,12630550000.0,3206650000.0,52990000.0,30250000.0,190790000.0,0.0,2652890000.0,2455870000.0,197020000.0,110000.0,110000.0,231800000.0,-295980000.0,527780000.0,4510000.0,177050000.0,346220000.0,0.0,9423900000.0,100850000.0,5100000.0,130850000.0,169260000.0,985160000.0,0.0,985160000.0,8133530000.0,7599720000.0,533810000.0,20310000.0,513500000.0,2023-03-31
