Tax Effect Of Unusual Items,Tax Rate For Calcs,Normalized EBITDA,Total Unusual Items,Total Unusual Items Excluding Goodwill,Net Income From Continuing Operation Net Minority Interest,Reconciled Depreciation,Reconciled Cost Of Revenue,EBITDA,EBIT,Net Interest Income,Interest Expense,Normalized Income,Net Income From Continuing And Discontinued Operation,Total Expenses,Diluted Average Shares,Basic Average Shares,Diluted EPS,Basic EPS,Diluted NI Availto Com Stockholders,Net Income Common Stockholders,Otherunder Preferred Stock Dividend,Net Income,Net Income Including Noncontrolling Interests,Net Income Continuous Operations,Tax Provision,Pretax Income,Other Non Operating Income Expenses,Special Income Charges,Net Non Operating Interest Income Expense,Interest Expense Non Operating,Operating Income,Operating Expense,Other Operating Expenses,Depreciation And Amortization In Income Statement,Depreciation Income Statement,Gross Profit,Cost Of Revenue,Total Revenue,Operating Revenue,Date,Minority Interests
0.0,0.148835,1635290000.0,0.0,0.0,752770000.0,403740000.0,482250000.0,1635290000.0,1231550000.0,-347150000.0,347150000.0,752770000.0,752770000.0,29695380000.0,147025391.0,145603482.0,5.12,5.17,752770000.0,752770000.0,0.0,752770000.0,752770000.0,752770000.0,131630000.0,884400000.0,125040000.0,0.0,-347150000.0,347150000.0,1040870000.0,29213130000.0,3528920000.0,403740000.0,403740000.0,30254000000.0,482250000.0,30736250000.0,30736250000.0,2023-09-30,
0.0,0.3,1530420000.0,0.0,0.0,895050000.0,357540000.0,302410000.0,1530420000.0,1172880000.0,-327350000.0,327350000.0,895050000.0,895050000.0,28734430000.0,146970443.0,145773616.0,6.09,6.14,895050000.0,895050000.0,0.0,895050000.0,895050000.0,895050000.0,-49520000.0,845530000.0,87640000.0,0.0,-327350000.0,327350000.0,1032860000.0,28432020000.0,3762690000.0,357540000.0,357540000.0,29464880000.0,302410000.0,29767290000.0,29767290000.0,2023-06-30,
11592000.0,0.3,1492320000.0,38640000.0,38640000.0,929960000.0,387730000.0,11048790000.0,1530960000.0,1143230000.0,-52560000.0,289080000.0,902912000.0,929960000.0,28997670000.0,,,,,929960000.0,929960000.0,0.0,929960000.0,931090000.0,931090000.0,-76940000.0,854150000.0,-177980000.0,38640000.0,-52560000.0,289080000.0,958910000.0,17948880000.0,-9388740000.0,387730000.0,154840000.0,18907790000.0,11048790000.0,29956580000.0,29956580000.0,2023-03-31,
0.0,0.3,1306990000.0,0.0,0.0,1034160000.0,342160000.0,257580000.0,1306990000.0,964830000.0,-309610000.0,309610000.0,1034160000.0,1034160000.0,28121150000.0,147526391.0,146274399.0,7.01,7.07,1034160000.0,1034160000.0,0.0,1034160000.0,1034160000.0,1034160000.0,-378940000.0,655220000.0,30040000.0,0.0,-309610000.0,309610000.0,921670000.0,27863570000.0,3827820000.0,342160000.0,342160000.0,28785240000.0,257580000.0,29042820000.0,29042820000.0,2022-12-31,
0.0,0.098086,43874620000.0,0.0,0.0,642190000.0,42741000000.0,16138290000.0,43874620000.0,1133620000.0,-421590000.0,421590000.0,642190000.0,642190000.0,36117550000.0,144129849.0,144129849.0,4.455635,4.455635,642190000.0,642190000.0,0.0,642190000.0,809380000.0,809380000.0,69840000.0,712030000.0,9633140000.0,0.0,-421590000.0,421590000.0,-4818990000.0,19979260000.0,3425890000.0,42741000000.0,42741000000.0,15160270000.0,16138290000.0,31298560000.0,31298560000.0,2024-06-30 00:00:00,0.0
