Date,Tax Effect Of Unusual Items,Tax Rate For Calcs,Normalized EBITDA,Total Unusual Items,Total Unusual Items Excluding Goodwill,Net Income From Continuing Operation Net Minority Interest,Reconciled Depreciation,Reconciled Cost Of Revenue,EBITDA,EBIT,Net Interest Income,Interest Expense,Normalized Income,Net Income From Continuing And Discontinued Operation,Total Expenses,Diluted Average Shares,Basic Average Shares,Diluted EPS,Basic EPS,Diluted NI Availto Com Stockholders,Net Income Common Stockholders,Otherunder Preferred Stock Dividend,Net Income,Minority Interests,Net Income Including Noncontrolling Interests,Net Income Discontinuous Operations,Net Income Continuous Operations,Tax Provision,Pretax Income,Other Non Operating Income Expenses,Special Income Charges,Net Non Operating Interest Income Expense,Interest Expense Non Operating,Operating Income,Operating Expense,Other Operating Expenses,Depreciation And Amortization In Income Statement,Depreciation Income Statement,Gross Profit,Cost Of Revenue,Total Revenue,Operating Revenue
2024-06-30,0.0,0.23854,404110000.0,0.0,0.0,189410000.0,137130000.0,710260000.0,404110000.0,266980000.0,-16540000.0,16540000.0,189410000.0,188160000.0,1461970000.0,71272727.0,70208955.0,2.64,2.68,188160000.0,188160000.0,0.0,188160000.0,-1290000.0,189450000.0,-1250000.0,190700000.0,59740000.0,250440000.0,51890000.0,0.0,-16540000.0,16540000.0,215090000.0,751710000.0,614580000.0,137130000.0,137130000.0,966800000.0,710260000.0,1677060000.0,1677060000.0
2023-09-30,-56958000.0,0.3,425930000.0,-189860000.0,-189860000.0,53860000.0,113450000.0,883570000.0,236070000.0,122620000.0,57830000.0,2420000.0,186762000.0,35670000.0,1303420000.0,,,,,35670000.0,35670000.0,0.0,35670000.0,-10610000.0,46280000.0,-18190000.0,64470000.0,55730000.0,120200000.0,-53340000.0,-207040000.0,57830000.0,2420000.0,307960000.0,419850000.0,-172010000.0,113450000.0,29770000.0,727810000.0,883570000.0,1611380000.0,1611380000.0
2023-06-30,0.0,0.031326,278240000.0,0.0,0.0,177240000.0,83780000.0,572290000.0,278240000.0,194460000.0,-10590000.0,10590000.0,177240000.0,177710000.0,1267420000.0,68859212.0,68859212.0,2.580773,2.580773,177710000.0,177710000.0,0.0,177710000.0,-870000.0,178580000.0,470000.0,178110000.0,5760000.0,183870000.0,53700000.0,0.0,-10590000.0,10590000.0,140760000.0,695130000.0,611350000.0,83780000.0,83780000.0,835890000.0,572290000.0,1408180000.0,1408180000.0
