Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Minority Interest,Stockholders Equity,Other Equity Interest,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Other Non Current Liabilities,Non Current Pension And Other Postretirement Benefit Plans,Non Current Accrued Expenses,Non Current Deferred Revenue,Non Current Deferred Taxes Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Long Term Debt,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Debt And Capital Lease Obligation,Current Capital Lease Obligation,Current Debt,Pensionand Other Post Retirement Benefit Plans Current,Current Provisions,Payables,Other Payable,Dividends Payable,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Prepaid Assets,Non Current Deferred Taxes Assets,Investmentin Financial Assets,Available For Sale Securities,Long Term Equity Investment,Investmentsin Associatesat Cost,Investmentsin Subsidiariesat Cost,Goodwill And Other Intangible Assets,Other Intangible Assets,Goodwill,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Properties,Current Assets,Other Current Assets,Restricted Cash,Prepaid Assets,Inventory,Other Inventories,Finished Goods,Raw Materials,Other Receivables,Taxes Receivable,Accounts Receivable,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Equivalents,Cash Financial,Date
38581208.0,38581208.0,253400000.0,764400000.0,2631800000.0,3394900000.0,1008800000.0,2631800000.0,242700000.0,2873200000.0,3196500000.0,2873200000.0,0.0,2873200000.0,2487400000.0,,,385800000.0,385800000.0,2535900000.0,1082000000.0,100700000.0,,,,95400000.0,498500000.0,175200000.0,323300000.0,167900000.0,1453900000.0,285500000.0,265900000.0,67500000.0,198400000.0,,18100000.0,682400000.0,,,,682400000.0,5409100000.0,2946400000.0,26200000.0,,1012400000.0,73200000.0,73200000.0,101600000.0,,,241400000.0,10300000.0,231100000.0,1242200000.0,,1242200000.0,70700000.0,1171500000.0,,,,2462700000.0,246200000.0,,,122500000.0,,,,11700000.0,,961400000.0,,,1120900000.0,852600000.0,268300000.0,,,2024-03-31
38393773.0,38393773.0,361600000.0,945900000.0,2515300000.0,3443100000.0,503000000.0,2515300000.0,260500000.0,2757700000.0,2908300000.0,2757700000.0,0.0,2757700000.0,2373800000.0,,,383900000.0,383900000.0,2529100000.0,882000000.0,121800000.0,,,,75800000.0,346800000.0,196200000.0,150600000.0,97900000.0,1647100000.0,251700000.0,599100000.0,64300000.0,534800000.0,,43600000.0,599300000.0,,,,599300000.0,5286800000.0,3136700000.0,24900000.0,,1021200000.0,59000000.0,59000000.0,105700000.0,,,242400000.0,11300000.0,231100000.0,1198400000.0,,1198400000.0,38700000.0,1159700000.0,,,,2150100000.0,259500000.0,,,142800000.0,,,,6900000.0,,777300000.0,,,963600000.0,639800000.0,323800000.0,,,2023-09-30
38176230.0,38176230.0,217779000.0,1050690000.0,2442973000.0,3491919000.0,43103000.0,2442973000.0,245302000.0,2686531000.0,2908489000.0,2686531000.0,0.0,2686531000.0,27407000.0,-1635073000.0,3860910000.0,381762000.0,381762000.0,2625326000.0,897858000.0,89000000.0,83824000.0,0.0,320494000.0,72354000.0,420783000.0,198825000.0,221958000.0,83800000.0,1727468000.0,269100000.0,629907000.0,46477000.0,583430000.0,8833000.0,41010000.0,733362000.0,108019000.0,2650000.0,29958000.0,592735000.0,5311857000.0,3541286000.0,1118000.0,205654000.0,1043346000.0,0.0,186100000.0,280767000.0,280767000.0,0.0,243558000.0,12470000.0,231088000.0,1329284000.0,-2648320000.0,3977604000.0,114575000.0,526897000.0,3228425000.0,107707000.0,0.0,1770571000.0,9542000.0,70055000.0,83277000.0,126560000.0,10883000.0,53790000.0,61887000.0,27648000.0,180326000.0,660406000.0,-253204000.0,913610000.0,612757000.0,25148000.0,587609000.0,444444000.0,143165000.0,2023-03-31
