Ordinary Shares Number,Share Issued,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Minority Interest,Stockholders Equity,Other Equity Interest,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Non Current Deferred Taxes Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Long Term Debt,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Deferred Taxes Liabilities,Current Debt And Capital Lease Obligation,Current Capital Lease Obligation,Current Debt,Pensionand Other Post Retirement Benefit Plans Current,Current Provisions,Payables,Other Payable,Dividends Payable,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Prepaid Assets,Non Current Deferred Taxes Assets,Investmentin Financial Assets,Goodwill And Other Intangible Assets,Other Intangible Assets,Goodwill,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Properties,Current Assets,Other Current Assets,Restricted Cash,Prepaid Assets,Inventory,Work In Process,Other Receivables,Accounts Receivable,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Equivalents,Cash Financial,Date
15519739.0,15519739.0,260560000.0,5860510000.0,6111510000.0,4940730000.0,5860510000.0,260560000.0,6111510000.0,6111510000.0,6111510000.0,,6111510000.0,5956310000.0,,,155200000.0,155200000.0,1536040000.0,499790000.0,,209820000.0,209820000.0,0.0,104260000.0,1036250000.0,115040000.0,,50740000.0,50740000.0,0.0,,71160000.0,335410000.0,,,58600000.0,276810000.0,7647550000.0,1670570000.0,143570000.0,,39550000.0,38190000.0,251000000.0,,,1108680000.0,,1108680000.0,45440000.0,1063240000.0,,,,5976980000.0,617900000.0,,,,,471960000.0,2493560000.0,,,2393560000.0,632180000.0,1761380000.0,,,2024-03-31
15519739.0,15519739.0,245690000.0,5389410000.0,5630150000.0,4220490000.0,5389410000.0,241590000.0,5626050000.0,5629370000.0,5626050000.0,,5626050000.0,5470850000.0,,,155200000.0,155200000.0,1683980000.0,312900000.0,0.0,202900000.0,199580000.0,3320000.0,110000000.0,1371080000.0,180700000.0,,42790000.0,42010000.0,780000.0,,52960000.0,504590000.0,,,158430000.0,346160000.0,7310030000.0,1718460000.0,137490000.0,,16860000.0,32470000.0,236640000.0,,,1144740000.0,,1144740000.0,60620000.0,1084120000.0,,,,5591570000.0,685950000.0,,,,,462890000.0,2852860000.0,,,1589870000.0,395150000.0,1194720000.0,,,2023-09-30
10252485.0,10252485.0,262580000.0,5034960000.0,5307030000.0,3850510000.0,5034960000.0,257870000.0,5302320000.0,5306250000.0,5302320000.0,0.0,5302320000.0,1310000.0,6088900000.0,11300000.0,155200000.0,155200000.0,1999960000.0,322610000.0,6170000.0,222690000.0,218760000.0,3930000.0,93750000.0,1677350000.0,133970000.0,146940000.0,39890000.0,39110000.0,780000.0,142730000.0,30230000.0,926970000.0,287200000.0,1380000.0,146940000.0,638390000.0,7302280000.0,1774420000.0,158650000.0,200200000.0,0.0,41550000.0,267360000.0,248360000.0,19000000.0,1213280000.0,-437340000.0,1650620000.0,60620000.0,1152660000.0,589320000.0,1000680000.0,0.0,5527860000.0,684520000.0,31040000.0,469940000.0,0.0,0.0,1106730000.0,2394100000.0,-5070000.0,2399170000.0,1526050000.0,740000.0,1525310000.0,380010000.0,1145300000.0,2023-03-31
