Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Stockholders Equity,Other Equity Interest,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Other Non Current Liabilities,Non Current Pension And Other Postretirement Benefit Plans,Non Current Deferred Taxes Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Debt,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Debt And Capital Lease Obligation,Current Debt,Pensionand Other Post Retirement Benefit Plans Current,Current Provisions,Payables,Other Payable,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Prepaid Assets,Non Current Deferred Taxes Assets,Investmentin Financial Assets,Available For Sale Securities,Trading Securities,Investment Properties,Goodwill And Other Intangible Assets,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Current Assets,Other Current Assets,Prepaid Assets,Inventory,Other Inventories,Finished Goods,Work In Process,Raw Materials,Other Receivables,Taxes Receivable,Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Financial,Date
299988000.0,299988000.0,189746000.0,189799000.0,438834000.0,628633000.0,117936000.0,438834000.0,438834000.0,528711000.0,438834000.0,438834000.0,138846000.0,,,299988000.0,299988000.0,299747000.0,95878000.0,-1000.0,,4591000.0,89877000.0,89877000.0,1411000.0,203869000.0,2198000.0,99922000.0,99922000.0,,5241000.0,90356000.0,,6913000.0,83443000.0,738581000.0,416776000.0,22354000.0,,0.0,0.0,,,,,394422000.0,,394422000.0,0.0,394422000.0,,,,,321805000.0,30404000.0,,241023000.0,,,,,,,50280000.0,98000.0,45000.0,53000.0,,2024-03-31
299988000.0,299988000.0,172634000.0,172749000.0,425294000.0,598043000.0,105403000.0,425294000.0,425294000.0,496308000.0,425294000.0,425294000.0,175304000.0,,,249990000.0,249990000.0,324214000.0,71939000.0,-1000.0,,525000.0,71014000.0,71014000.0,401000.0,252275000.0,5352000.0,101735000.0,101735000.0,,5770000.0,134630000.0,,4291000.0,130339000.0,749508000.0,391830000.0,,,0.0,20487000.0,20487000.0,,,,371343000.0,,371343000.0,13000.0,371330000.0,,,,,357678000.0,67066000.0,,165854000.0,,,,,245000.0,0.0,124398000.0,115000.0,,115000.0,,2023-09-30
299988000.0,299988000.0,176569000.0,176743000.0,406415000.0,583158000.0,85736000.0,406415000.0,406415000.0,489535000.0,406415000.0,406415000.0,156425000.0,122583000.0,29970000.0,249990000.0,249990000.0,357991000.0,84184000.0,,1064000.0,0.0,83120000.0,83120000.0,1064000.0,273807000.0,8800000.0,93623000.0,93623000.0,9568000.0,5105000.0,151874000.0,3967000.0,0.0,147907000.0,764406000.0,404863000.0,1000.0,75000.0,2698000.0,10433000.0,10433000.0,0.0,0.0,0.0,391656000.0,-328209000.0,719865000.0,13000.0,391644000.0,603075000.0,110417000.0,6360000.0,0.0,359543000.0,64297000.0,41802000.0,173768000.0,171000.0,57711000.0,35055000.0,80831000.0,22495000.0,,121304000.0,174000.0,,174000.0,174000.0,2023-03-31
