Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Stockholders Equity,Other Equity Interest,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Other Non Current Liabilities,Non Current Pension And Other Postretirement Benefit Plans,Non Current Deferred Revenue,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Long Term Debt,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Debt And Capital Lease Obligation,Current Capital Lease Obligation,Current Debt,Pensionand Other Post Retirement Benefit Plans Current,Current Provisions,Payables,Other Payable,Dividends Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Prepaid Assets,Non Current Deferred Taxes Assets,Financial Assets,Investmentin Financial Assets,Available For Sale Securities,Financial Assets Designatedas Fair Value Through Profitor Loss Total,Investment Properties,Goodwill And Other Intangible Assets,Other Intangible Assets,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Current Assets,Other Current Assets,Hedging Assets Current,Restricted Cash,Prepaid Assets,Inventory,Finished Goods,Work In Process,Raw Materials,Other Receivables,Taxes Receivable,Accounts Receivable,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Equivalents,Cash Financial,Date,Treasury Shares Number,Other Inventories
7234455.0,7234455.0,1193100000.0,1221800000.0,1204100000.0,2425700000.0,361500000.0,1204100000.0,4200000.0,1208100000.0,1635900000.0,1208100000.0,1208100000.0,1135800000.0,,,72300000.0,72300000.0,2330200000.0,561800000.0,1300000.0,,,430600000.0,2800000.0,427800000.0,120100000.0,1768400000.0,33800000.0,791200000.0,1400000.0,789800000.0,,35400000.0,785700000.0,,,785700000.0,3538300000.0,1408400000.0,11700000.0,,312500000.0,,80600000.0,80600000.0,,,4000000.0,,977500000.0,,977500000.0,109200000.0,868300000.0,,,,,2129900000.0,59500000.0,,,,873000000.0,,,,,,1137600000.0,,,59800000.0,35300000.0,24500000.0,,,2024-03-31,,
7234455.0,7234455.0,1116300000.0,1192700000.0,1121000000.0,2309100000.0,298500000.0,1121000000.0,8700000.0,1125100000.0,1566000000.0,1125100000.0,1125100000.0,1052800000.0,,,72300000.0,72300000.0,2396900000.0,581200000.0,1500000.0,,,444100000.0,3200000.0,440900000.0,126200000.0,1815700000.0,38800000.0,748600000.0,5500000.0,743100000.0,,37100000.0,883300000.0,,,883300000.0,3522000000.0,1407800000.0,44800000.0,,314400000.0,,81700000.0,81700000.0,,,4100000.0,,914000000.0,,914000000.0,62700000.0,851300000.0,,,,,2114200000.0,70100000.0,,,,871000000.0,,,,,,1076100000.0,,,97000000.0,29300000.0,67700000.0,,,2023-09-30,,
7062634.0,7062634.0,1284700000.0,1373100000.0,1045300000.0,2412900000.0,299500000.0,1045300000.0,8800000.0,1048600000.0,1491600000.0,1048600000.0,1048600000.0,12500000.0,-474000000.0,96600000.0,70600000.0,70600000.0,2472700000.0,618200000.0,14600000.0,150700000.0,14600000.0,443700000.0,700000.0,443000000.0,150700000.0,1854500000.0,600000.0,929400000.0,8100000.0,921300000.0,12200000.0,12200000.0,903500000.0,120500000.0,300000.0,782700000.0,3521300000.0,1367300000.0,-3000000.0,51600000.0,322200000.0,0.0,21500000.0,73100000.0,21500000.0,0.0,3300000.0,3300000.0,912500000.0,-1749800000.0,2662300000.0,58900000.0,853600000.0,2173400000.0,407100000.0,22900000.0,0.0,2154000000.0,1200000.0,0.0,300000.0,47000000.0,916100000.0,273400000.0,219800000.0,422900000.0,13900000.0,16800000.0,1079100000.0,-24100000.0,1103200000.0,79600000.0,28600000.0,79600000.0,75000000.0,4600000.0,2023-03-31,,
