Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Minority Interest,Stockholders Equity,Other Equity Interest,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Other Non Current Liabilities,Derivative Product Liabilities,Tradeand Other Payables Non Current,Non Current Deferred Taxes Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Long Term Debt,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Deferred Taxes Liabilities,Current Debt And Capital Lease Obligation,Current Capital Lease Obligation,Current Debt,Current Provisions,Payables,Other Payable,Dividends Payable,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Prepaid Assets,Non Current Deferred Taxes Assets,Investmentin Financial Assets,Available For Sale Securities,Long Term Equity Investment,Investmentsin Joint Venturesat Cost,Investmentsin Associatesat Cost,Investment Properties,Goodwill And Other Intangible Assets,Other Intangible Assets,Goodwill,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Current Assets,Other Current Assets,Hedging Assets Current,Assets Held For Sale Current,Restricted Cash,Prepaid Assets,Inventory,Finished Goods,Work In Process,Raw Materials,Other Receivables,Accounts Receivable,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Equivalents,Cash Financial,Date
91899714.0,91899714.0,22535050000.0,25168650000.0,10690370000.0,45400880000.0,897400000.0,10690370000.0,1023400000.0,21255630000.0,27970620000.0,20717060000.0,-538590000.0,21255630000.0,20336630000.0,,,919000000.0,919000000.0,37680490000.0,8887900000.0,,,,403450000.0,7431340000.0,716350000.0,6714990000.0,916300000.0,28792590000.0,689170000.0,,17737310000.0,307050000.0,17430260000.0,715250000.0,8920070000.0,,,404160000.0,8515910000.0,58397550000.0,28707560000.0,242540000.0,,2673460000.0,1992980000.0,1992980000.0,1892970000.0,,,118990000.0,10565260000.0,5271150000.0,5294110000.0,9585460000.0,,9585460000.0,798790000.0,8786670000.0,,,,,29689990000.0,2717200000.0,,0.0,,,11262400000.0,,,,127340000.0,11418740000.0,,,4164310000.0,2554110000.0,1610200000.0,,,2024-03-31
90332854.0,90332854.0,25743100000.0,27946510000.0,10006040000.0,47266950000.0,2512580000.0,10006040000.0,1214700000.0,20535140000.0,30224230000.0,19935190000.0,-599950000.0,20535140000.0,19631810000.0,,,903330000.0,903330000.0,43442850000.0,12063370000.0,,,,557760000.0,10531430000.0,842340000.0,9689090000.0,846910000.0,31379480000.0,686730000.0,,17415080000.0,372360000.0,17042720000.0,1097520000.0,9795110000.0,,,387730000.0,9407380000.0,63378040000.0,29485980000.0,184730000.0,,2907450000.0,1895270000.0,1895270000.0,3004810000.0,,,122370000.0,10529100000.0,5363060000.0,5166040000.0,9725220000.0,,9725220000.0,457930000.0,9267290000.0,,,,,33892060000.0,2681630000.0,,2613440000.0,,,11376260000.0,,,,572120000.0,12318830000.0,,,4329780000.0,3341070000.0,988710000.0,,,2023-09-30
90302704.0,90302704.0,24709580000.0,30295720000.0,11354070000.0,49867170000.0,2557380000.0,11354070000.0,2551130000.0,22122580000.0,33520500000.0,21728830000.0,-393750000.0,22122580000.0,194170000.0,-2003270000.0,18146110000.0,903030000.0,903030000.0,44655370000.0,14753360000.0,18280000.0,74840000.0,33710000.0,445710000.0,13434660000.0,2036740000.0,11397920000.0,752480000.0,29902010000.0,764800000.0,267110000.0,16861060000.0,514390000.0,16346670000.0,1224920000.0,11168940000.0,1335790000.0,9720000.0,267110000.0,9823430000.0,66384200000.0,33924810000.0,265260000.0,573550000.0,2650320000.0,562370000.0,562370000.0,3859190000.0,82350000.0,3776840000.0,125790000.0,10768510000.0,5630930000.0,5137580000.0,13725520000.0,-7217890000.0,20943410000.0,482590000.0,13242930000.0,12626790000.0,6424280000.0,1409750000.0,0.0,32459390000.0,2229800000.0,36420000.0,1081110000.0,60990000.0,2120620000.0,11465050000.0,5470560000.0,510360000.0,5484130000.0,1094140000.0,12994020000.0,-452290000.0,13446310000.0,3607040000.0,572030000.0,3035010000.0,1909580000.0,1125430000.0,2023-03-31
