Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Minority Interest,Stockholders Equity,Other Equity Interest,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Other Non Current Liabilities,Non Current Pension And Other Postretirement Benefit Plans,Non Current Deferred Revenue,Non Current Deferred Taxes Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Long Term Debt,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Debt And Capital Lease Obligation,Current Capital Lease Obligation,Current Debt,Pensionand Other Post Retirement Benefit Plans Current,Current Provisions,Payables,Other Payable,Dividends Payable,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Prepaid Assets,Non Current Deferred Taxes Assets,Other Investments,Investmentin Financial Assets,Available For Sale Securities,Long Term Equity Investment,Investment Properties,Goodwill And Other Intangible Assets,Other Intangible Assets,Goodwill,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Current Assets,Other Current Assets,Restricted Cash,Prepaid Assets,Inventory,Other Inventories,Finished Goods,Work In Process,Raw Materials,Other Receivables,Taxes Receivable,Accounts Receivable,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Equivalents,Cash Financial,Date
224260970.0,224260970.0,6157303000.0,6355363000.0,10168550000.0,17047841000.0,3110158000.0,10168550000.0,0.0,10692478000.0,12095565000.0,10692478000.0,,10692478000.0,10468217000.0,,,224261000.0,224261000.0,11218085000.0,1489914000.0,7458000.0,,0.0,0.0,1403087000.0,0.0,1403087000.0,79369000.0,9728171000.0,169765000.0,4952276000.0,0.0,4952276000.0,,22214000.0,4196612000.0,,,0.0,4196612000.0,21910563000.0,9072234000.0,1800595000.0,,74778000.0,2351000.0,28427000.0,28427000.0,0.0,0.0,523928000.0,523928000.0,0.0,6560614000.0,,6560614000.0,657496000.0,5903118000.0,,,,,12838329000.0,1650431000.0,,,7091515000.0,,,,,9236000.0,0.0,3791935000.0,,,295212000.0,97152000.0,198060000.0,,,2024-03-31
224260970.0,224260970.0,6612349000.0,6812711000.0,10166621000.0,17487013000.0,3236092000.0,10166621000.0,0.0,10674302000.0,12507231000.0,10674302000.0,0.0,10674302000.0,10450041000.0,,,224261000.0,224261000.0,10752969000.0,1907640000.0,7583000.0,,0.0,0.0,1832929000.0,0.0,1832929000.0,67128000.0,8845329000.0,123245000.0,4979782000.0,0.0,4979782000.0,,19369000.0,3404737000.0,,,0.0,3404737000.0,21427271000.0,9345850000.0,1823899000.0,,187047000.0,2351000.0,24336000.0,24336000.0,,0.0,507681000.0,507681000.0,0.0,6721904000.0,,6721904000.0,777311000.0,5944593000.0,,,,,12081421000.0,2256676000.0,,,6485595000.0,,,,,1870000.0,0.0,3002529000.0,,,334751000.0,134389000.0,200362000.0,,,2023-09-30
224260970.0,224260970.0,7362760000.0,7538280000.0,10152660000.0,18184220000.0,3402560000.0,10152660000.0,0.0,10645940000.0,12910660000.0,10645940000.0,0.0,10645940000.0,10421685000.0,6949660000.0,3287980000.0,224260000.0,224260000.0,11246170000.0,2336900000.0,10000.0,64460000.0,7710000.0,0.0,2264720000.0,0.0,2264720000.0,64465000.0,8909270000.0,85863000.0,5273560000.0,0.0,5273560000.0,75270000.0,18600000.0,3487380000.0,299580000.0,270000.0,0.0,3187530000.0,21892110000.0,9580280000.0,1865430000.0,35790000.0,205690000.0,2351000.0,2350000.0,2350000.0,,0.0,493280000.0,493280000.0,0.0,6904280000.0,-7631840000.0,14536120000.0,777830000.0,2040800000.0,9765030000.0,1760110000.0,192350000.0,0.0,12311830000.0,45240000.0,270000.0,1601330000.0,6726000000.0,160040000.0,207350000.0,5155490000.0,1203120000.0,964260000.0,0.0,2796070000.0,0.0,2796070000.0,178660000.0,3140000.0,175520000.0,154310000.0,21210000.0,2023-03-31
