Tax Effect Of Unusual Items,Tax Rate For Calcs,Normalized EBITDA,Total Unusual Items,Total Unusual Items Excluding Goodwill,Net Income From Continuing Operation Net Minority Interest,Reconciled Depreciation,Reconciled Cost Of Revenue,EBITDA,EBIT,Net Interest Income,Interest Expense,Normalized Income,Net Income From Continuing And Discontinued Operation,Total Expenses,Diluted Average Shares,Basic Average Shares,Diluted EPS,Basic EPS,Diluted NI Availto Com Stockholders,Net Income Common Stockholders,Otherunder Preferred Stock Dividend,Net Income,Net Income Including Noncontrolling Interests,Net Income Continuous Operations,Tax Provision,Pretax Income,Other Non Operating Income Expenses,Special Income Charges,Other Special Charges,Restructuring And Mergern Acquisition,Net Non Operating Interest Income Expense,Interest Expense Non Operating,Operating Income,Operating Expense,Other Operating Expenses,Depreciation And Amortization In Income Statement,Depreciation Income Statement,Gross Profit,Cost Of Revenue,Total Revenue,Operating Revenue,Date
0.0,0.145625,7833000000.0,0.0,0.0,5640000000.0,1188000000.0,27710000000.0,7833000000.0,6645000000.0,-39000000.0,39000000.0,5640000000.0,5640000000.0,37950000000.0,,,,,5640000000.0,5640000000.0,0.0,5640000000.0,5655000000.0,5655000000.0,962000000.0,6606000000.0,2261000000.0,0.0,0.0,,-39000000.0,39000000.0,4384000000.0,10240000000.0,5437000000.0,1188000000.0,1188000000.0,14624000000.0,27710000000.0,42334000000.0,42334000000.0,2024-03-31
133871477.560757,0.227673,7331000000.0,588000000.0,588000000.0,5182000000.0,1173000000.0,26212000000.0,7919000000.0,6746000000.0,-39000000.0,39000000.0,4727871477.560757,5182000000.0,37441000000.0,29491776.0,29491776.0,175.71,175.71,5182000000.0,5182000000.0,0.0,5182000000.0,5180000000.0,5180000000.0,1527000000.0,6707000000.0,1547000000.0,588000000.0,,-588000000.0,-39000000.0,39000000.0,4611000000.0,11229000000.0,6713000000.0,1173000000.0,1173000000.0,15840000000.0,26212000000.0,42052000000.0,42052000000.0,2023-12-31
1896040242.976462,0.241534,6455000000.0,7850000000.0,7850000000.0,9998000000.0,1013000000.0,27584000000.0,14305000000.0,13292000000.0,-122000000.0,122000000.0,4044040242.976462,9998000000.0,37401000000.0,29490885.0,29490885.0,339.02,339.02,9998000000.0,9998000000.0,0.0,9998000000.0,9998000000.0,9998000000.0,3181000000.0,13170000000.0,1542000000.0,7850000000.0,-7850000000.0,,-122000000.0,122000000.0,3900000000.0,9817000000.0,5449000000.0,1013000000.0,1013000000.0,13717000000.0,27584000000.0,41301000000.0,41301000000.0,2023-09-30
0.0,0.231968,6553000000.0,,,4093000000.0,921000000.0,26834000000.0,6553000000.0,5632000000.0,-308000000.0,308000000.0,4093000000.0,4093000000.0,37826000000.0,29490597.0,29490597.0,138.79,138.79,4093000000.0,4093000000.0,0.0,4093000000.0,4093000000.0,4093000000.0,1235000000.0,5324000000.0,1874000000.0,,,,-308000000.0,308000000.0,3758000000.0,10992000000.0,6977000000.0,921000000.0,921000000.0,14750000000.0,26834000000.0,41584000000.0,41584000000.0,2023-06-30
0.0,0.251595,6531000000.0,,,3981000000.0,1206000000.0,32192000000.0,6531000000.0,5325000000.0,2622000000.0,-5000000.0,3981000000.0,3981000000.0,34793000000.0,,,,,3981000000.0,3981000000.0,0.0,3981000000.0,4001000000.0,4001000000.0,1341000000.0,5330000000.0,-1894000000.0,,,,2622000000.0,-5000000.0,2666000000.0,2601000000.0,-7322000000.0,1206000000.0,1206000000.0,5267000000.0,32192000000.0,37459000000.0,37459000000.0,2023-03-31
,,,0.0,0.0,,,,,,,,,,,29489899.0,29489899.0,108.41,108.41,,,,,,,,,,0.0,,,,,,,,,,,,,,2022-12-31
0.0,0.237924,6989000000.0,0.0,0.0,4663000000.0,856000000.0,27867000000.0,6989000000.0,6133000000.0,-26000000.0,26000000.0,4663000000.0,4663000000.0,38827000000.0,29495857.0,29495857.0,158.09,158.09,4663000000.0,4663000000.0,0.0,4663000000.0,4663000000.0,4663000000.0,1453000000.0,6107000000.0,1792000000.0,0.0,,,-26000000.0,26000000.0,4341000000.0,10960000000.0,6756000000.0,856000000.0,856000000.0,15301000000.0,27867000000.0,43168000000.0,43168000000.0,2024-06-30 00:00:00
