Treasury Shares Number,Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Minority Interest,Stockholders Equity,Other Equity Interest,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Other Non Current Liabilities,Liabilities Heldfor Sale Non Current,Non Current Pension And Other Postretirement Benefit Plans,Non Current Deferred Revenue,Non Current Deferred Taxes Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Long Term Debt,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Debt And Capital Lease Obligation,Current Capital Lease Obligation,Current Debt,Pensionand Other Post Retirement Benefit Plans Current,Current Provisions,Payables,Other Payable,Dividends Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Prepaid Assets,Non Current Deferred Taxes Assets,Investmentin Financial Assets,Available For Sale Securities,Goodwill And Other Intangible Assets,Other Intangible Assets,Goodwill,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Current Assets,Other Current Assets,Assets Held For Sale Current,Restricted Cash,Prepaid Assets,Inventory,Other Inventories,Finished Goods,Work In Process,Raw Materials,Other Receivables,Accounts Receivable,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Equivalents,Cash Financial,Date
817515.0,107192255.0,108009770.0,2867730000.0,3778640000.0,9300590000.0,13143270000.0,2289840000.0,9300590000.0,639110000.0,10003740000.0,11763470000.0,10077870000.0,74130000.0,10003740000.0,8929610000.0,,,1074130000.0,1074130000.0,5997450000.0,2764800000.0,99540000.0,,,,350160000.0,2268860000.0,509130000.0,1759730000.0,42170000.0,3232650000.0,154360000.0,1509780000.0,129980000.0,1379800000.0,,32190000.0,1295700000.0,,,1295700000.0,16075320000.0,10552820000.0,381170000.0,,0.0,175170000.0,175170000.0,703150000.0,134560000.0,568590000.0,9112760000.0,,9112760000.0,153850000.0,8958910000.0,,,,,5522490000.0,106070000.0,,,,2352020000.0,,,,,,1446310000.0,,,1618090000.0,1346290000.0,271800000.0,,,2024-03-31
940250.0,107069520.0,108009770.0,1144270000.0,1608740000.0,9414220000.0,10883020000.0,3627750000.0,9414220000.0,364040000.0,9638320000.0,10212190000.0,9637500000.0,-820000.0,9638320000.0,8565220000.0,,,1073100000.0,1073100000.0,3519030000.0,1587400000.0,108170000.0,,,,550040000.0,889670000.0,315800000.0,573870000.0,35910000.0,1931630000.0,120350000.0,719070000.0,48240000.0,670830000.0,,14920000.0,942930000.0,,,942930000.0,13156530000.0,7597150000.0,308100000.0,,,113830000.0,113830000.0,224100000.0,122540000.0,101560000.0,6693260000.0,,6693260000.0,60770000.0,6632490000.0,,,,,5559380000.0,128810000.0,,,,2058420000.0,,,,,,1387190000.0,,,1984960000.0,1884530000.0,100430000.0,,,2023-09-30
,108009770.0,108009770.0,1294280000.0,1805050000.0,9061590000.0,10693560000.0,3228650000.0,9061590000.0,388340000.0,9276850000.0,9951070000.0,9276160000.0,-690000.0,9276850000.0,8203760000.0,3795930000.0,4375570000.0,1073100000.0,1073100000.0,3537480000.0,1593640000.0,113920000.0,0.0,25980000.0,113940000.0,434360000.0,1015700000.0,341480000.0,674220000.0,25980000.0,1943840000.0,50780000.0,789350000.0,46860000.0,742490000.0,14540000.0,14540000.0,1003660000.0,124230000.0,240000.0,879190000.0,12813640000.0,7641150000.0,10000.0,403100000.0,,106670000.0,106670000.0,215260000.0,113730000.0,101530000.0,6741870000.0,-2179370000.0,8921240000.0,61640000.0,3087610000.0,1406350000.0,3425070000.0,940570000.0,0.0,5172490000.0,21720000.0,0.0,545930000.0,78030000.0,1854040000.0,10350000.0,1424480000.0,270230000.0,148980000.0,29500000.0,1063640000.0,-8270000.0,1071910000.0,1579630000.0,1457200000.0,122430000.0,0.0,122430000.0,2023-03-31
