Tax Effect Of Unusual Items,Tax Rate For Calcs,Normalized EBITDA,Total Unusual Items,Total Unusual Items Excluding Goodwill,Net Income From Continuing Operation Net Minority Interest,Reconciled Depreciation,Reconciled Cost Of Revenue,EBITDA,EBIT,Net Interest Income,Interest Expense,Normalized Income,Net Income From Continuing And Discontinued Operation,Total Expenses,Diluted Average Shares,Basic Average Shares,Diluted EPS,Basic EPS,Diluted NI Availto Com Stockholders,Net Income Common Stockholders,Otherunder Preferred Stock Dividend,Net Income,Minority Interests,Net Income Including Noncontrolling Interests,Net Income Continuous Operations,Tax Provision,Pretax Income,Other Non Operating Income Expenses,Special Income Charges,Other Special Charges,Write Off,Net Non Operating Interest Income Expense,Interest Expense Non Operating,Operating Income,Operating Expense,Other Operating Expenses,Depreciation And Amortization In Income Statement,Depreciation Income Statement,Gross Profit,Cost Of Revenue,Total Revenue,Operating Revenue,Date
-416030800.0,0.4,1532556000.0,-1040077000.0,-1040077000.0,228941000.0,290321000.0,1121388000.0,492479000.0,202158000.0,-78214000.0,78214000.0,852987200.0,228941000.0,4094305000.0,,,,,228941000.0,228941000.0,0.0,228941000.0,168679000.0,60262000.0,60262000.0,63682000.0,123944000.0,239066000.0,-1040077000.0,,1040077000.0,-78214000.0,78214000.0,1002128000.0,2972917000.0,1638228000.0,290321000.0,290321000.0,3975045000.0,1121388000.0,5096433000.0,5096433000.0,2024-03-31
-17689795.183478,0.243085,1387137000.0,-72772000.0,-72772000.0,737954000.0,281045000.0,1288101000.0,1314365000.0,1033320000.0,-62578000.0,62578000.0,793036204.816522,737954000.0,4270374000.0,217685546.0,217685546.0,3.39,3.39,737954000.0,737954000.0,0.0,737954000.0,3185000.0,734769000.0,734769000.0,235973000.0,970742000.0,265153000.0,-72772000.0,,72772000.0,-62578000.0,62578000.0,839263000.0,2982273000.0,1656686000.0,281045000.0,281045000.0,3821536000.0,1288101000.0,5109637000.0,5109637000.0,2023-12-31
-18790189.730477,0.265841,970899000.0,-70682000.0,-70682000.0,424093000.0,273139000.0,1251277000.0,900217000.0,627078000.0,-61560000.0,61560000.0,475984810.269523,424093000.0,4070470000.0,217483590.0,217483590.0,1.95,1.95,424093000.0,424093000.0,0.0,424093000.0,8913000.0,415180000.0,415180000.0,150338000.0,565518000.0,180011000.0,-70682000.0,,70682000.0,-61560000.0,61560000.0,516831000.0,2819193000.0,1515111000.0,273139000.0,273139000.0,3336024000.0,1251277000.0,4587301000.0,4587301000.0,2023-09-30
-13175974.738575,0.228037,969057000.0,-57780000.0,-57780000.0,446383000.0,269086000.0,1376850000.0,911277000.0,642191000.0,-73577000.0,73577000.0,490987025.261425,446383000.0,4062900000.0,217747805.0,217747805.0,2.05,2.05,446383000.0,446383000.0,0.0,446383000.0,7434000.0,438949000.0,438949000.0,129665000.0,568614000.0,216128000.0,-57780000.0,,57780000.0,-73577000.0,73577000.0,482874000.0,2686050000.0,1428802000.0,269086000.0,269086000.0,3168924000.0,1376850000.0,4545774000.0,4545774000.0,2023-06-30
-75695052.878416,0.076387,876753000.0,-261346000.0,-990936000.0,244635000.0,257080000.0,1378937000.0,615407000.0,358327000.0,-106296000.0,106296000.0,1159875947.121584,244635000.0,3772019000.0,,,,,244635000.0,244635000.0,0.0,244635000.0,11856000.0,232779000.0,232779000.0,19252000.0,252031000.0,528700000.0,-990936000.0,0.0,,-106296000.0,106296000.0,821826000.0,2393082000.0,1161575000.0,257080000.0,257080000.0,3214908000.0,1378937000.0,4593845000.0,4593845000.0,2023-03-31
,,,,,,,,,,,,,,,263833333.0,263833333.0,3.12,3.12,,,,,,,,,,,,-386828000.0,99791000.0,,,,,,,,,,,,2022-12-31
-17455732.421505,0.287035,948633000.0,-60814000.0,-60814000.0,411712000.0,256646000.0,1733539000.0,887819000.0,631173000.0,-55626000.0,55626000.0,455070267.578495,411712000.0,3981840000.0,217837037.0,217837037.0,1.89,1.89,411712000.0,411712000.0,0.0,411712000.0,1367000.0,410345000.0,410345000.0,165202000.0,575547000.0,231171000.0,-60814000.0,,60814000.0,-55626000.0,55626000.0,459345000.0,2248301000.0,921469000.0,256646000.0,256646000.0,2707646000.0,1733539000.0,4441185000.0,4441185000.0,2024-06-30 00:00:00
