Treasury Shares Number,Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Minority Interest,Stockholders Equity,Other Equity Interest,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Other Non Current Liabilities,Non Current Pension And Other Postretirement Benefit Plans,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Long Term Debt,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Debt And Capital Lease Obligation,Current Capital Lease Obligation,Current Debt,Pensionand Other Post Retirement Benefit Plans Current,Current Provisions,Payables,Other Payable,Dividends Payable,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Prepaid Assets,Non Current Deferred Assets,Non Current Deferred Taxes Assets,Investmentin Financial Assets,Held To Maturity Securities,Available For Sale Securities,Financial Assets Designatedas Fair Value Through Profitor Loss Total,Goodwill And Other Intangible Assets,Other Intangible Assets,Goodwill,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Current Assets,Other Current Assets,Restricted Cash,Prepaid Assets,Inventory,Inventories Adjustments Allowances,Finished Goods,Work In Process,Raw Materials,Other Receivables,Taxes Receivable,Accounts Receivable,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Equivalents,Cash Financial,Date
0.0,96131432.0,96131432.0,4591059000.0,6554846000.0,10963120000.0,16588912000.0,9952566000.0,10963120000.0,1451229000.0,11485295000.0,11776967000.0,11485189000.0,-106000.0,11485295000.0,11293032000.0,,,192263000.0,192263000.0,8750819000.0,1652371000.0,-8000.0,,1635604000.0,1343932000.0,291672000.0,16775000.0,7098448000.0,203783000.0,4919242000.0,107297000.0,4811945000.0,,23176000.0,1857354000.0,,,1665000.0,1855689000.0,20236008000.0,3184994000.0,53550000.0,,,290754000.0,194505000.0,,194505000.0,,522175000.0,5344000.0,516831000.0,2076165000.0,,2076165000.0,13523000.0,2062642000.0,,,,,17051014000.0,557230000.0,,,9691158000.0,,,,,71969000.0,0.0,4824101000.0,,,1906556000.0,1393998000.0,512558000.0,,,2024-03-31
,96131432.0,96131432.0,4483369000.0,6650641000.0,10278815000.0,15983694000.0,9212832000.0,10278815000.0,1436159000.0,10769212000.0,11129508000.0,10767837000.0,-1375000.0,10769212000.0,10576949000.0,,,192263000.0,192263000.0,9667117000.0,1723392000.0,,,1704541000.0,1344245000.0,360296000.0,18851000.0,7943725000.0,166814000.0,4946100000.0,91914000.0,4854186000.0,,25379000.0,2691254000.0,,,3878000.0,2687376000.0,20434954000.0,3278397000.0,56733000.0,,,299680000.0,304014000.0,,304014000.0,,490397000.0,6247000.0,484150000.0,2078265000.0,,2078265000.0,16633000.0,2061632000.0,,,,,17156557000.0,419317000.0,,,10292602000.0,,,,,37001000.0,0.0,4350716000.0,,,2056921000.0,1325808000.0,731113000.0,,,2023-09-30
,94397200.0,94397200.0,3317971000.0,6118324000.0,9803088000.0,14892602000.0,8922997000.0,9803088000.0,1485316000.0,10259594000.0,10701340000.0,10264605000.0,5011000.0,10259594000.0,45020000.0,8715995000.0,815065000.0,188794000.0,188794000.0,8931928000.0,1815187000.0,-2000.0,14157000.0,1801032000.0,1359286000.0,441746000.0,14157000.0,7116741000.0,343264000.0,4317292000.0,126030000.0,4191262000.0,20785000.0,20785000.0,2388998000.0,122984000.0,175000.0,0.0,2265839000.0,19196533000.0,3156796000.0,-3000.0,90520000.0,49813000.0,306358000.0,64558000.0,50187000.0,12601000.0,1770000.0,456506000.0,4660000.0,451846000.0,2138958000.0,-1153598000.0,3292556000.0,19082000.0,1408440000.0,1269576000.0,583166000.0,12292000.0,0.0,16039738000.0,494453000.0,3910000.0,291230000.0,8615238000.0,-17803000.0,4690563000.0,1825172000.0,2117306000.0,271151000.0,10768000.0,4452875000.0,-53570000.0,4506445000.0,2394566000.0,1079529000.0,1315037000.0,264088000.0,1050949000.0,2023-03-31
