Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Stockholders Equity,Other Equity Interest,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Other Non Current Liabilities,Non Current Pension And Other Postretirement Benefit Plans,Non Current Deferred Taxes Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Debt,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Debt And Capital Lease Obligation,Current Debt,Pensionand Other Post Retirement Benefit Plans Current,Current Provisions,Payables,Other Payable,Dividends Payable,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Prepaid Assets,Investmentin Financial Assets,Available For Sale Securities,Goodwill And Other Intangible Assets,Other Intangible Assets,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Properties,Current Assets,Other Current Assets,Restricted Cash,Prepaid Assets,Inventory,Finished Goods,Work In Process,Raw Materials,Other Receivables,Taxes Receivable,Accounts Receivable,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Financial,Date
14960656.0,14960656.0,179778000.0,182742000.0,193597000.0,376377000.0,107200000.0,193597000.0,193635000.0,226641000.0,193635000.0,193635000.0,66384000.0,,,127251000.0,127251000.0,213171000.0,43340000.0,1000.0,,9869000.0,33006000.0,33006000.0,464000.0,169831000.0,18000.0,149736000.0,149736000.0,,23000.0,13281000.0,,,,13281000.0,406806000.0,129775000.0,11387000.0,,996000.0,996000.0,38000.0,38000.0,117290000.0,,117290000.0,2000000.0,115290000.0,,,,277031000.0,12032000.0,,,171201000.0,,,,22000.0,,78241000.0,,,15535000.0,12571000.0,2964000.0,,2024-03-31
13090575.0,13090575.0,206875000.0,210153000.0,151814000.0,362010000.0,98008000.0,151814000.0,151857000.0,206398000.0,151857000.0,151857000.0,40512000.0,,,111345000.0,111345000.0,277101000.0,71015000.0,1000.0,,16242000.0,54541000.0,54541000.0,231000.0,206086000.0,233000.0,155612000.0,155612000.0,,8000.0,48899000.0,,,,48899000.0,428958000.0,124863000.0,-1000.0,,4950000.0,4950000.0,43000.0,43000.0,119871000.0,,,,,,,,304094000.0,31550000.0,,,182398000.0,,,,,20000.0,71582000.0,,,18544000.0,15266000.0,3278000.0,,2023-09-30
13390149.0,13390149.0,216479000.0,220020000.0,157057000.0,377125000.0,111901000.0,157057000.0,157105000.0,221569000.0,157105000.0,157105000.0,45759000.0,42092000.0,3475000.0,111345000.0,111345000.0,257285000.0,82093000.0,-1000.0,350000.0,17280000.0,64464000.0,64464000.0,350000.0,175192000.0,-400.0,155556000.0,155556000.0,12000.0,12000.0,16029400.0,1373000.0,400.0,318000.0,14338000.0,414390000.0,127297000.0,-1000.0,4189000.0,50000.0,50000.0,48000.0,48000.0,123011000.0,-29996000.0,153007000.0,,4368000.0,110631000.0,38008000.0,0.0,287093000.0,122600.0,400.0,28269000.0,182274000.0,18684000.0,131200000.0,32390000.0,24341000.0,163000.0,48332000.0,-9080000.0,57412000.0,3591000.0,50000.0,3541000.0,3541000.0,2023-03-31
