Tax Effect Of Unusual Items,Tax Rate For Calcs,Normalized EBITDA,Total Unusual Items,Total Unusual Items Excluding Goodwill,Net Income From Continuing Operation Net Minority Interest,Reconciled Depreciation,Reconciled Cost Of Revenue,EBITDA,EBIT,Net Interest Income,Interest Expense,Normalized Income,Net Income From Continuing And Discontinued Operation,Total Expenses,Diluted Average Shares,Basic Average Shares,Diluted EPS,Basic EPS,Diluted NI Availto Com Stockholders,Net Income Common Stockholders,Otherunder Preferred Stock Dividend,Net Income,Minority Interests,Net Income Including Noncontrolling Interests,Net Income Continuous Operations,Tax Provision,Pretax Income,Other Non Operating Income Expenses,Net Non Operating Interest Income Expense,Interest Expense Non Operating,Operating Income,Operating Expense,Other Operating Expenses,Depreciation And Amortization In Income Statement,Depreciation Income Statement,Gross Profit,Cost Of Revenue,Total Revenue,Operating Revenue,Date
0.0,0.234559,3893900000.0,0.0,0.0,2003900000.0,968000000.0,13976900000.0,3893900000.0,2925900000.0,-285200000.0,285200000.0,2003900000.0,2003900000.0,22480100000.0,,,,,2003900000.0,2003900000.0,0.0,2003900000.0,-15400000.0,2021300000.0,2021300000.0,619400000.0,2640700000.0,671500000.0,-285200000.0,285200000.0,2114000000.0,8503200000.0,5438600000.0,968000000.0,968000000.0,10617200000.0,13976900000.0,24594100000.0,24594100000.0,2024-03-31
30962294.926954,0.234741,3171000000.0,131900000.0,131900000.0,1602300000.0,994100000.0,13310700000.0,3302900000.0,2308800000.0,-193700000.0,193700000.0,1501362294.926954,1602300000.0,21979000000.0,284600355.0,284600355.0,5.63,5.63,1602300000.0,1602300000.0,0.0,1602300000.0,-16300000.0,1618600000.0,1618600000.0,496500000.0,2115100000.0,749400000.0,-193700000.0,193700000.0,1316100000.0,8668300000.0,5373000000.0,994100000.0,994100000.0,9984400000.0,13310700000.0,23295100000.0,23295100000.0,2023-12-31
0.0,0.234649,3035600000.0,,,1343000000.0,1037100000.0,14462100000.0,3035600000.0,1998500000.0,-220100000.0,220100000.0,1343000000.0,1343000000.0,22958100000.0,284533898.0,284533898.0,4.72,4.72,1343000000.0,1343000000.0,0.0,1343000000.0,-18100000.0,1361100000.0,1361100000.0,417300000.0,1778400000.0,895800000.0,-220100000.0,220100000.0,1016500000.0,8496000000.0,5417400000.0,1037100000.0,1037100000.0,9512500000.0,14462100000.0,23974600000.0,23974600000.0,2023-09-30
0.0,0.247424,3185600000.0,,,1364700000.0,1046700000.0,14188500000.0,3185600000.0,2138900000.0,-323800000.0,323800000.0,1364700000.0,1364700000.0,22075300000.0,284312500.0,284312500.0,4.8,4.8,1364700000.0,1364700000.0,0.0,1364700000.0,-1300000.0,1366000000.0,1366000000.0,449100000.0,1815100000.0,942700000.0,-323800000.0,323800000.0,1107700000.0,7886800000.0,4879600000.0,1046700000.0,1046700000.0,8994500000.0,14188500000.0,23183000000.0,23183000000.0,2023-06-30
223496204.331138,0.24243,2388000000.0,921900000.0,921900000.0,1587400000.0,1039000000.0,27137000000.0,3309900000.0,2270900000.0,68900000.0,160600000.0,888996204.331138,1587400000.0,20561100000.0,,,,,1587400000.0,1587400000.0,0.0,1587400000.0,-11400000.0,1598700000.0,1598700000.0,511600000.0,2110300000.0,-975900000.0,68900000.0,160600000.0,2175000000.0,-6575900000.0,-11145200000.0,1039000000.0,1039000000.0,-4400900000.0,27137000000.0,22736100000.0,22736100000.0,2023-03-31
,,,-12800000.0,-12800000.0,,,,,,,,,,,284444444.0,284444444.0,3.6,3.6,,,,,,,,,,,,,,,,,,,,,,2022-12-31
0.0,0.23163,4268100000.0,,,2385000000.0,969900000.0,12130700000.0,4268100000.0,3298200000.0,-177700000.0,177700000.0,2385000000.0,2385000000.0,20575800000.0,284606205.0,284606205.0,8.38,8.38,2385000000.0,2385000000.0,0.0,2385000000.0,-12700000.0,2397700000.0,2397700000.0,722800000.0,3120500000.0,660200000.0,-177700000.0,177700000.0,2510100000.0,8445100000.0,5283600000.0,969900000.0,969900000.0,10955200000.0,12130700000.0,23085900000.0,23085900000.0,2024-06-30 00:00:00
