Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Stockholders Equity,Other Equity Interest,Retained Earnings,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Other Non Current Liabilities,Derivative Product Liabilities,Non Current Pension And Other Postretirement Benefit Plans,Non Current Deferred Revenue,Non Current Deferred Taxes Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Long Term Debt,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Debt And Capital Lease Obligation,Current Capital Lease Obligation,Current Debt,Pensionand Other Post Retirement Benefit Plans Current,Current Provisions,Payables,Other Payable,Dividends Payable,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Prepaid Assets,Financial Assets,Investmentin Financial Assets,Available For Sale Securities,Investment Properties,Goodwill And Other Intangible Assets,Other Intangible Assets,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Current Assets,Other Current Assets,Hedging Assets Current,Restricted Cash,Prepaid Assets,Inventory,Finished Goods,Work In Process,Raw Materials,Other Receivables,Taxes Receivable,Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Financial,Date,Held To Maturity Securities,Financial Assets Designatedas Fair Value Through Profitor Loss Total
193317190.0,193317190.0,30208100000.0,30994400000.0,88518200000.0,119492500000.0,9836200000.0,88518200000.0,40100000.0,88538200000.0,95452600000.0,88538200000.0,88538200000.0,88151600000.0,,386600000.0,386600000.0,48307200000.0,11702800000.0,751900000.0,,,,3490000000.0,6954500000.0,40100000.0,6914400000.0,347200000.0,36604400000.0,1855300000.0,24039900000.0,0.0,24039900000.0,,44300000.0,9102300000.0,,,0.0,9102300000.0,136845400000.0,90404800000.0,2767100000.0,,,14917400000.0,14917400000.0,642500000.0,20000000.0,,71956600000.0,,71956600000.0,9444300000.0,62512300000.0,,,,,46440600000.0,3618100000.0,,,,13315300000.0,,,,67500000.0,,14454300000.0,14985400000.0,14239200000.0,746200000.0,,2024-03-31,,
193317190.0,193317190.0,28312200000.0,29160000000.0,82231800000.0,111366400000.0,7124200000.0,82231800000.0,43900000.0,82250300000.0,90777900000.0,82250300000.0,82250300000.0,81863700000.0,,386600000.0,386600000.0,43497700000.0,12906800000.0,845000000.0,,,,3055000000.0,8571400000.0,43800000.0,8527600000.0,318200000.0,30590900000.0,3298600000.0,20588600000.0,100000.0,20588500000.0,,70700000.0,5324800000.0,,,323200000.0,5001600000.0,125748000000.0,88032900000.0,2834600000.0,,,14717400000.0,14717400000.0,661700000.0,18500000.0,,69796700000.0,,69796700000.0,13179000000.0,56617700000.0,,,,,37715100000.0,3110700000.0,,,,13846300000.0,,,,64600000.0,,9758500000.0,10935000000.0,10131100000.0,803900000.0,,2023-09-30,,
193317190.0,193317190.0,32724500000.0,33465300000.0,75556500000.0,108986800000.0,5786800000.0,75556500000.0,47800000.0,75569300000.0,85950200000.0,75569300000.0,75569300000.0,,28103800000.0,386600000.0,386600000.0,47907300000.0,14414600000.0,100000.0,636400000.0,305400000.0,625900000.0,2418500000.0,10428300000.0,47400000.0,10380900000.0,,33492700000.0,512800000.0,23037000000.0,400000.0,23036600000.0,42600000.0,,8613700000.0,3636200000.0,31600000.0,24500000.0,4921400000.0,123476600000.0,84197100000.0,,3061700000.0,692600000.0,12621100000.0,12621100000.0,707600000.0,12800000.0,12800000.0,67036100000.0,-30040800000.0,97076900000.0,13916000000.0,3483400000.0,61225100000.0,17501400000.0,951000000.0,0.0,39279500000.0,,347200000.0,70300000.0,854400000.0,16673700000.0,5135800000.0,1523000000.0,10014900000.0,194500000.0,1547700000.0,11152700000.0,8439000000.0,7746000000.0,693000000.0,693000000.0,2023-03-31,,
