Ordinary Shares Number,Share Issued,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Stockholders Equity,Other Equity Interest,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Non Current Pension And Other Postretirement Benefit Plans,Non Current Deferred Revenue,Non Current Deferred Taxes Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Long Term Debt,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Debt And Capital Lease Obligation,Current Capital Lease Obligation,Current Debt,Current Provisions,Payables,Other Payable,Dividends Payable,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Prepaid Assets,Non Current Deferred Taxes Assets,Financial Assets,Investmentin Financial Assets,Available For Sale Securities,Goodwill And Other Intangible Assets,Other Intangible Assets,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Current Assets,Other Current Assets,Hedging Assets Current,Restricted Cash,Prepaid Assets,Inventory,Other Inventories,Finished Goods,Work In Process,Raw Materials,Other Receivables,Accounts Receivable,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Equivalents,Cash Financial,Date,Treasury Shares Number,Defined Pension Benefit
16539015.0,16539015.0,0.0,3468200000.0,3748500000.0,1671300000.0,3468200000.0,,3748500000.0,3748500000.0,3748500000.0,3748500000.0,3616200000.0,,,132300000.0,132300000.0,1380200000.0,70600000.0,,,0.0,,,,40300000.0,1309600000.0,52300000.0,0.0,,0.0,121700000.0,737400000.0,,,27200000.0,710200000.0,5128700000.0,2147800000.0,15100000.0,,5800000.0,,14400000.0,14400000.0,280300000.0,280300000.0,1818100000.0,,1818100000.0,847800000.0,970300000.0,,,,,2980900000.0,203100000.0,,,,1010000000.0,,,,,,491300000.0,,,1276500000.0,1079300000.0,197200000.0,,,2024-03-31,,
16539015.0,16539015.0,0.0,3056200000.0,3357400000.0,1630200000.0,3056200000.0,,3357400000.0,3357400000.0,3357400000.0,3357400000.0,3225100000.0,,,132300000.0,132300000.0,1254000000.0,80500000.0,,,9600000.0,,,,40600000.0,1173500000.0,51600000.0,0.0,,0.0,116100000.0,750100000.0,,,60100000.0,690000000.0,4611400000.0,1807700000.0,83300000.0,,,,4400000.0,4400000.0,301200000.0,301200000.0,1397700000.0,,1397700000.0,419100000.0,978600000.0,,,,,2803700000.0,166300000.0,,,,1005700000.0,,,,,200000.0,600700000.0,,,1030800000.0,807600000.0,223200000.0,,,2023-09-30,,
16539015.0,16539015.0,100000.0,2742000000.0,3076100000.0,1612700000.0,2742000000.0,0.0,3076000000.0,3076000000.0,3076000000.0,3076000000.0,,2512300000.0,344600000.0,132300000.0,132300000.0,1117500000.0,89700000.0,39800000.0,30200000.0,19700000.0,0.0,0.0,0.0,39800000.0,1027800000.0,62000000.0,100000.0,0.0,100000.0,118600000.0,891200000.0,238800000.0,5500000.0,0.0,646900000.0,4193500000.0,1553000000.0,32500000.0,36900000.0,,0.0,4400000.0,4400000.0,334000000.0,334000000.0,1163000000.0,-518800000.0,1681800000.0,150300000.0,1012700000.0,865400000.0,464100000.0,202000000.0,0.0,2640500000.0,147300000.0,200000.0,6700000.0,146200000.0,950500000.0,35500000.0,563100000.0,177200000.0,174700000.0,14600000.0,374300000.0,-13300000.0,387600000.0,1148000000.0,899800000.0,248200000.0,224500000.0,23700000.0,2023-03-31,,
