Treasury Shares Number,Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Stockholders Equity,Other Equity Interest,Treasury Stock,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Other Non Current Liabilities,Non Current Pension And Other Postretirement Benefit Plans,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Long Term Debt,Long Term Provisions,Current Liabilities,Current Debt And Capital Lease Obligation,Current Capital Lease Obligation,Current Debt,Payables,Other Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Deferred Taxes Assets,Investmentin Financial Assets,Available For Sale Securities,Financial Assets Designatedas Fair Value Through Profitor Loss Total,Goodwill And Other Intangible Assets,Other Intangible Assets,Goodwill,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Current Assets,Restricted Cash,Prepaid Assets,Inventory,Finished Goods,Raw Materials,Other Receivables,Taxes Receivable,Accounts Receivable,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Financial,Date
495470.0,155440695.0,155936165.0,2249143000.0,13625260000.0,5020486000.0,8272919000.0,-916629000.0,5020486000.0,11234972000.0,5882631000.0,8272919000.0,5882631000.0,5882631000.0,5570749000.0,,,,311882000.0,311882000.0,16975256000.0,14949266000.0,318317000.0,,13625260000.0,11234972000.0,2390288000.0,99055000.0,2025990000.0,,,,2025990000.0,,2025990000.0,22857887000.0,21748526000.0,423575000.0,707592000.0,2000628000.0,2000628000.0,,862145000.0,396175000.0,465970000.0,17754586000.0,,17754586000.0,446963000.0,17307623000.0,,,,,1109361000.0,,,632394000.0,,,5696000.0,156787000.0,173293000.0,,,141191000.0,46000.0,141145000.0,,2024-03-31
483070.0,155453095.0,155936165.0,2140355000.0,12649268000.0,4772323000.0,7942096000.0,-810611000.0,4772323000.0,10340105000.0,5632933000.0,7942096000.0,5632933000.0,5632933000.0,5321051000.0,,,,311882000.0,311882000.0,16167435000.0,14022985000.0,358498000.0,,12649268000.0,10340105000.0,2309163000.0,107322000.0,2144450000.0,,,,2144450000.0,,2144450000.0,21800368000.0,20466529000.0,549324000.0,639371000.0,1877207000.0,1877207000.0,,860610000.0,394640000.0,465970000.0,16540017000.0,,16540017000.0,636310000.0,15903707000.0,,,,,1333839000.0,,,754972000.0,,,6196000.0,143088000.0,159163000.0,,,270420000.0,101612000.0,168808000.0,,2023-09-30
483070.0,155453095.0,155936165.0,1987500000.0,12030030000.0,4778730000.0,7729200000.0,-3397300000.0,4778730000.0,9960030000.0,5659200000.0,5659200000.0,5659200000.0,5659200000.0,5347324000.0,251510000.0,4177560000.0,3938340000.0,311880000.0,311880000.0,15329930000.0,8996950000.0,328704000.0,130360000.0,8864580000.0,8864580000.0,2070000000.0,130355000.0,6332980000.0,3165450000.0,1095450000.0,2070000000.0,2205430000.0,328700000.0,1876730000.0,20989130000.0,18053450000.0,452810000.0,603680000.0,653510000.0,1808354000.0,653510000.0,880470000.0,414500000.0,465970000.0,15915790000.0,-3841180000.0,19756970000.0,566810000.0,4533730000.0,892700000.0,13546220000.0,217510000.0,0.0,2935680000.0,201570000.0,594360000.0,714270000.0,618860000.0,95410000.0,81200000.0,141551000.0,106940000.0,0.0,106940000.0,1237340000.0,1154840000.0,82500000.0,82500000.0,2023-03-31
