Tax Effect Of Unusual Items,Tax Rate For Calcs,Normalized EBITDA,Total Unusual Items,Total Unusual Items Excluding Goodwill,Net Income From Continuing Operation Net Minority Interest,Reconciled Depreciation,Reconciled Cost Of Revenue,EBITDA,EBIT,Net Interest Income,Interest Expense,Normalized Income,Net Income From Continuing And Discontinued Operation,Total Expenses,Diluted Average Shares,Basic Average Shares,Diluted EPS,Basic EPS,Diluted NI Availto Com Stockholders,Net Income Common Stockholders,Otherunder Preferred Stock Dividend,Net Income,Net Income Including Noncontrolling Interests,Net Income Continuous Operations,Tax Provision,Pretax Income,Other Non Operating Income Expenses,Special Income Charges,Net Non Operating Interest Income Expense,Interest Expense Non Operating,Operating Income,Operating Expense,Other Operating Expenses,Depreciation And Amortization In Income Statement,Depreciation Income Statement,Gross Profit,Cost Of Revenue,Total Revenue,Operating Revenue,Date
356746872.777277,0.267106,3282600000.0,1335600000.0,1335600000.0,1567500000.0,792000000.0,114380100000.0,4618200000.0,3826200000.0,-1717300000.0,1717300000.0,588646872.777277,1567500000.0,130938000000.0,,,,,1567500000.0,1567500000.0,0.0,1567500000.0,1567500000.0,1567500000.0,563300000.0,2108900000.0,1042200000.0,0.0,-1717300000.0,1717300000.0,1442400000.0,16557900000.0,14608900000.0,792000000.0,792000000.0,18000300000.0,114380100000.0,132380400000.0,132380400000.0,2024-03-31
353413333.333333,0.266667,4309000000.0,1325300000.0,1325300000.0,2008900000.0,954000000.0,113081400000.0,5634300000.0,4680300000.0,-1870800000.0,1870800000.0,1037013333.333333,2008900000.0,125521000000.0,1296064516.0,1296064516.0,1.55,1.55,2008900000.0,2008900000.0,0.0,2008900000.0,2008900000.0,2008900000.0,749200000.0,2809500000.0,592400000.0,0.0,-1870800000.0,1870800000.0,2762600000.0,12439600000.0,10489400000.0,954000000.0,954000000.0,15202200000.0,113081400000.0,128283600000.0,128283600000.0,2023-12-31
-104300834.569733,0.194918,2077200000.0,-535100000.0,-535100000.0,-1307300000.0,957400000.0,110445900000.0,1542100000.0,584700000.0,-2202300000.0,2202300000.0,-876500834.569733,-1307300000.0,122192200000.0,1294356436.0,1294356436.0,-1.01,-1.01,-1307300000.0,-1307300000.0,0.0,-1307300000.0,-1307300000.0,-1307300000.0,-315300000.0,-1617600000.0,640500000.0,-535100000.0,-2202300000.0,2202300000.0,479300000.0,11746300000.0,9777100000.0,957400000.0,957400000.0,12225600000.0,110445900000.0,122671500000.0,122671500000.0,2023-09-30
0.0,0.11776,1965000000.0,0.0,0.0,-789200000.0,935100000.0,117501600000.0,1965000000.0,1029900000.0,-1706700000.0,1706700000.0,-789200000.0,-789200000.0,128911900000.0,1293770492.0,1293770492.0,-0.61,-0.61,-789200000.0,-789200000.0,0.0,-789200000.0,-789200000.0,-789200000.0,-79700000.0,-676800000.0,661000000.0,0.0,-1706700000.0,1706700000.0,368900000.0,11410300000.0,9432600000.0,935100000.0,935100000.0,11779200000.0,117501600000.0,129280800000.0,129280800000.0,2023-06-30
0.0,0.288533,1105800000.0,,,936100000.0,918200000.0,128701700000.0,1105800000.0,187600000.0,2709200000.0,-1104800000.0,936100000.0,936100000.0,133261300000.0,,,,,936100000.0,936100000.0,0.0,936100000.0,931500000.0,931500000.0,372900000.0,1292400000.0,-1797200000.0,,2709200000.0,-1104800000.0,4626800000.0,4559600000.0,-19100000000.0,918200000.0,918200000.0,9186400000.0,128701700000.0,137888100000.0,137888100000.0,2023-03-31
,,,365700000.0,365700000.0,,,,,,,,,,,1302433862.0,1302433862.0,1.89,1.89,,,,,,,,,,0.0,,,,,,,,,,,,2022-12-31
0.0,0.254777,6801600000.0,0.0,0.0,3132000000.0,964200000.0,123554200000.0,6801600000.0,5837400000.0,-1655700000.0,1655700000.0,3132000000.0,3132000000.0,136461300000.0,1299585062.0,1299585062.0,2.41,2.41,3132000000.0,3132000000.0,0.0,3132000000.0,3132000000.0,3132000000.0,1065400000.0,4181700000.0,612900000.0,0.0,-1655700000.0,1655700000.0,5224500000.0,12907100000.0,10752500000.0,964200000.0,964200000.0,18131600000.0,123554200000.0,141685800000.0,141685800000.0,2024-06-30 00:00:00
