Date,Tax Effect Of Unusual Items,Tax Rate For Calcs,Normalized EBITDA,Net Income From Continuing Operation Net Minority Interest,Reconciled Depreciation,Reconciled Cost Of Revenue,EBITDA,EBIT,Net Interest Income,Interest Expense,Normalized Income,Net Income From Continuing And Discontinued Operation,Total Expenses,Diluted Average Shares,Basic Average Shares,Diluted EPS,Basic EPS,Diluted NI Availto Com Stockholders,Net Income Common Stockholders,Otherunder Preferred Stock Dividend,Net Income,Minority Interests,Net Income Including Noncontrolling Interests,Net Income Continuous Operations,Tax Provision,Pretax Income,Other Non Operating Income Expenses,Net Non Operating Interest Income Expense,Interest Expense Non Operating,Operating Income,Operating Expense,Other Operating Expenses,Depreciation And Amortization In Income Statement,Depreciation Income Statement,Gross Profit,Cost Of Revenue,Total Revenue,Operating Revenue
2024-06-30,0.0,0.275475,576372000.0,234078000.0,113173000.0,6656289000.0,576372000.0,463199000.0,-140121000.0,140121000.0,234078000.0,234078000.0,7333033000.0,95933607.0,95933607.0,2.44,2.44,234078000.0,234078000.0,0.0,234078000.0,0.0,234078000.0,234078000.0,89000000.0,323078000.0,61287000.0,-140121000.0,140121000.0,403756000.0,676744000.0,386994000.0,113173000.0,113173000.0,1080500000.0,6656289000.0,7736789000.0,7736789000.0
2023-09-30,0.0,0.264374,73754000.0,-60798000.0,83208000.0,1526230000.0,73754000.0,-9454000.0,-77874000.0,73194000.0,-60798000.0,-60798000.0,1586252000.0,,,,,-60798000.0,-60798000.0,0.0,-60798000.0,,-60798000.0,-60798000.0,-21850000.0,-82648000.0,-6972000.0,-77874000.0,73194000.0,-6039000.0,60022000.0,-102978000.0,83208000.0,82858000.0,53983000.0,1526230000.0,1580213000.0,1580213000.0
2023-06-30,0.0,0.286151,297796000.0,87338000.0,77462000.0,3770490000.0,297796000.0,220334000.0,-97986000.0,97986000.0,87338000.0,87338000.0,4151868000.0,95798691.0,95798691.0,0.911683,0.911683,87338000.0,87338000.0,0.0,87338000.0,0.0,87338000.0,87338000.0,35010000.0,122348000.0,7902000.0,-97986000.0,97986000.0,215139000.0,381378000.0,198038000.0,77462000.0,77462000.0,596517000.0,3770490000.0,4367007000.0,4367007000.0
