Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Minority Interest,Stockholders Equity,Other Equity Interest,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Non Current Deferred Taxes Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Long Term Debt,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Debt And Capital Lease Obligation,Current Capital Lease Obligation,Current Debt,Current Provisions,Payables,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Deferred Taxes Assets,Investmentin Financial Assets,Available For Sale Securities,Long Term Equity Investment,Investmentsin Joint Venturesat Cost,Investmentsin Associatesat Cost,Goodwill And Other Intangible Assets,Other Intangible Assets,Goodwill,Net PPE,Gross PPE,Construction In Progress,Other Properties,Current Assets,Other Current Assets,Inventory,Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Date,Retained Earnings,Additional Paid In Capital,Non Current Pension And Other Postretirement Benefit Plans,Tradeand Other Payables Non Current,Pensionand Other Post Retirement Benefit Plans Current,Other Payable,Non Current Prepaid Assets,Accumulated Depreciation,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Prepaid Assets,Raw Materials,Other Receivables,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Equivalents,Cash Financial
80027787.0,80027787.0,9993470000.0,13553280000.0,14557010000.0,28745950000.0,951520000.0,14557010000.0,3090900000.0,18283570000.0,27560000000.0,20932390000.0,2648820000.0,18283570000.0,17483290000.0,800280000.0,800280000.0,17587800000.0,13064950000.0,462830000.0,12262970000.0,2986540000.0,9276430000.0,274200000.0,4522850000.0,463580000.0,1290310000.0,104360000.0,1185950000.0,186080000.0,1971500000.0,,1971500000.0,38520190000.0,33045820000.0,577520000.0,319220000.0,1093990000.0,1093990000.0,,,,3726560000.0,646490000.0,3080070000.0,26613440000.0,26613440000.0,6000930000.0,20612510000.0,5474370000.0,357710000.0,494440000.0,2943990000.0,1678230000.0,1209320000.0,468910000.0,2024-03-31,,,,,,,,,,,,,,,,,,,
80027787.0,80027787.0,6078580000.0,9556290000.0,14326070000.0,24589680000.0,1647340000.0,14326070000.0,3098760000.0,18132150000.0,24231140000.0,20846400000.0,2714250000.0,18132150000.0,17331870000.0,800280000.0,800280000.0,13343020000.0,9741450000.0,475420000.0,9013290000.0,2914300000.0,6098990000.0,252500000.0,3601570000.0,385070000.0,543000000.0,184460000.0,358540000.0,136310000.0,2126860000.0,69020000.0,2057840000.0,34189420000.0,28940510000.0,1683710000.0,382050000.0,379910000.0,379910000.0,499780000.0,,499780000.0,3806080000.0,726010000.0,3080070000.0,21840340000.0,21840340000.0,6376910000.0,15463430000.0,5248910000.0,354040000.0,497100000.0,2663120000.0,1734650000.0,1355700000.0,378950000.0,2023-09-30,,,,,,,,,,,,,,,,,,,
80027787.0,80027787.0,4716050000.0,6781740000.0,12837960000.0,22027540000.0,1811660000.0,12837960000.0,1449580000.0,16695380000.0,21669790000.0,19379620000.0,2684240000.0,16695380000.0,15895100000.0,800280000.0,800280000.0,10033410000.0,7068690000.0,492240000.0,6335950000.0,1361540000.0,4974410000.0,236250000.0,2964720000.0,331180000.0,445790000.0,88040000.0,357750000.0,140650000.0,1742550000.0,0.0,1742550000.0,29413030000.0,24636650000.0,997570000.0,401940000.0,566920000.0,566920000.0,0.0,0.0,,3857420000.0,777350000.0,3080070000.0,18575130000.0,18575130000.0,4769340000.0,13805790000.0,4776380000.0,114660000.0,428650000.0,2526530000.0,1706540000.0,1090430000.0,616110000.0,2023-03-31,,,,,,,,,,,,,,,,,,,
