Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Stockholders Equity,Other Equity Interest,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Other Non Current Liabilities,Preferred Securities Outside Stock Equity,Non Current Pension And Other Postretirement Benefit Plans,Long Term Debt And Capital Lease Obligation,Long Term Debt,Long Term Provisions,Current Liabilities,Current Debt And Capital Lease Obligation,Current Debt,Payables,Other Payable,Dividends Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Prepaid Assets,Non Current Deferred Taxes Assets,Financial Assets,Investmentin Financial Assets,Available For Sale Securities,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Properties,Current Assets,Prepaid Assets,Inventory,Other Receivables,Taxes Receivable,Accounts Receivable,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Financial,Date
12615300.0,12615300.0,805648000.0,835554000.0,25655000.0,861209000.0,639961000.0,25655000.0,25655000.0,861209000.0,25655000.0,25655000.0,-37422000.0,,,63077000.0,63077000.0,1133591000.0,1045588000.0,2412000.0,,,835554000.0,835554000.0,1050000.0,88003000.0,,,88003000.0,644000.0,,87359000.0,1159246000.0,431283000.0,8773000.0,,325408000.0,0.0,85442000.0,85442000.0,11660000.0,,,,,,,,727964000.0,,426315000.0,235212000.0,24811000.0,11720000.0,,,29906000.0,,29906000.0,,2024-03-31
12615300.0,12615300.0,904331000.0,906480000.0,-73081000.0,833399000.0,478961000.0,-73081000.0,-73081000.0,833399000.0,-73081000.0,-73081000.0,-136158000.0,,,63077000.0,63077000.0,1223032000.0,1109156000.0,688000.0,,,906480000.0,906480000.0,376000.0,113876000.0,,,113876000.0,939000.0,,112937000.0,1149951000.0,557114000.0,7711000.0,,445874000.0,,91651000.0,91651000.0,11878000.0,,11878000.0,0.0,11878000.0,,,,592837000.0,,376163000.0,183236000.0,22272000.0,9017000.0,,,2149000.0,,2149000.0,,2023-09-30
12615300.0,12615300.0,1043483000.0,1076706000.0,-107816000.0,968890000.0,597335000.0,-107816000.0,-107816000.0,952430000.0,-107816000.0,-107816000.0,-170894000.0,-1431025000.0,360000000.0,63077000.0,63077000.0,1331351000.0,1181247000.0,-1000.0,120000000.0,416000.0,1060246000.0,1060246000.0,586000.0,150104000.0,16460000.0,16460000.0,133534000.0,4742000.0,81222000.0,47570000.0,1223535000.0,476095000.0,6376000.0,47000.0,457386000.0,0.0,108211000.0,108211000.0,12286000.0,-1881000.0,14167000.0,190000.0,134000.0,1888000.0,11955000.0,0.0,747439000.0,21759000.0,317913000.0,260081000.0,20939000.0,32200000.0,0.0,32200000.0,115486000.0,82263000.0,33223000.0,33223000.0,2023-03-31
