Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Minority Interest,Stockholders Equity,Other Equity Interest,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Other Non Current Liabilities,Non Current Pension And Other Postretirement Benefit Plans,Non Current Deferred Taxes Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Long Term Debt,Current Liabilities,Other Current Liabilities,Current Debt And Capital Lease Obligation,Current Capital Lease Obligation,Current Debt,Pensionand Other Post Retirement Benefit Plans Current,Payables,Other Payable,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Prepaid Assets,Investmentin Financial Assets,Available For Sale Securities,Long Term Equity Investment,Investmentsin Subsidiariesat Cost,Goodwill And Other Intangible Assets,Goodwill,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Current Assets,Other Current Assets,Prepaid Assets,Inventory,Other Inventories,Finished Goods,Work In Process,Raw Materials,Other Receivables,Taxes Receivable,Accounts Receivable,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Financial,Date
43450000.0,43450000.0,643323000.0,767084000.0,2368612000.0,3129117000.0,1964670000.0,2368612000.0,6579000.0,2368612000.0,3115242000.0,2368612000.0,,2368612000.0,1934112000.0,,,434500000.0,434500000.0,1058261000.0,767492000.0,2000.0,800000.0,6177000.0,750899000.0,4269000.0,746630000.0,290769000.0,1970000.0,16185000.0,2310000.0,13875000.0,1156000.0,259269000.0,,,259269000.0,3426873000.0,1171434000.0,210012000.0,,34395000.0,34395000.0,0.0,0.0,,,927027000.0,,927027000.0,426488000.0,500539000.0,,,,,2255439000.0,218676000.0,,100154000.0,,,,,304000.0,40800000.0,457272000.0,,,1438233000.0,1321051000.0,117182000.0,,2024-03-31
43450000.0,43450000.0,599687000.0,608703000.0,1055528000.0,1656835000.0,836413000.0,1055528000.0,7396000.0,1055528000.0,1649530000.0,1055528000.0,,1055528000.0,729928000.0,,,325600000.0,325600000.0,1096112000.0,615450000.0,-2000.0,835000.0,5145000.0,599858000.0,5856000.0,594002000.0,480662000.0,8841000.0,8845000.0,1540000.0,7305000.0,1249000.0,445100000.0,,,445100000.0,2151640000.0,834566000.0,196922000.0,,34241000.0,34241000.0,0.0,0.0,,,603403000.0,,603403000.0,105890000.0,497513000.0,,,,,1317075000.0,165360000.0,,232723000.0,,,,,397000.0,28709000.0,697536000.0,,,192350000.0,190730000.0,1620000.0,,2023-09-30
43450000.0,43450000.0,581380000.0,602170000.0,1004910000.0,1598910000.0,998530000.0,1004910000.0,8170000.0,1004910000.0,1598910000.0,1004910000.0,0.0,1004910000.0,,515920000.0,163390000.0,325600000.0,325600000.0,1124750000.0,617490000.0,9630000.0,780000.0,6660000.0,600420000.0,6420000.0,594000000.0,507260000.0,9880000.0,1750000.0,1750000.0,0.0,1180000.0,480050000.0,7090000.0,0.0,472960000.0,2129660000.0,623870000.0,123540000.0,12350000.0,0.0,,,,0.0,0.0,487980000.0,-181890000.0,669870000.0,6800000.0,3520000.0,297730000.0,135340000.0,226480000.0,0.0,1505790000.0,20000.0,128140000.0,130420000.0,240000.0,30280000.0,20580000.0,79320000.0,7920000.0,,885680000.0,-2440000.0,888120000.0,353610000.0,340990000.0,12620000.0,12620000.0,2023-03-31
