Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Stockholders Equity,Other Equity Interest,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Other Non Current Liabilities,Non Current Deferred Revenue,Non Current Deferred Taxes Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Long Term Debt,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Debt And Capital Lease Obligation,Current Capital Lease Obligation,Current Debt,Current Provisions,Payables,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Deferred Taxes Assets,Other Investments,Investmentin Financial Assets,Available For Sale Securities,Investment Properties,Goodwill And Other Intangible Assets,Other Intangible Assets,Net PPE,Gross PPE,Construction In Progress,Other Properties,Current Assets,Other Current Assets,Assets Held For Sale Current,Inventory,Other Receivables,Taxes Receivable,Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Date,Retained Earnings,Non Current Pension And Other Postretirement Benefit Plans,Pensionand Other Post Retirement Benefit Plans Current,Other Payable,Dividends Payable,Non Current Prepaid Assets,Long Term Equity Investment,Investmentsin Joint Venturesat Cost,Accumulated Depreciation,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Restricted Cash,Prepaid Assets,Other Inventories,Finished Goods,Work In Process,Raw Materials,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Financial
490578400.0,490578400.0,40589700000.0,40907300000.0,25185500000.0,66426000000.0,-1437000000.0,25185500000.0,24000000.0,25542700000.0,25542700000.0,25542700000.0,25542700000.0,20636900000.0,4905800000.0,4905800000.0,86513300000.0,18717400000.0,63600000.0,15548600000.0,748700000.0,14200000.0,14200000.0,0.0,2122600000.0,67795900000.0,1632500000.0,40893100000.0,9800000.0,40883300000.0,1267500000.0,14351800000.0,,14351800000.0,112056000000.0,45697100000.0,934200000.0,,3446600000.0,342000000.0,342000000.0,8900000.0,357200000.0,357200000.0,40361800000.0,40361800000.0,2075000000.0,38286800000.0,66358900000.0,6425900000.0,,17496700000.0,84200000.0,129300000.0,40370900000.0,1851900000.0,1558300000.0,293600000.0,2024-03-31,,,,,,,,,,,,,,,,,,,,,,
490578400.0,490578400.0,,12033600000.0,21658200000.0,34000900000.0,-5574900000.0,21658200000.0,8200000.0,21975500000.0,21975500000.0,21975500000.0,21975500000.0,17069700000.0,4905800000.0,4905800000.0,83395700000.0,18870900000.0,67000000.0,16453000000.0,0.0,3200000.0,3200000.0,0.0,2103300000.0,64524800000.0,1572100000.0,12030400000.0,5000000.0,12025400000.0,1187500000.0,29698100000.0,0.0,29698100000.0,105371200000.0,46421300000.0,1236800000.0,190900000.0,3078000000.0,313800000.0,313800000.0,9300000.0,317300000.0,317300000.0,41238600000.0,41238600000.0,1857500000.0,39381100000.0,58949900000.0,5020600000.0,169900000.0,23108100000.0,25400000.0,205000000.0,15837200000.0,14583700000.0,297600000.0,14286100000.0,2023-09-30,,,,,,,,,,,,,,,,,,,,,,
490578400.0,490578400.0,39784700000.0,39922400000.0,25098000000.0,65325800000.0,6151000000.0,25098000000.0,13100000.0,25416500000.0,30763600000.0,25416500000.0,25416500000.0,20510700000.0,4905800000.0,4905800000.0,99915000000.0,25798700000.0,64900000.0,17391800000.0,676300000.0,5352500000.0,5400000.0,5347100000.0,2065500000.0,74116300000.0,1629500000.0,34569900000.0,7700000.0,34562200000.0,1099700000.0,17559300000.0,0.0,17559300000.0,125331500000.0,45064200000.0,610500000.0,,2593000000.0,357200000.0,357200000.0,9700000.0,318500000.0,318500000.0,41135700000.0,41135700000.0,1472700000.0,39663000000.0,80267300000.0,7261600000.0,,30698100000.0,26700000.0,439300000.0,41185300000.0,656300000.0,531700000.0,124600000.0,2023-03-31,,,,,,,,,,,,,,,,,,,,,,
