Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Minority Interest,Stockholders Equity,Other Equity Interest,Retained Earnings,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Other Non Current Liabilities,Derivative Product Liabilities,Non Current Accrued Expenses,Tradeand Other Payables Non Current,Non Current Deferred Revenue,Non Current Deferred Taxes Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Long Term Debt,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Debt And Capital Lease Obligation,Current Capital Lease Obligation,Current Debt,Current Provisions,Payables,Other Payable,Dividends Payable,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Defined Pension Benefit,Non Current Prepaid Assets,Non Current Deferred Taxes Assets,Investmentin Financial Assets,Held To Maturity Securities,Available For Sale Securities,Financial Assets Designatedas Fair Value Through Profitor Loss Total,Long Term Equity Investment,Investmentsin Joint Venturesat Cost,Investments In Other Ventures Under Equity Method,Investment Properties,Goodwill And Other Intangible Assets,Other Intangible Assets,Goodwill,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Current Assets,Other Current Assets,Hedging Assets Current,Current Deferred Assets,Restricted Cash,Prepaid Assets,Inventory,Other Inventories,Finished Goods,Work In Process,Raw Materials,Other Receivables,Accounts Receivable,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Equivalents,Cash Financial,Date
29781184.0,29781184.0,23110886000.0,23774152000.0,37869045000.0,62855013000.0,-5465371000.0,37869045000.0,108061000.0,39188922000.0,51877271000.0,39045501000.0,-143421000.0,39188922000.0,38891105000.0,,297817000.0,297817000.0,35897883000.0,14391467000.0,125379000.0,,,11406000.0,,1319209000.0,12770529000.0,82180000.0,12688349000.0,64884000.0,21506416000.0,7251680000.0,11003623000.0,25881000.0,10977742000.0,67952000.0,2330141000.0,,,1564000.0,2328577000.0,74943384000.0,58902354000.0,81644000.0,,,26456000.0,31396139000.0,,31396139000.0,,17469386000.0,,,61016000.0,1319877000.0,84000.0,1319793000.0,4901569000.0,,4901569000.0,60568000.0,4841001000.0,,,,,16041045000.0,324385000.0,,,,,7195366000.0,,,,,480000000.0,549120000.0,,,7492174000.0,6936969000.0,555205000.0,,,2024-03-31
29781184.0,29781184.0,22817089000.0,23488085000.0,24304822000.0,49003371000.0,881375000.0,24304822000.0,115209000.0,25630495000.0,42120439000.0,25491394000.0,-139101000.0,25630495000.0,25332678000.0,,297817000.0,297817000.0,32737690000.0,17114930000.0,135710000.0,,,9130000.0,,213774000.0,16584316000.0,94372000.0,16489944000.0,71940000.0,15622760000.0,6147347000.0,6903769000.0,20837000.0,6882932000.0,47144000.0,1564358000.0,,,997000.0,1563361000.0,58229084000.0,41724949000.0,72524000.0,,,22162000.0,17458709000.0,,17458709000.0,,16950754000.0,,16950754000.0,62453000.0,1325673000.0,,1325673000.0,4982806000.0,,4982806000.0,29900000.0,4952906000.0,,,,,16504135000.0,888040000.0,,,,,4006139000.0,,,,,4321672000.0,358739000.0,,,6929545000.0,6373758000.0,555787000.0,,,2023-09-30
29781184.0,29781184.0,25282666000.0,26316046000.0,22624063000.0,50145939000.0,8263492000.0,22624063000.0,119843000.0,23949736000.0,41684642000.0,23817907000.0,-131829000.0,23949736000.0,589052000.0,6869842000.0,297817000.0,297817000.0,34272520000.0,18262695000.0,52216000.0,0.0,0.0,9130000.0,89207000.0,110834000.0,17834268000.0,99362000.0,17734906000.0,66980000.0,16009825000.0,147979000.0,8481778000.0,20481000.0,8461297000.0,52297000.0,3460705000.0,956444000.0,2435000.0,0.0,2501826000.0,58090427000.0,33817110000.0,624564000.0,0.0,177107000.0,23923000.0,16286307000.0,200000.0,16286107000.0,0.0,9451225000.0,66200000.0,9385025000.0,63893000.0,1325673000.0,,1325673000.0,5554136000.0,-1457598000.0,7011734000.0,490596000.0,96312000.0,5137156000.0,1235919000.0,51751000.0,0.0,24273317000.0,20578000.0,7870000.0,2294000.0,5355135000.0,740286000.0,11104713000.0,2550000.0,10990141000.0,47656000.0,64366000.0,5199364000.0,799973000.0,-214394000.0,1014367000.0,1043104000.0,129567000.0,913537000.0,73322000.0,840215000.0,2023-03-31
