Tax Effect Of Unusual Items,Tax Rate For Calcs,Total Unusual Items,Total Unusual Items Excluding Goodwill,Net Income From Continuing Operation Net Minority Interest,Net Interest Income,Interest Expense,Interest Income,Normalized Income,Net Income From Continuing And Discontinued Operation,Diluted Average Shares,Basic Average Shares,Diluted EPS,Basic EPS,Diluted NI Availto Com Stockholders,Net Income Common Stockholders,Net Income,Net Income Including Noncontrolling Interests,Net Income Extraordinary,Net Income Continuous Operations,Tax Provision,Pretax Income,Special Income Charges,Operating Expense,Other Operating Expenses,Total Revenue,Operating Revenue,Date
0.0,0.204708,0.0,0.0,4561000000.0,9954600000.0,11891100000.0,21845700000.0,4561000000.0,4561000000.0,,,,,4561000000.0,4561000000.0,4561000000.0,4561000000.0,0.0,4561000000.0,1174000000.0,5735000000.0,0.0,7574000000.0,3176500000.0,16243100000.0,16243100000.0,2024-03-31
0.0,0.217716,0.0,0.0,4116300000.0,10012900000.0,11380900000.0,21393800000.0,4116300000.0,4116300000.0,803964844.0,802397661.0,5.12,5.13,4116300000.0,4116300000.0,4116300000.0,4116300000.0,0.0,4116300000.0,1145600000.0,5261900000.0,0.0,6831800000.0,3084500000.0,13590800000.0,13590800000.0,2023-12-31
0.0,0.260117,0.0,0.0,3784500000.0,9153800000.0,10817000000.0,19970800000.0,3784500000.0,3784500000.0,805212766.0,801800847.0,4.7,4.72,3784500000.0,3784500000.0,3784500000.0,3784500000.0,0.0,3784500000.0,1330500000.0,5115000000.0,0.0,6163600000.0,2887200000.0,12542700000.0,12542700000.0,2023-09-30
0.0,0.266605,0.0,0.0,3586300000.0,8970700000.0,9858400000.0,18829100000.0,3586300000.0,3586300000.0,802304251.0,802304251.0,4.47,4.47,3586300000.0,3586300000.0,3586300000.0,3586300000.0,0.0,3586300000.0,1303700000.0,4890000000.0,0.0,5818100000.0,2629000000.0,12302300000.0,12302300000.0,2023-06-30
0.0,0.242624,0.0,0.0,3378200000.0,8925800000.0,8757400000.0,17683200000.0,3378200000.0,3378200000.0,,,,,3378200000.0,3378200000.0,3378200000.0,3378200000.0,0.0,3378200000.0,1082200000.0,4460400000.0,0.0,5543400000.0,2736900000.0,12933900000.0,12933900000.0,2023-03-31
,,,,,,,,,,803583333.0,801357341.0,3.6,3.61,,,,,,,,,,,,,,2022-12-31
0.0,0.251685,0.0,0.0,4586500000.0,10243500000.0,12601800000.0,22845300000.0,4586500000.0,4586500000.0,804649123.0,804649123.0,5.7,5.7,4586500000.0,4586500000.0,4586500000.0,4586500000.0,0.0,4586500000.0,1542600000.0,6129100000.0,0.0,6668500000.0,3333900000.0,14127000000.0,14127000000.0,2024-06-30 00:00:00
0.0,0.255826,0.0,0.0,4736000000.0,10599500000.0,13240500000.0,23840000000.0,4736000000.0,4736000000.0,805442177.0,804074703.0,5.88,5.89,4736000000.0,4736000000.0,4736000000.0,4736000000.0,0.0,4736000000.0,1628100000.0,6364100000.0,0.0,7157200000.0,3587200000.0,15319600000.0,15319600000.0,2024-09-30 00:00:00
