Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Stockholders Equity,Other Equity Interest,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Other Non Current Liabilities,Non Current Pension And Other Postretirement Benefit Plans,Non Current Deferred Taxes Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Long Term Debt,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Deferred Taxes Liabilities,Current Debt And Capital Lease Obligation,Current Capital Lease Obligation,Current Debt,Pensionand Other Post Retirement Benefit Plans Current,Current Provisions,Payables,Other Payable,Dividends Payable,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Prepaid Assets,Investmentin Financial Assets,Available For Sale Securities,Goodwill And Other Intangible Assets,Other Intangible Assets,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Current Assets,Other Current Assets,Restricted Cash,Prepaid Assets,Inventory,Finished Goods,Work In Process,Raw Materials,Taxes Receivable,Accounts Receivable,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Equivalents,Cash Financial,Date
20296110.0,20296110.0,1482750000.0,1493200000.0,4052560000.0,5554140000.0,1463560000.0,4052560000.0,,4060940000.0,4400490000.0,4060940000.0,4060940000.0,3857980000.0,,,202960000.0,202960000.0,3514910000.0,424750000.0,,,74540000.0,339550000.0,,339550000.0,10660000.0,3090160000.0,45830000.0,,1153650000.0,,1153650000.0,,620000.0,1835920000.0,,,97640000.0,1738280000.0,7575850000.0,3022130000.0,56380000.0,,26290000.0,26290000.0,8380000.0,,2931080000.0,,2931080000.0,121220000.0,2809860000.0,,,,,4553720000.0,393030000.0,,,2259350000.0,,,,,1771360000.0,,,129980000.0,119530000.0,10450000.0,,,2024-03-31
20296110.0,20296110.0,1425550000.0,1456350000.0,3587450000.0,5044910000.0,1241040000.0,3587450000.0,,3588560000.0,3887380000.0,3588560000.0,3588560000.0,3385600000.0,,,202960000.0,202960000.0,2886270000.0,351620000.0,,7840000.0,44960000.0,298820000.0,,298820000.0,,2534650000.0,76720000.0,,1157530000.0,,1157530000.0,360000.0,,1261780000.0,,,43090000.0,1218690000.0,6474830000.0,2699140000.0,111370000.0,,42230000.0,42230000.0,1110000.0,,2544430000.0,,2544430000.0,103540000.0,2440890000.0,,,,,3775690000.0,390190000.0,,,1920440000.0,,,,,1335740000.0,,,129320000.0,98520000.0,30800000.0,,,2023-09-30
20296110.0,20296110.0,796970000.0,904620000.0,3220970000.0,4126640000.0,1654240000.0,3220970000.0,0.0,3222020000.0,3468950000.0,3222020000.0,3222020000.0,3019080000.0,1016870000.0,2002190000.0,202960000.0,202960000.0,1852380000.0,267410000.0,20000.0,5810000.0,14650000.0,246930000.0,0.0,246930000.0,5810000.0,1584970000.0,3170000.0,62150000.0,657690000.0,0.0,657690000.0,270000.0,270000.0,804250000.0,63160000.0,0.0,62150000.0,741090000.0,5074400000.0,1835190000.0,,18140000.0,2550000.0,2550000.0,1050000.0,1050000.0,1813450000.0,-83910000.0,1897360000.0,1215930000.0,1720000.0,379480000.0,248480000.0,51750000.0,0.0,3239210000.0,575380000.0,19020000.0,575380000.0,1669440000.0,772070000.0,144720000.0,752650000.0,780000.0,704870000.0,-4490000.0,709360000.0,269720000.0,162070000.0,107650000.0,100000000.0,7650000.0,2023-03-31
