Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Stockholders Equity,Other Equity Interest,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Other Non Current Liabilities,Non Current Pension And Other Postretirement Benefit Plans,Non Current Deferred Taxes Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Debt,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Debt And Capital Lease Obligation,Current Debt,Pensionand Other Post Retirement Benefit Plans Current,Current Provisions,Payables,Other Payable,Dividends Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Prepaid Assets,Non Current Deferred Taxes Assets,Investmentin Financial Assets,Available For Sale Securities,Goodwill And Other Intangible Assets,Other Intangible Assets,Net PPE,Accumulated Depreciation,Gross PPE,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Current Assets,Other Current Assets,Restricted Cash,Prepaid Assets,Inventory,Work In Process,Raw Materials,Other Receivables,Taxes Receivable,Accounts Receivable,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Equivalents,Cash Financial,Date,Other Properties,Other Inventories
105301272.0,105301272.0,167673000.0,185067000.0,891323000.0,1076422000.0,359800000.0,891323000.0,891355000.0,891355000.0,891355000.0,891355000.0,786054000.0,,,105301000.0,105301000.0,214685000.0,4215000.0,,,0.0,0.0,0.0,4215000.0,210470000.0,3157000.0,185067000.0,185067000.0,,2251000.0,9349000.0,,,9349000.0,1106040000.0,535770000.0,,,126881000.0,114409000.0,114409000.0,32000.0,,294448000.0,,,,,,,570270000.0,22408000.0,,,95560000.0,,,,6661000.0,267133000.0,,,178508000.0,161114000.0,17394000.0,,,2024-03-31,,
300435.0,300435.0,1093778000.0,1102488000.0,381120000.0,1484145000.0,-1084544000.0,381120000.0,381657000.0,381657000.0,381657000.0,381657000.0,181367000.0,,,200290000.0,200290000.0,2610284000.0,175444000.0,20000.0,,171490000.0,0.0,0.0,3934000.0,2434840000.0,893425000.0,1102488000.0,1102488000.0,,2183000.0,41425000.0,,,41425000.0,2991941000.0,1641645000.0,1949000.0,,,334869000.0,334869000.0,537000.0,,1304290000.0,,,,,,,1350296000.0,93540000.0,,,334303000.0,,,,9391000.0,848977000.0,,,64085000.0,55375000.0,8710000.0,,,2023-09-30,,
300435.0,300435.0,1036804000.0,1058152000.0,504912000.0,1563608000.0,-977995000.0,504912000.0,505456000.0,505456000.0,505456000.0,505456000.0,41000.0,-615184000.0,846324000.0,200290000.0,200290000.0,2535570000.0,185276000.0,1000.0,4160000.0,181115000.0,0.0,0.0,4160000.0,2350294000.0,895466000.0,1058152000.0,1058152000.0,2183000.0,,1278774000.0,1235514000.0,182000.0,43078000.0,3041026000.0,1668727000.0,2378000.0,2468000.0,,176556000.0,176556000.0,544000.0,544000.0,1340175000.0,-759691000.0,2099866000.0,1903987000.0,36026000.0,159853000.0,0.0,1372299000.0,89943000.0,182000.0,106588000.0,348022000.0,7047000.0,340975000.0,37329000.0,6380000.0,847595000.0,-296185000.0,1143780000.0,32583000.0,11235000.0,21348000.0,0.0,21348000.0,2023-03-31,,
