Tax Effect Of Unusual Items,Tax Rate For Calcs,Normalized EBITDA,Total Unusual Items,Total Unusual Items Excluding Goodwill,Net Income From Continuing Operation Net Minority Interest,Reconciled Depreciation,Reconciled Cost Of Revenue,EBITDA,EBIT,Net Interest Income,Interest Expense,Normalized Income,Net Income From Continuing And Discontinued Operation,Total Expenses,Diluted Average Shares,Basic Average Shares,Diluted EPS,Basic EPS,Diluted NI Availto Com Stockholders,Net Income Common Stockholders,Otherunder Preferred Stock Dividend,Net Income,Net Income Including Noncontrolling Interests,Net Income Continuous Operations,Tax Provision,Pretax Income,Other Non Operating Income Expenses,Special Income Charges,Restructuring And Mergern Acquisition,Net Non Operating Interest Income Expense,Interest Expense Non Operating,Operating Income,Operating Expense,Other Operating Expenses,Depreciation And Amortization In Income Statement,Depreciation Income Statement,Gross Profit,Cost Of Revenue,Total Revenue,Operating Revenue,Date
-136544457.347474,0.371085,11024210000.0,-367960000.0,-367960000.0,3540810000.0,3879820000.0,33024200000.0,10656250000.0,6776430000.0,-1146400000.0,1146400000.0,3772225542.652526,3540810000.0,56181930000.0,,,,,3540810000.0,3540810000.0,0.0,3540810000.0,3540810000.0,3540810000.0,2089220000.0,5630030000.0,743190000.0,-367960000.0,,-1146400000.0,1146400000.0,6400080000.0,23157730000.0,11990310000.0,3879820000.0,3879820000.0,29557810000.0,33024200000.0,62582010000.0,62582010000.0,2024-03-31
-46966144.106772,0.310993,12265460000.0,-151020000.0,-151020000.0,4966260000.0,3676190000.0,35191850000.0,12114440000.0,8438250000.0,-1230400000.0,1230400000.0,5070313855.893228,4966260000.0,57548870000.0,635071611.0,635071611.0,7.82,7.82,4966260000.0,4966260000.0,0.0,4966260000.0,4966260000.0,4966260000.0,2241590000.0,7207850000.0,183900000.0,-151020000.0,,-1230400000.0,1230400000.0,8404820000.0,22357020000.0,11011770000.0,3676190000.0,3676190000.0,30761840000.0,35191850000.0,65953690000.0,65953690000.0,2023-12-31
-36939875.032168,0.302587,11852850000.0,-122080000.0,-122080000.0,4742510000.0,3602650000.0,34121350000.0,11730770000.0,8128120000.0,-1327970000.0,1327970000.0,4827650124.967832,4742510000.0,54800270000.0,634874163.0,634874163.0,7.47,7.47,4742510000.0,4742510000.0,0.0,4742510000.0,4742510000.0,4742510000.0,2057640000.0,6800150000.0,253210000.0,-122080000.0,,-1327970000.0,1327970000.0,7996390000.0,20678920000.0,9682120000.0,3602650000.0,3602650000.0,28675310000.0,34121350000.0,62796660000.0,62796660000.0,2023-09-30
-41098967.80193,0.311403,10870370000.0,-131980000.0,-131980000.0,3969080000.0,3619740000.0,34319160000.0,10738390000.0,7118650000.0,-1354640000.0,1354640000.0,4059961032.19807,3969080000.0,55551030000.0,635052800.0,635052800.0,6.25,6.25,3969080000.0,3969080000.0,0.0,3969080000.0,3969080000.0,3969080000.0,1794930000.0,5764010000.0,355430000.0,-131980000.0,131980000.0,-1354640000.0,1354640000.0,6894770000.0,21231870000.0,10224340000.0,3619740000.0,3619740000.0,28126640000.0,34319160000.0,62445800000.0,62445800000.0,2023-06-30
50027974.065486,0.188316,9966220000.0,265660000.0,265660000.0,4273980000.0,3724330000.0,36960750000.0,10231880000.0,6507550000.0,-1327050000.0,1241980000.0,4058347974.065486,4273980000.0,51547440000.0,,,,,4273980000.0,4273980000.0,0.0,4273980000.0,4273980000.0,4273980000.0,991590000.0,5265570000.0,-183100000.0,265660000.0,,-1327050000.0,1241980000.0,6467800000.0,14586690000.0,898590000.0,3724330000.0,2494110000.0,21054490000.0,36960750000.0,58015240000.0,58015240000.0,2023-03-31
,,,,,,,,,,,,,,,635059226.0,635059226.0,4.39,4.39,,,,,,,,,,,,,,,,,,,,,,,2022-12-31
-115765123.072634,0.286462,9401200000.0,-404120000.0,-404120000.0,3020020000.0,3695040000.0,34516500000.0,8997080000.0,5302040000.0,-1069580000.0,1069580000.0,3308374876.927366,3020020000.0,57950970000.0,634457983.0,634457983.0,4.76,4.76,3020020000.0,3020020000.0,0.0,3020020000.0,3020020000.0,3020020000.0,1212440000.0,4232460000.0,308360000.0,-404120000.0,404120000.0,-1069580000.0,1069580000.0,5397540000.0,23434470000.0,11771080000.0,3695040000.0,3695040000.0,28832010000.0,34516500000.0,63348510000.0,63348510000.0,2024-06-30 00:00:00
