Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Preferred Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Minority Interest,Stockholders Equity,Other Equity Interest,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Preferred Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Other Non Current Liabilities,Preferred Securities Outside Stock Equity,Non Current Pension And Other Postretirement Benefit Plans,Tradeand Other Payables Non Current,Non Current Deferred Revenue,Non Current Deferred Taxes Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Long Term Debt,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Debt And Capital Lease Obligation,Current Capital Lease Obligation,Current Debt,Pensionand Other Post Retirement Benefit Plans Current,Current Provisions,Payables,Other Payable,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Prepaid Assets,Investmentin Financial Assets,Available For Sale Securities,Long Term Equity Investment,Investmentsin Joint Venturesat Cost,Goodwill And Other Intangible Assets,Other Intangible Assets,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Current Assets,Other Current Assets,Restricted Cash,Prepaid Assets,Inventory,Finished Goods,Raw Materials,Other Receivables,Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Financial,Date,Investmentsin Associatesat Cost,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Equivalents
41059677.0,41059677.0,,2294280000.0,9286080000.0,11422620000.0,4080570000.0,9286080000.0,189270000.0,9317610000.0,,10449310000.0,9317620000.0,10000.0,9317610000.0,8907010000.0,,,410600000.0,410600000.0,,3648570000.0,1956970000.0,,,,,,224050000.0,1309680000.0,177980000.0,1131700000.0,19140000.0,1691600000.0,35140000.0,984600000.0,11290000.0,973310000.0,,460000.0,293070000.0,,0.0,293070000.0,12966190000.0,7194020000.0,372980000.0,,354610000.0,354610000.0,,,31530000.0,31530000.0,6410210000.0,,6410210000.0,867890000.0,5542320000.0,,,,,5772170000.0,172800000.0,,,42850000.0,,,84600000.0,368010000.0,5103910000.0,2525990000.0,2577920000.0,,2024-03-31,,,,
41059677.0,41059677.0,3102800000.0,3480850000.0,3912950000.0,7234590000.0,1093340000.0,3912950000.0,189510000.0,3943250000.0,,6763980000.0,3943270000.0,20000.0,3943250000.0,3640650000.0,,,302600000.0,302600000.0,,4835790000.0,3580010000.0,,,,,,185750000.0,2997570000.0,176840000.0,2820730000.0,18050000.0,1255780000.0,86550000.0,483280000.0,12670000.0,470610000.0,730000.0,730000.0,337980000.0,,0.0,337980000.0,8779060000.0,6429940000.0,418980000.0,,412010000.0,412010000.0,,,30300000.0,30300000.0,5490330000.0,,5490330000.0,1171960000.0,4318370000.0,,,,,2349120000.0,278830000.0,,,43080000.0,,,,448820000.0,1578390000.0,1389850000.0,188540000.0,,2023-09-30,,,,
41059677.0,41059677.0,2790740000.0,3190100000.0,3489200000.0,6527420000.0,1159960000.0,3700250000.0,184890000.0,3522210000.0,211050000.0,6217850000.0,3733300000.0,40000.0,3733260000.0,20000.0,2764550000.0,456230000.0,513650000.0,302600000.0,211050000.0,4649810000.0,3442340000.0,1000000.0,207190000.0,15990000.0,80620000.0,286520000.0,190010000.0,2661010000.0,176420000.0,2484590000.0,,1207470000.0,,529090000.0,8470000.0,520620000.0,550000.0,152340000.0,525490000.0,229990000.0,0.0,295500000.0,8383110000.0,6014670000.0,17490000.0,388940000.0,,,314480000.0,314480000.0,33010000.0,33010000.0,5058210000.0,-643310000.0,5701520000.0,991880000.0,,4116080000.0,292390000.0,301170000.0,0.0,2367430000.0,91140000.0,822160000.0,105080000.0,55180000.0,0.0,55180000.0,31740000.0,398050000.0,864080000.0,649610000.0,214470000.0,214470000.0,2023-06-30,,,,
41059677.0,41059677.0,2617450000.0,2995450000.0,3219530000.0,6089380000.0,1235650000.0,3430580000.0,159250000.0,3253180000.0,211050000.0,6084040000.0,3464270000.0,40000.0,3464230000.0,10000.0,2495480000.0,456240000.0,513650000.0,302600000.0,211050000.0,4464750000.0,3445280000.0,,202150000.0,13720000.0,,273700000.0,185190000.0,2770520000.0,150710000.0,2619810000.0,,1019470000.0,-10000.0,224930000.0,8540000.0,216390000.0,580000.0,182910000.0,611060000.0,299520000.0,0.0,311540000.0,7929020000.0,5673900000.0,17430000.0,412710000.0,,,323790000.0,323790000.0,33650000.0,33650000.0,4683440000.0,-588710000.0,5272150000.0,910850000.0,,3917030000.0,275470000.0,168800000.0,0.0,2255120000.0,90370000.0,766060000.0,129650000.0,19290000.0,0.0,19290000.0,100760000.0,386230000.0,762760000.0,544010000.0,218750000.0,218750000.0,2023-03-31,,,,
