Ordinary Shares Number,Share Issued,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Stockholders Equity,Other Equity Interest,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Non Current Pension And Other Postretirement Benefit Plans,Non Current Deferred Taxes Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Debt And Capital Lease Obligation,Current Capital Lease Obligation,Current Debt,Pensionand Other Post Retirement Benefit Plans Current,Current Provisions,Payables,Other Payable,Dividends Payable,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Prepaid Assets,Non Current Deferred Taxes Assets,Investmentin Financial Assets,Available For Sale Securities,Financial Assets Designatedas Fair Value Through Profitor Loss Total,Goodwill And Other Intangible Assets,Other Intangible Assets,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Current Assets,Other Current Assets,Restricted Cash,Prepaid Assets,Inventory,Finished Goods,Work In Process,Raw Materials,Other Receivables,Taxes Receivable,Accounts Receivable,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Equivalents,Cash Financial,Date,Treasury Shares Number,Current Deferred Taxes Liabilities,Other Inventories
265468580.0,265468580.0,30000000.0,135670000000.0,135710000000.0,83970000000.0,135670000000.0,30000000.0,135710000000.0,135710000000.0,135710000000.0,135710000000.0,135180000000.0,,,530000000.0,530000000.0,18990000000.0,6210000000.0,,5820000000.0,20000000.0,20000000.0,370000000.0,12780000000.0,3030000000.0,10000000.0,10000000.0,0.0,,70000000.0,8670000000.0,,,430000000.0,8240000000.0,154700000000.0,57950000000.0,1290000000.0,,100000000.0,1380000000.0,1380000000.0,,40000000.0,,55130000000.0,,55130000000.0,7780000000.0,47350000000.0,,,,,96750000000.0,3200000000.0,,,31840000000.0,,,,,280000000.0,21560000000.0,,,39870000000.0,36240000000.0,3630000000.0,,,2024-03-31,,,
265468580.0,265468580.0,50000000.0,126740000000.0,126790000000.0,78710000000.0,126740000000.0,30000000.0,126770000000.0,126770000000.0,126770000000.0,126770000000.0,126240000000.0,,,530000000.0,530000000.0,16060000000.0,5950000000.0,,5610000000.0,20000000.0,20000000.0,320000000.0,10110000000.0,1860000000.0,30000000.0,10000000.0,20000000.0,,80000000.0,7910000000.0,,,30000000.0,7880000000.0,142830000000.0,54010000000.0,920000000.0,,130000000.0,1380000000.0,1380000000.0,,30000000.0,,51470000000.0,,51470000000.0,4960000000.0,46510000000.0,,,,,88820000000.0,3100000000.0,,,29690000000.0,,,,,1290000000.0,18580000000.0,,,36160000000.0,35810000000.0,350000000.0,,,2023-09-30,,,
265468580.0,265468580.0,32600000.0,127618100000.0,127670900000.0,82106600000.0,127618100000.0,32600000.0,127670900000.0,127670900000.0,127670900000.0,127670900000.0,127140000000.0,109581100000.0,798800000.0,530900000.0,530900000.0,16716800000.0,5706000000.0,306200000.0,5372100000.0,27700000.0,27700000.0,306200000.0,11010800000.0,86800000.0,4900000.0,4900000.0,0.0,49200000.0,49200000.0,10478400000.0,2819800000.0,11400000.0,22100000.0,7625100000.0,144387700000.0,51270300000.0,210000000.0,987800000.0,142400000.0,770500000.0,1281400000.0,770500000.0,52800000.0,52800000.0,49292000000.0,-16208400000.0,65500400000.0,2118800000.0,2438000000.0,43346800000.0,60500000.0,17536300000.0,0.0,93117400000.0,2017700000.0,807300000.0,645100000.0,30004100000.0,3020000000.0,15257100000.0,11727000000.0,17700000.0,2372400000.0,17925300000.0,-58700000.0,17984000000.0,41345500000.0,39648500000.0,1697000000.0,1407700000.0,289300000.0,2023-03-31,,,
