Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Stockholders Equity,Other Equity Interest,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Other Non Current Liabilities,Non Current Pension And Other Postretirement Benefit Plans,Non Current Deferred Taxes Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Long Term Debt,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Deferred Taxes Liabilities,Current Debt And Capital Lease Obligation,Current Capital Lease Obligation,Current Debt,Pensionand Other Post Retirement Benefit Plans Current,Current Provisions,Payables,Other Payable,Dividends Payable,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Prepaid Assets,Non Current Deferred Taxes Assets,Investmentin Financial Assets,Available For Sale Securities,Financial Assets Designatedas Fair Value Through Profitor Loss Total,Goodwill And Other Intangible Assets,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Current Assets,Other Current Assets,Restricted Cash,Prepaid Assets,Inventory,Finished Goods,Raw Materials,Accounts Receivable,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Financial,Date
187780000.0,187780000.0,3643279000.0,3655206000.0,2682911000.0,6338117000.0,-330508000.0,2682911000.0,0.0,2682911000.0,3429478000.0,2682911000.0,2682911000.0,2307351000.0,,,375560000.0,375560000.0,5308759000.0,1146283000.0,1000.0,,366564000.0,746567000.0,0.0,746567000.0,33151000.0,4162476000.0,55234000.0,,2908639000.0,,2908639000.0,,102555000.0,979085000.0,,,0.0,979085000.0,7991670000.0,4159702000.0,1000.0,,,50302000.0,50302000.0,,,4109399000.0,,4109399000.0,1242931000.0,2866468000.0,,,,,3831968000.0,648325000.0,,,2765331000.0,,,406385000.0,,,11927000.0,,11927000.0,,2024-03-31
187780000.0,187780000.0,3252172000.0,3312781000.0,2680045000.0,5992826000.0,214884000.0,2680045000.0,0.0,2680045000.0,3670808000.0,2680045000.0,2680045000.0,2304485000.0,,,375560000.0,375560000.0,5101025000.0,1372488000.0,,,351713000.0,990763000.0,0.0,990763000.0,30012000.0,3728537000.0,43328000.0,,2322018000.0,,2322018000.0,,20860000.0,1278676000.0,,,0.0,1278676000.0,7781070000.0,3837649000.0,,,,56863000.0,56863000.0,,,3780786000.0,,3780786000.0,867496000.0,2913290000.0,,,,,3943421000.0,832352000.0,,,2620388000.0,,,430072000.0,,,60609000.0,,60609000.0,,2023-12-31
187780000.0,187780000.0,2405993000.0,2442218000.0,2368985000.0,4811203000.0,369577000.0,2368985000.0,0.0,2368985000.0,3407127000.0,2368985000.0,2368985000.0,1993425000.0,,,375560000.0,375560000.0,3218300000.0,1419867000.0,,,351713000.0,1038142000.0,0.0,1038142000.0,30012000.0,1798433000.0,41997000.0,,1404076000.0,,1404076000.0,,39777000.0,237231000.0,,,0.0,237231000.0,5587285000.0,3419275000.0,-1000.0,,,56450000.0,56450000.0,,,3362826000.0,,3362826000.0,442487000.0,2920339000.0,,,,,2168010000.0,997802000.0,,,647223000.0,,,378718000.0,,,144267000.0,108042000.0,36225000.0,,2023-09-30
187780000.0,187780000.0,2901475000.0,2953132000.0,2464593000.0,5417725000.0,687634000.0,2464593000.0,,2464593000.0,3424550000.0,2464593000.0,2464593000.0,2089033000.0,,,375560000.0,375560000.0,3668793000.0,1341682000.0,,,351713000.0,959957000.0,,959957000.0,30012000.0,2327111000.0,38272000.0,,1993175000.0,,1993175000.0,,58555000.0,178405000.0,,,0.0,178405000.0,6133386000.0,3118641000.0,-1000.0,,0.0,58021000.0,58021000.0,,0.0,3060621000.0,,3060621000.0,110621000.0,2950000000.0,,,,,3014745000.0,757980000.0,,,1799603000.0,,,394936000.0,,,62226000.0,10569000.0,51657000.0,,2023-06-30
187780000.0,187780000.0,3541298000.0,3555885000.0,2555992000.0,6111877000.0,682751000.0,2555992000.0,,2555992000.0,3379601000.0,2555992000.0,2555992000.0,,1872415000.0,296639000.0,375560000.0,375560000.0,4705713000.0,1205335000.0,1000.0,30012000.0,351713000.0,823609000.0,,823609000.0,,3500378000.0,-1000.0,37693000.0,2732276000.0,,2732276000.0,2085000.0,,685712000.0,53222000.0,18778000.0,,613712000.0,7261705000.0,3078576000.0,-1000.0,44590000.0,0.0,13077000.0,,13077000.0,0.0,3020910000.0,-962793000.0,3983703000.0,40193000.0,,2934645000.0,934604000.0,74261000.0,0.0,4183129000.0,627363000.0,11298000.0,65485000.0,3030529000.0,1755551000.0,1274978000.0,433024000.0,-97252000.0,530276000.0,15430000.0,843000.0,14587000.0,14587000.0,2023-03-31
,,,,,,,,0.0,,,,,2691710000.0,,,,,,,,,,,0.0,,28920000.0,,,,,0.0,,,24621000.0,,,,0.0,,,,,,135268000.0,,62989000.0,,0.0,,,,,2994668000.0,,,,,,,,,,,,,,,,9521000.0,,,2022-12-31
187780000.0,187780000.0,3053532000.0,3070302000.0,2510035000.0,5580337000.0,-489166000.0,2510035000.0,,2510035000.0,3393423000.0,2510035000.0,2510035000.0,2134475000.0,,,375560000.0,375560000.0,4197519000.0,1283102000.0,-1000.0,,366564000.0,883388000.0,,883388000.0,33151000.0,2914417000.0,32916000.0,,2186914000.0,,2186914000.0,,102555000.0,482065000.0,,,0.0,482065000.0,6707554000.0,4282302000.0,,,0.0,50774000.0,50774000.0,,0.0,4231528000.0,,4231528000.0,1404730000.0,2826798000.0,,,,,2425251000.0,535706000.0,,,1803748000.0,,,69027000.0,,,16770000.0,,16770000.0,,2024-06-30 00:00:00
