Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Stockholders Equity,Other Equity Interest,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Other Non Current Liabilities,Non Current Pension And Other Postretirement Benefit Plans,Non Current Deferred Taxes Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Long Term Debt,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Debt And Capital Lease Obligation,Current Capital Lease Obligation,Current Debt,Pensionand Other Post Retirement Benefit Plans Current,Current Provisions,Payables,Other Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Prepaid Assets,Non Current Deferred Taxes Assets,Other Investments,Investmentin Financial Assets,Available For Sale Securities,Financial Assets Designatedas Fair Value Through Profitor Loss Total,Long Term Equity Investment,Goodwill And Other Intangible Assets,Other Intangible Assets,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Current Assets,Other Current Assets,Assets Held For Sale Current,Restricted Cash,Prepaid Assets,Inventory,Finished Goods,Work In Process,Raw Materials,Other Receivables,Taxes Receivable,Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Financial,Date
11000000.0,11000000.0,240521000.0,245721000.0,255138000.0,497075000.0,121819000.0,255138000.0,3800000.0,255154000.0,289004000.0,255154000.0,255154000.0,145154000.0,,,110000000.0,110000000.0,300003000.0,43552000.0,-1000.0,,7832000.0,35721000.0,1871000.0,33850000.0,,256451000.0,8878000.0,210000000.0,1929000.0,208071000.0,,,37573000.0,,37573000.0,555157000.0,176887000.0,2259000.0,,,,1978000.0,1978000.0,,0.0,16000.0,16000.0,172634000.0,,172634000.0,25409000.0,147225000.0,,,,,378270000.0,13784000.0,,,,182016000.0,,,,28043000.0,188000.0,136391000.0,17848000.0,16448000.0,1400000.0,,2024-03-31
11000000.0,11000000.0,262053000.0,264753000.0,245878000.0,508851000.0,118856000.0,245878000.0,1835000.0,245933000.0,289380000.0,245933000.0,245933000.0,135933000.0,,,110000000.0,110000000.0,323920000.0,54638000.0,1000.0,,8496000.0,44285000.0,838000.0,43447000.0,1856000.0,269282000.0,9997000.0,220468000.0,997000.0,219471000.0,,2191000.0,36626000.0,,36626000.0,569853000.0,181716000.0,2379000.0,,,,1935000.0,1935000.0,,0.0,55000.0,,177347000.0,,177347000.0,24766000.0,152581000.0,,,,,388138000.0,11831000.0,,,,163464000.0,,,,50549000.0,,149181000.0,13113000.0,12248000.0,865000.0,,2023-09-30
11000000.0,11000000.0,225424000.0,228496000.0,234180000.0,460125000.0,100815000.0,234180000.0,2646000.0,234275000.0,269452000.0,234275000.0,234275000.0,-2000.0,81842000.0,43085000.0,110000000.0,110000000.0,281275000.0,49586000.0,,2030000.0,11382000.0,36174000.0,997000.0,35177000.0,,231689000.0,1000.0,192322000.0,1649000.0,190673000.0,161000.0,161000.0,39205000.0,6745000.0,32460000.0,515550000.0,183047000.0,1887000.0,1715000.0,0.0,608000.0,99000.0,1814000.0,99000.0,0.0,95000.0,95000.0,178643000.0,-56347000.0,234990000.0,29462000.0,9255000.0,163804000.0,19199000.0,13270000.0,0.0,332504000.0,2000.0,0.0,12248000.0,51112000.0,155485000.0,27579000.0,93643000.0,34263000.0,1955000.0,,111276000.0,426000.0,12965000.0,426000.0,426000.0,2023-03-31
