Tax Effect Of Unusual Items,Tax Rate For Calcs,Normalized EBITDA,Total Unusual Items,Total Unusual Items Excluding Goodwill,Net Income From Continuing Operation Net Minority Interest,Reconciled Depreciation,Reconciled Cost Of Revenue,EBITDA,EBIT,Net Interest Income,Interest Expense,Normalized Income,Net Income From Continuing And Discontinued Operation,Total Expenses,Total Operating Income As Reported,Diluted Average Shares,Basic Average Shares,Diluted EPS,Basic EPS,Diluted NI Availto Com Stockholders,Net Income Common Stockholders,Otherunder Preferred Stock Dividend,Net Income,Net Income Including Noncontrolling Interests,Net Income Continuous Operations,Tax Provision,Pretax Income,Other Non Operating Income Expenses,Special Income Charges,Other Special Charges,Impairment Of Capital Assets,Net Non Operating Interest Income Expense,Interest Expense Non Operating,Operating Income,Operating Expense,Other Operating Expenses,Depreciation And Amortization In Income Statement,Depreciation Income Statement,Gross Profit,Cost Of Revenue,Total Revenue,Operating Revenue,Date
265483049.377261,0.256903,12612200000.0,1033400000.0,1033400000.0,9080800000.0,1111600000.0,21916000000.0,13645600000.0,12534000000.0,-313800000.0,313800000.0,8312883049.377261,9080800000.0,38927300000.0,11317800000.0,964196220.0,964196220.0,9.418,9.418,9080800000.0,9080800000.0,0.0,9080800000.0,9080800000.0,9080800000.0,3139400000.0,12220200000.0,332700000.0,1033400000.0,-1064200000.0,30800000.0,-313800000.0,313800000.0,11167900000.0,17011300000.0,10996800000.0,1111600000.0,1111600000.0,28179200000.0,21916000000.0,50095200000.0,50095200000.0,2023-09-30
0.0,0.256555,10794700000.0,0.0,0.0,6983400000.0,1073600000.0,21050300000.0,10794700000.0,9721100000.0,-327800000.0,327800000.0,6983400000.0,6983400000.0,36713400000.0,,964158498.0,964158498.0,7.243,7.243,6983400000.0,6983400000.0,0.0,6983400000.0,6983400000.0,6983400000.0,2409900000.0,9393300000.0,239500000.0,0.0,,0.0,-327800000.0,327800000.0,9481600000.0,15663100000.0,10407400000.0,1073600000.0,1073600000.0,25144700000.0,21050300000.0,46195000000.0,46195000000.0,2023-06-30
-28957918.542899,0.256265,11404700000.0,-113000000.0,-113000000.0,7366400000.0,1017000000.0,22315300000.0,11291700000.0,10274700000.0,-370100000.0,370100000.0,7450442081.457101,7366400000.0,38033200000.0,,964188482.0,964188482.0,7.64,7.64,7366400000.0,7366400000.0,0.0,7366400000.0,7366400000.0,7366400000.0,2538200000.0,9904600000.0,336900000.0,-113000000.0,,113000000.0,-370100000.0,370100000.0,10050800000.0,15717900000.0,10379700000.0,1017000000.0,1017000000.0,25768700000.0,22315300000.0,48084000000.0,48084000000.0,2023-03-31
-19617520.222027,0.273988,9944400000.0,-71600000.0,-71600000.0,6121300000.0,990700000.0,20969400000.0,9872800000.0,8882100000.0,559300000.0,450700000.0,6173282479.777973,6121300000.0,33867200000.0,,,,,,6121300000.0,6121300000.0,0.0,6121300000.0,6121300000.0,6121300000.0,2310100000.0,8431400000.0,-891300000.0,-71600000.0,,134200000.0,559300000.0,450700000.0,8784500000.0,12897800000.0,-7808200000.0,990700000.0,990700000.0,21682300000.0,20969400000.0,42651700000.0,42651700000.0,2022-12-31
0.0,0.260103,11534500000.0,0.0,0.0,7466000000.0,1127100000.0,20388400000.0,11534500000.0,10407400000.0,-316800000.0,316800000.0,7466000000.0,7466000000.0,37913500000.0,,964599483.0,964599483.0,7.74,7.74,7466000000.0,7466000000.0,0.0,7466000000.0,7466000000.0,7466000000.0,2624600000.0,10090600000.0,391200000.0,0.0,,0.0,-316800000.0,316800000.0,10016200000.0,17525100000.0,11553800000.0,1127100000.0,1127100000.0,27541300000.0,20388400000.0,47929700000.0,47929700000.0,2024-06-30 00:00:00
459758259.471527,0.2507,11708700000.0,1833900000.0,1833900000.0,8994900000.0,1216000000.0,22139200000.0,13542600000.0,12326600000.0,-322200000.0,322200000.0,7620758259.471527,8994900000.0,40286300000.0,,964083601.0,964083601.0,9.33,9.33,8994900000.0,8994900000.0,0.0,8994900000.0,8994900000.0,8994900000.0,3009500000.0,12004400000.0,68600000.0,1833900000.0,-1833900000.0,0.0,-322200000.0,322200000.0,10461300000.0,18147100000.0,12206800000.0,1216000000.0,1216000000.0,28608400000.0,22139200000.0,50747600000.0,50747600000.0,2024-09-30 00:00:00
