Tax Effect Of Unusual Items,Tax Rate For Calcs,Normalized EBITDA,Total Unusual Items,Total Unusual Items Excluding Goodwill,Net Income From Continuing Operation Net Minority Interest,Reconciled Depreciation,EBITDA,EBIT,Net Interest Income,Interest Expense,Normalized Income,Net Income From Continuing And Discontinued Operation,Total Expenses,Diluted Average Shares,Basic Average Shares,Diluted EPS,Basic EPS,Diluted NI Availto Com Stockholders,Net Income Common Stockholders,Otherunder Preferred Stock Dividend,Net Income,Minority Interests,Net Income Including Noncontrolling Interests,Net Income Continuous Operations,Tax Provision,Pretax Income,Other Non Operating Income Expenses,Special Income Charges,Net Non Operating Interest Income Expense,Interest Expense Non Operating,Operating Income,Operating Expense,Other Operating Expenses,Depreciation And Amortization In Income Statement,Depreciation Income Statement,Total Revenue,Operating Revenue,Date
0.0,0.22644,101752000.0,,,64207000.0,16619000.0,101752000.0,85133000.0,-2131000.0,2131000.0,64207000.0,64207000.0,343547000.0,,,,,64207000.0,64207000.0,0.0,64207000.0,,64207000.0,64207000.0,18795000.0,83002000.0,6236000.0,,-2131000.0,2131000.0,78897000.0,343547000.0,56973000.0,16619000.0,16619000.0,422444000.0,422444000.0,2024-03-31
0.0,0.252367,113608000.0,0.0,0.0,70125000.0,16693000.0,113608000.0,96915000.0,-3119000.0,3119000.0,70125000.0,70125000.0,323768000.0,28858025.0,28391062.0,2.43,2.469967,70125000.0,70125000.0,0.0,70125000.0,0.0,70125000.0,70125000.0,23671000.0,93796000.0,3164000.0,0.0,-3119000.0,3119000.0,93751000.0,323768000.0,43596000.0,16693000.0,16693000.0,417519000.0,417519000.0,2023-12-31
0.0,0.258287,128050000.0,0.0,0.0,81311000.0,16174000.0,128050000.0,111876000.0,-2250000.0,2250000.0,81311000.0,81311000.0,293070000.0,28833688.0,28331359.0,2.82,2.87,81311000.0,81311000.0,0.0,81311000.0,0.0,81311000.0,81311000.0,28315000.0,109626000.0,4291000.0,0.0,-2250000.0,2250000.0,107585000.0,293070000.0,43220000.0,16174000.0,16174000.0,400655000.0,400655000.0,2023-09-30
0.0,0.256548,100562000.0,0.0,0.0,62847000.0,14278000.0,100562000.0,86284000.0,-1750000.0,1750000.0,62847000.0,62847000.0,291153000.0,28828899.0,28437557.0,2.18,2.21,62847000.0,62847000.0,0.0,62847000.0,0.0,62847000.0,62847000.0,21687000.0,84534000.0,10637000.0,0.0,-1750000.0,1750000.0,75647000.0,291153000.0,41667000.0,14278000.0,14278000.0,366800000.0,366800000.0,2023-06-30
-2158211.066997,0.236776,155973000.0,-9115000.0,-9115000.0,101115000.0,11673000.0,146858000.0,135185000.0,-782000.0,2701000.0,108071788.933003,101115000.0,266869000.0,,,,,101115000.0,101115000.0,0.0,101115000.0,0.0,101115000.0,101115000.0,31369000.0,132484000.0,-3318000.0,-9115000.0,-782000.0,2701000.0,158714000.0,266869000.0,-49545000.0,11673000.0,-19615000.0,425583000.0,425583000.0,2023-03-31
,,,0.0,0.0,,,,,,,,,,28870219.0,28250307.0,3.19,3.26,,,,,0.0,,,,,,0.0,,,,,,,,,,2022-12-31
0.0,0.232876,86289000.0,0.0,0.0,51820000.0,16647000.0,86289000.0,69642000.0,-2091000.0,2091000.0,51820000.0,51820000.0,334789000.0,28788889.0,28629834.0,1.8,1.81,51820000.0,51820000.0,0.0,51820000.0,0.0,51820000.0,51820000.0,15731000.0,67551000.0,11543000.0,0.0,-2091000.0,2091000.0,58099000.0,334789000.0,52774000.0,16647000.0,16647000.0,392888000.0,392888000.0,2024-06-30 00:00:00
