Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Stockholders Equity,Other Equity Interest,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Non Current Deferred Taxes Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Long Term Debt,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Debt And Capital Lease Obligation,Current Capital Lease Obligation,Current Debt,Current Provisions,Payables,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Deferred Taxes Assets,Investmentin Financial Assets,Available For Sale Securities,Goodwill And Other Intangible Assets,Other Intangible Assets,Net PPE,Gross PPE,Construction In Progress,Other Properties,Current Assets,Other Current Assets,Inventory,Taxes Receivable,Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Financial,Date,Retained Earnings,Additional Paid In Capital,Non Current Pension And Other Postretirement Benefit Plans,Pensionand Other Post Retirement Benefit Plans Current,Other Payable,Dividends Payable,Non Current Prepaid Assets,Accumulated Depreciation,Machinery Furniture Equipment,Buildings And Improvements,Properties,Restricted Cash,Prepaid Assets,Finished Goods,Work In Process,Raw Materials,Other Receivables,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable
13863000.0,13863000.0,25745000.0,128710000.0,310418000.0,436418000.0,286342000.0,310418000.0,2737000.0,310445000.0,314209000.0,310445000.0,310445000.0,195815000.0,114630000.0,114630000.0,187267000.0,9866000.0,0.0,6079000.0,2315000.0,3764000.0,3787000.0,177401000.0,17954000.0,122631000.0,422000.0,122209000.0,344000.0,24200000.0,1076000.0,23124000.0,497712000.0,33969000.0,450000.0,4265000.0,1852000.0,1852000.0,27000.0,27000.0,27375000.0,27375000.0,0.0,27375000.0,463743000.0,4664000.0,212338000.0,0.0,144353000.0,102388000.0,2160000.0,100228000.0,,2024-03-31,,,,,,,,,,,,,,,,,,,
10548000.0,10548000.0,102109000.0,120141000.0,256186000.0,371484000.0,228988000.0,256186000.0,4870000.0,256213000.0,260800000.0,256213000.0,256213000.0,150733000.0,105480000.0,105480000.0,183686000.0,11999000.0,0.0,8839000.0,4252000.0,4587000.0,3160000.0,171687000.0,17295000.0,111302000.0,618000.0,110684000.0,464000.0,30939000.0,0.0,30939000.0,439899000.0,39224000.0,150000.0,5259000.0,1852000.0,1852000.0,27000.0,27000.0,31936000.0,31936000.0,0.0,31936000.0,400675000.0,6238000.0,193972000.0,728000.0,184215000.0,15522000.0,2360000.0,13162000.0,13162000.0,2023-09-30,,,,,,,,,,,,,,,,,,,
10548000.0,10548000.0,65920000.0,71752000.0,249903000.0,316508000.0,224940000.0,249903000.0,5174000.0,249930000.0,256416000.0,249930000.0,249930000.0,144450000.0,105480000.0,105480000.0,133417000.0,13913000.0,0.0,11042000.0,4556000.0,6486000.0,2871000.0,119504000.0,13443000.0,60710000.0,618000.0,60092000.0,422000.0,31096000.0,5214000.0,25882000.0,383347000.0,38903000.0,800000.0,5035000.0,1852000.0,1852000.0,27000.0,27000.0,31189000.0,31189000.0,0.0,31189000.0,344444000.0,3785000.0,138662000.0,0.0,199282000.0,2715000.0,2057000.0,658000.0,658000.0,2023-03-31,,,,,,,,,,,,,,,,,,,
