Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Stockholders Equity,Other Equity Interest,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Non Current Pension And Other Postretirement Benefit Plans,Non Current Deferred Taxes Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Long Term Debt,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Debt And Capital Lease Obligation,Current Capital Lease Obligation,Current Debt,Pensionand Other Post Retirement Benefit Plans Current,Current Provisions,Payables,Other Payable,Dividends Payable,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Prepaid Assets,Investmentin Financial Assets,Available For Sale Securities,Goodwill And Other Intangible Assets,Other Intangible Assets,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Current Assets,Other Current Assets,Assets Held For Sale Current,Restricted Cash,Prepaid Assets,Inventory,Other Inventories,Finished Goods,Work In Process,Raw Materials,Other Receivables,Taxes Receivable,Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Financial,Date,Treasury Shares Number,Hedging Assets Current
30000000.0,30000000.0,1648743000.0,1654280000.0,2509223000.0,4163030000.0,1761695000.0,2509223000.0,1278000.0,2510028000.0,3251303000.0,2510028000.0,2510028000.0,2210028000.0,,,300000000.0,300000000.0,2070704000.0,835979000.0,,92295000.0,741275000.0,0.0,741275000.0,2409000.0,1234725000.0,39720000.0,913005000.0,1278000.0,911727000.0,,7674000.0,250936000.0,,,306000.0,250630000.0,4580732000.0,1584312000.0,7928000.0,,380688000.0,380688000.0,805000.0,805000.0,1173865000.0,,1173865000.0,0.0,1173865000.0,,,,,2996420000.0,23969000.0,314000.0,,,761919000.0,,,,,1665000.0,,2134798000.0,73755000.0,69496000.0,4259000.0,,2024-03-31,,
30000000.0,30000000.0,1522908000.0,1531250000.0,2472271000.0,4001210000.0,1787986000.0,2472271000.0,3124000.0,2473084000.0,3237236000.0,2473084000.0,2473084000.0,2173084000.0,,,300000000.0,300000000.0,2265988000.0,856705000.0,,90591000.0,764152000.0,0.0,764152000.0,1962000.0,1409283000.0,51173000.0,767098000.0,3124000.0,763974000.0,,9459000.0,546472000.0,,,819000.0,545653000.0,4739072000.0,1541803000.0,11464000.0,,398073000.0,398073000.0,813000.0,813000.0,1111810000.0,,1111810000.0,155952000.0,955858000.0,,,,,3197269000.0,103275000.0,65000.0,,,1071864000.0,,,,,2067000.0,,1923348000.0,96650000.0,91432000.0,5218000.0,,2023-09-30,,
30000000.0,30000000.0,1271423000.0,1286609000.0,2293425000.0,3575881000.0,1760611000.0,2293425000.0,4888000.0,2294160000.0,2934037000.0,2294160000.0,2294160000.0,1994160000.0,1387557000.0,200000000.0,300000000.0,300000000.0,2313111000.0,699450000.0,1962000.0,56333000.0,641155000.0,1278000.0,639877000.0,1962000.0,1613661000.0,66528000.0,645454000.0,3610000.0,641844000.0,12142000.0,1752000.0,879183000.0,28135000.0,6028000.0,6262000.0,838758000.0,4607271000.0,1232999000.0,50675000.0,64466000.0,283117000.0,283117000.0,735000.0,735000.0,864142000.0,-681173000.0,1545315000.0,32689000.0,831453000.0,1400203000.0,110762000.0,1661000.0,0.0,3374272000.0,96772000.0,4426000.0,38048000.0,96772000.0,1029146000.0,32337000.0,217741000.0,134688000.0,644380000.0,31250000.0,251000.0,2164081000.0,10298000.0,67967000.0,10298000.0,10298000.0,2023-03-31,,
