Tax Effect Of Unusual Items,Tax Rate For Calcs,Normalized EBITDA,Total Unusual Items,Total Unusual Items Excluding Goodwill,Net Income From Continuing Operation Net Minority Interest,Reconciled Depreciation,Reconciled Cost Of Revenue,EBITDA,EBIT,Net Interest Income,Interest Expense,Normalized Income,Net Income From Continuing And Discontinued Operation,Total Expenses,Diluted Average Shares,Basic Average Shares,Diluted EPS,Basic EPS,Diluted NI Availto Com Stockholders,Net Income Common Stockholders,Otherunder Preferred Stock Dividend,Net Income,Minority Interests,Net Income Including Noncontrolling Interests,Net Income Extraordinary,Net Income Discontinuous Operations,Net Income Continuous Operations,Tax Provision,Pretax Income,Other Non Operating Income Expenses,Special Income Charges,Net Non Operating Interest Income Expense,Interest Expense Non Operating,Operating Income,Operating Expense,Other Operating Expenses,Depreciation And Amortization In Income Statement,Depreciation Income Statement,Gross Profit,Cost Of Revenue,Total Revenue,Operating Revenue,Date
0.0,0.309303,92401000.0,0.0,0.0,20743000.0,44447000.0,207244000.0,92401000.0,47954000.0,-17922000.0,17922000.0,20743000.0,20743000.0,326610000.0,21166327.0,21166327.0,0.98,0.98,20743000.0,20743000.0,0.0,20743000.0,0.0,20743000.0,0.0,0.0,20743000.0,9289000.0,30032000.0,2309000.0,0.0,-17922000.0,17922000.0,45645000.0,119366000.0,29867000.0,44447000.0,44447000.0,165011000.0,207244000.0,372255000.0,372255000.0,2023-12-31
0.0,0.124142,100175000.0,,,36356000.0,42215000.0,168645000.0,100175000.0,57960000.0,-16451000.0,16451000.0,36356000.0,36356000.0,289402000.0,21640476.0,21640476.0,1.68,1.68,36356000.0,36356000.0,0.0,36356000.0,0.0,36356000.0,,0.0,36356000.0,5153000.0,41509000.0,6577000.0,,-16451000.0,16451000.0,51384000.0,120757000.0,31358000.0,42215000.0,42215000.0,172141000.0,168645000.0,340786000.0,340786000.0,2023-09-30
0.0,0.281046,105466000.0,0.0,0.0,28403000.0,45187000.0,211707000.0,105466000.0,60279000.0,-20773000.0,20773000.0,28403000.0,28403000.0,344817000.0,19454110.0,19454110.0,1.46,1.46,28403000.0,28403000.0,0.0,28403000.0,,28403000.0,,0.0,28403000.0,11103000.0,39506000.0,15208000.0,0.0,-20773000.0,20773000.0,45071000.0,133110000.0,34274000.0,45187000.0,45187000.0,178181000.0,211707000.0,389888000.0,389888000.0,2023-06-30
-360600.0,0.3,92543000.0,-1202000.0,-1202000.0,39225000.0,35544000.0,227201000.0,91341000.0,55797000.0,-19009000.0,16917000.0,40066400.0,39225000.0,354611000.0,,,,,39225000.0,39225000.0,0.0,39225000.0,0.0,39225000.0,,0.0,39225000.0,-345000.0,38880000.0,18178000.0,-1202000.0,-19009000.0,16917000.0,51899000.0,127410000.0,27221000.0,35544000.0,35544000.0,179309000.0,227201000.0,406510000.0,406510000.0,2023-03-31
0.0,0.13017,106539000.0,0.0,0.0,40127000.0,40961000.0,180580000.0,106539000.0,65578000.0,-19446000.0,19446000.0,40127000.0,40127000.0,287614000.0,18577315.0,18577315.0,2.16,2.16,40127000.0,40127000.0,0.0,40127000.0,0.0,40127000.0,0.0,0.0,40127000.0,6005000.0,46132000.0,18539000.0,0.0,-19446000.0,19446000.0,47039000.0,107034000.0,18813000.0,40961000.0,40961000.0,154073000.0,180580000.0,334653000.0,334653000.0,2022-12-31
0.0,0.3,111587000.0,0.0,0.0,24120000.0,50575000.0,220614000.0,111587000.0,61012000.0,-13981000.0,13981000.0,24120000.0,24120000.0,355063000.0,22128440.0,21927273.0,1.09,1.1,24120000.0,24120000.0,0.0,24120000.0,,24120000.0,,0.0,24120000.0,22911000.0,47031000.0,4598000.0,0.0,-13981000.0,13981000.0,56414000.0,134449000.0,30029000.0,50575000.0,50575000.0,190863000.0,220614000.0,411477000.0,411477000.0,2024-06-30 00:00:00
