Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Stockholders Equity,Other Equity Interest,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Other Non Current Liabilities,Non Current Deferred Taxes Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Long Term Debt,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Deferred Taxes Liabilities,Current Debt And Capital Lease Obligation,Current Capital Lease Obligation,Current Debt,Current Provisions,Payables,Accounts Payable,Total Assets,Total Non Current Assets,Investmentin Financial Assets,Available For Sale Securities,Investment Properties,Goodwill And Other Intangible Assets,Other Intangible Assets,Goodwill,Net PPE,Gross PPE,Construction In Progress,Other Properties,Current Assets,Other Current Assets,Assets Held For Sale Current,Inventory,Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Date,Treasury Shares Number,Retained Earnings,Additional Paid In Capital,Non Current Pension And Other Postretirement Benefit Plans,Non Current Deferred Revenue,Pensionand Other Post Retirement Benefit Plans Current,Other Payable,Dividends Payable,Total Tax Payable,Other Non Current Assets,Non Current Prepaid Assets,Accumulated Depreciation,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Hedging Assets Current,Prepaid Assets,Other Inventories,Finished Goods,Work In Process,Raw Materials,Other Receivables,Taxes Receivable,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Equivalents,Cash Financial,Non Current Deferred Taxes Assets
194468890.0,194468890.0,,1330000000.0,15680000000.0,18300000000.0,7620000000.0,15680000000.0,1320000000.0,18290000000.0,18300000000.0,18290000000.0,18290000000.0,18100000000.0,190000000.0,190000000.0,11740000000.0,1560000000.0,10000000.0,10000000.0,1130000000.0,1120000000.0,10000000.0,410000000.0,10180000000.0,1850000000.0,20000000.0,200000000.0,200000000.0,0.0,110000000.0,6000000000.0,6000000000.0,30030000000.0,12230000000.0,200000000.0,200000000.0,10000000.0,2610000000.0,650000000.0,1960000000.0,8070000000.0,8070000000.0,190000000.0,7880000000.0,17800000000.0,1050000000.0,30000000.0,8080000000.0,5790000000.0,2850000000.0,2580000000.0,270000000.0,2024-03-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
194468890.0,194468890.0,,1290000000.0,15640000000.0,18290000000.0,7390000000.0,15640000000.0,1260000000.0,18260000000.0,18280000000.0,18260000000.0,18260000000.0,18070000000.0,190000000.0,190000000.0,12360000000.0,1630000000.0,10000000.0,50000000.0,1160000000.0,1140000000.0,20000000.0,410000000.0,10730000000.0,710000000.0,310000000.0,130000000.0,120000000.0,10000000.0,90000000.0,7260000000.0,7260000000.0,30620000000.0,12500000000.0,170000000.0,170000000.0,0.0,2620000000.0,660000000.0,1960000000.0,8350000000.0,8350000000.0,550000000.0,7800000000.0,18120000000.0,1230000000.0,40000000.0,7780000000.0,7730000000.0,1340000000.0,1170000000.0,170000000.0,2023-09-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
194468890.0,194468890.0,596300000.0,1367000000.0,14651600000.0,18338500000.0,6555600000.0,14651600000.0,329100000.0,17300600000.0,17327200000.0,17300600000.0,17300600000.0,17106100000.0,194500000.0,194500000.0,10676600000.0,788600000.0,14000000.0,122900000.0,236600000.0,210000000.0,26600000.0,415100000.0,9888000000.0,1205000000.0,32600000.0,1130400000.0,119100000.0,1011300000.0,74300000.0,5882500000.0,5882500000.0,27977200000.0,11533600000.0,232400000.0,232400000.0,1200000.0,2649000000.0,690800000.0,1958200000.0,7295700000.0,7295700000.0,1794000000.0,5501700000.0,16443600000.0,778300000.0,40600000.0,7928900000.0,4985800000.0,2710000000.0,2268400000.0,441600000.0,2023-03-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
194468890.0,194468890.0,,680000000.0,16700000000.0,19250000000.0,8940000000.0,16700000000.0,670000000.0,19240000000.0,19250000000.0,19240000000.0,19240000000.0,19050000000.0,190000000.0,190000000.0,11850000000.0,1000000000.0,10000000.0,0.0,550000000.0,540000000.0,10000000.0,440000000.0,10850000000.0,670000000.0,330000000.0,130000000.0,130000000.0,0.0,110000000.0,7130000000.0,7130000000.0,31090000000.0,11300000000.0,200000000.0,200000000.0,10000000.0,2540000000.0,580000000.0,1960000000.0,7210000000.0,7210000000.0,200000000.0,7010000000.0,19790000000.0,1490000000.0,30000000.0,7380000000.0,8520000000.0,2370000000.0,2250000000.0,120000000.0,2024-09-30 00:00:00,,,,,,,,,,370000000.0,,,,,,,,,,,,,,,,,,,0.0
