Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Stockholders Equity,Other Equity Interest,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Other Non Current Liabilities,Derivative Product Liabilities,Non Current Pension And Other Postretirement Benefit Plans,Non Current Deferred Taxes Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Debt,Current Liabilities,Other Current Liabilities,Current Debt And Capital Lease Obligation,Current Debt,Current Provisions,Payables,Other Payable,Dividends Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Prepaid Assets,Non Current Deferred Taxes Assets,Financial Assets,Investmentin Financial Assets,Available For Sale Securities,Long Term Equity Investment,Investmentsin Joint Venturesat Cost,Investment Properties,Goodwill And Other Intangible Assets,Other Intangible Assets,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Properties,Current Assets,Other Current Assets,Restricted Cash,Prepaid Assets,Inventory,Finished Goods,Raw Materials,Other Receivables,Taxes Receivable,Accounts Receivable,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Financial,Date
28981104.0,28981104.0,2940500000.0,2941000000.0,13621000000.0,16563100000.0,2735900000.0,13621000000.0,13622100000.0,14945400000.0,13622100000.0,13622100000.0,13477200000.0,,,144900000.0,144900000.0,7253200000.0,3054200000.0,18400000.0,,,1712500000.0,1323300000.0,1323300000.0,4199000000.0,454600000.0,1617700000.0,1617700000.0,18400000.0,440700000.0,,,440700000.0,20875300000.0,13940400000.0,1187700000.0,,470200000.0,,1334400000.0,1334400000.0,3876000000.0,3876000000.0,93600000.0,1100000.0,1100000.0,5415300000.0,,5415300000.0,0.0,5415300000.0,,,,6934900000.0,1568900000.0,,,384300000.0,,,1251000000.0,44200000.0,1899000000.0,,,1787500000.0,1787000000.0,500000.0,,2024-03-31
28981104.0,28981104.0,2149000000.0,2152000000.0,13468700000.0,15621900000.0,1051600000.0,13468700000.0,13469900000.0,14293700000.0,13469900000.0,13469900000.0,13325000000.0,,,144900000.0,144900000.0,6496100000.0,2544700000.0,22500000.0,,,1698400000.0,823800000.0,823800000.0,3951400000.0,235700000.0,1328200000.0,1328200000.0,12900000.0,707000000.0,,,707000000.0,19966000000.0,14963000000.0,1228999000.0,,542400000.0,,1310701000.0,1310701000.0,4341600000.0,4341600000.0,93800000.0,1200000.0,1200000.0,5646600000.0,,5646600000.0,17800000.0,5628800000.0,,,,5003000000.0,1626500000.0,,,326300000.0,,,,143000000.0,1769800000.0,,,1137400000.0,1134400000.0,3000000.0,,2023-09-30
28981104.0,28981104.0,2066110000.0,2067110000.0,13091742000.0,15159851000.0,1714767000.0,13091742000.0,13092741000.0,13891722000.0,13092741000.0,13092741000.0,12947800000.0,5736154000.0,2961335000.0,144906000.0,144906000.0,6152565000.0,2497056000.0,15300000.0,6911000.0,15258000.0,1675906000.0,798981000.0,798981000.0,3655509000.0,-1000.0,1268129000.0,1268129000.0,12900000.0,718418000.0,231476000.0,483000.0,486459000.0,19245306000.0,13875030000.0,-1000.0,1287319000.0,706798000.0,0.0,1000.0,1000.0,4464531000.0,4464531000.0,94065000.0,999000.0,999000.0,5922927000.0,-1812275000.0,7735202000.0,1607000.0,5921300000.0,7691885000.0,41710000.0,0.0,5370276000.0,3000.0,998648000.0,111581000.0,347043000.0,50783000.0,296260000.0,1781896000.0,111600000.0,1545469000.0,-17823000.0,1563292000.0,585636000.0,584636000.0,1000000.0,1000000.0,2023-03-31
