Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Stockholders Equity,Other Equity Interest,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Other Non Current Liabilities,Non Current Pension And Other Postretirement Benefit Plans,Non Current Deferred Revenue,Non Current Deferred Taxes Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Debt,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Deferred Taxes Liabilities,Current Debt And Capital Lease Obligation,Current Debt,Pensionand Other Post Retirement Benefit Plans Current,Current Provisions,Payables,Other Payable,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Prepaid Assets,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Current Assets,Other Current Assets,Restricted Cash,Prepaid Assets,Inventory,Other Inventories,Finished Goods,Work In Process,Raw Materials,Other Receivables,Accounts Receivable,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Equivalents,Cash Financial,Date,Tradeand Other Payables Non Current,Investmentin Financial Assets,Available For Sale Securities
89133121.0,89133121.0,93600000.0,442300000.0,3287700000.0,3730000000.0,2112100000.0,3287700000.0,3287700000.0,3723300000.0,3287700000.0,3287700000.0,2396300000.0,891400000.0,891400000.0,1702600000.0,551800000.0,14200000.0,,,76600000.0,435600000.0,435600000.0,25400000.0,1150800000.0,75900000.0,,6700000.0,6700000.0,,36500000.0,1031700000.0,,16900000.0,1014800000.0,4990300000.0,1727400000.0,201300000.0,,1526100000.0,,1526100000.0,774100000.0,752000000.0,,,,,3262900000.0,178400000.0,,,1159400000.0,,,,,,559300000.0,,,1365800000.0,1017100000.0,348700000.0,,,2024-03-31,,,
89133121.0,89133121.0,,31300000.0,3074100000.0,3105400000.0,2088300000.0,3074100000.0,3074100000.0,3074100000.0,3074100000.0,3074100000.0,2182700000.0,891400000.0,891400000.0,462600000.0,64200000.0,,,,40200000.0,,,24000000.0,398400000.0,71800000.0,,31300000.0,31300000.0,,36100000.0,259200000.0,,0.0,259200000.0,3536700000.0,1050000000.0,189700000.0,,860300000.0,,860300000.0,80400000.0,779900000.0,,,,,2486700000.0,150600000.0,,,1145800000.0,,,,,,469500000.0,,,720800000.0,596300000.0,124500000.0,,,2023-09-30,,,
89133121.0,89133121.0,,1296000.0,3156867000.0,3158163000.0,2425092000.0,3156867000.0,3156867000.0,3156867000.0,3156867000.0,3156867000.0,2265457000.0,891410000.0,891410000.0,1427468000.0,97501000.0,1100000.0,26388000.0,1072000.0,70041000.0,,,26400000.0,1329967000.0,55100000.0,10157000.0,1296000.0,1296000.0,45896000.0,45900000.0,1243926000.0,26384000.0,10100000.0,1217542000.0,4584335000.0,829276000.0,52500000.0,31548000.0,776662000.0,-3264456000.0,4041118000.0,5529000.0,516337000.0,3239260000.0,277630000.0,2362000.0,0.0,3755059000.0,28028000.0,162559000.0,40404000.0,1943580000.0,112670000.0,437506000.0,91958000.0,1301446000.0,119437000.0,508873000.0,-4122000.0,512995000.0,952178000.0,746955000.0,205223000.0,156200000.0,49023000.0,2023-03-31,,,
