Tax Effect Of Unusual Items,Tax Rate For Calcs,Net Income From Continuing Operation Net Minority Interest,Reconciled Depreciation,Net Interest Income,Interest Expense,Interest Income,Normalized Income,Net Income From Continuing And Discontinued Operation,Diluted Average Shares,Basic Average Shares,Diluted EPS,Basic EPS,Diluted NI Availto Com Stockholders,Net Income Common Stockholders,Net Income,Net Income Including Noncontrolling Interests,Net Income Continuous Operations,Tax Provision,Pretax Income,Gain On Sale Of Security,Operating Expense,Other Operating Expenses,Depreciation And Amortization In Income Statement,Depreciation Income Statement,Total Revenue,Operating Revenue,Date,Total Unusual Items,Total Unusual Items Excluding Goodwill,Special Income Charges,Other Special Charges,Selling General And Administration,Selling And Marketing Expense,General And Administrative Expense,Insurance And Claims,Rent And Landing Fees
0.0,0.219982,40790900000.0,60200000.0,44947300000.0,78957100000.0,123904400000.0,40790900000.0,40790900000.0,,,,,40790900000.0,40790900000.0,40790900000.0,40790900000.0,40790900000.0,11503900000.0,52294800000.0,1357200000.0,2228100000.0,944500000.0,60200000.0,60200000.0,47241900000.0,47241900000.0,2024-03-31,,,,,,,,,
0.0,0.206935,33084200000.0,60000000.0,42963800000.0,76535900000.0,119499700000.0,33084200000.0,33084200000.0,2634092357.0,2634092357.0,12.56,12.56,33084200000.0,33084200000.0,33084200000.0,33084200000.0,33084200000.0,8632700000.0,41716900000.0,-155200000.0,2040200000.0,1285900000.0,60000000.0,60000000.0,44321500000.0,44321500000.0,2023-12-31,,,,,,,,,
0.0,0.216576,37899000000.0,61400000.0,38634500000.0,73497700000.0,112132200000.0,37899000000.0,37899000000.0,2633703961.0,2633703961.0,14.39,14.39,37899000000.0,37899000000.0,37899000000.0,37899000000.0,37899000000.0,10477100000.0,48376100000.0,1040900000.0,1304600000.0,758100000.0,61400000.0,61400000.0,42006700000.0,42006700000.0,2023-09-30,,,,,,,,,
0.0,0.202386,29680500000.0,58300000.0,36432500000.0,70486700000.0,106919200000.0,29680500000.0,29680500000.0,2633584738.0,2633584738.0,11.27,11.27,29680500000.0,29680500000.0,29680500000.0,29680500000.0,29680500000.0,7531100000.0,37211600000.0,2501900000.0,974900000.0,376400000.0,58300000.0,58300000.0,38836900000.0,38836900000.0,2023-06-30,,,,,,,,,
0.0,0.214256,30653700000.0,62700000.0,35022300000.0,64962200000.0,99984500000.0,30653700000.0,30653700000.0,2663223284.0,2663223284.0,11.51,11.51,30653700000.0,30653700000.0,30653700000.0,30653700000.0,30653700000.0,8358600000.0,39012300000.0,-307700000.0,1697300000.0,1342100000.0,62800000.0,62800000.0,37611800000.0,37611800000.0,2023-03-31,,,,,,,,,
,,,,,,,,,2633541102.0,2633541102.0,11.07,11.07,,,,,,,,,,,,,,,2022-12-31,,,,,,,,,
-2330310.422764,0.204413,34601900000.0,59200000.0,46752400000.0,80207000000.0,126959400000.0,34610969689.57723,34601900000.0,2633224000.0,2633224000.0,13.14,13.14,34601900000.0,34601900000.0,34601900000.0,34601900000.0,34601900000.0,8890400000.0,43492300000.0,2094300000.0,1560300000.0,740100000.0,59200000.0,59200000.0,49731600000.0,49731600000.0,2024-06-30 00:00:00,-11400000.0,-11400000.0,-11400000.0,11400000.0,107900000.0,49600000.0,58300000.0,2900000.0,25800000.0
