Tax Effect Of Unusual Items,Tax Rate For Calcs,Normalized EBITDA,Total Unusual Items,Total Unusual Items Excluding Goodwill,Net Income From Continuing Operation Net Minority Interest,Reconciled Cost Of Revenue,EBITDA,EBIT,Net Interest Income,Interest Expense,Normalized Income,Net Income From Continuing And Discontinued Operation,Total Expenses,Diluted Average Shares,Basic Average Shares,Diluted EPS,Basic EPS,Diluted NI Availto Com Stockholders,Net Income Common Stockholders,Otherunder Preferred Stock Dividend,Net Income,Net Income Including Noncontrolling Interests,Net Income Continuous Operations,Tax Provision,Pretax Income,Other Non Operating Income Expenses,Special Income Charges,Net Non Operating Interest Income Expense,Interest Expense Non Operating,Operating Income,Operating Expense,Other Operating Expenses,Gross Profit,Cost Of Revenue,Total Revenue,Operating Revenue,Date
0.0,0.258815,1243000000.0,,,777800000.0,10910500000.0,1243000000.0,1243000000.0,-193600000.0,193600000.0,777800000.0,777800000.0,12096300000.0,,,,,777800000.0,777800000.0,0.0,777800000.0,777800000.0,777800000.0,271600000.0,1049400000.0,110600000.0,,-193600000.0,193600000.0,1132400000.0,1185800000.0,1185800000.0,2318200000.0,10910500000.0,13228700000.0,13228700000.0,2024-03-31
0.0,0.17327,1271900000.0,,,888900000.0,11482400000.0,1271900000.0,1271900000.0,-196700000.0,196700000.0,888900000.0,888900000.0,12800900000.0,23729311.0,23729311.0,37.46,37.46,888900000.0,888900000.0,0.0,888900000.0,888900000.0,888900000.0,186300000.0,1075200000.0,243500000.0,,-196700000.0,196700000.0,1028400000.0,1318500000.0,1318500000.0,2346900000.0,11482400000.0,13829300000.0,13829300000.0,2023-12-31
0.0,0.253423,1174000000.0,,,730600000.0,10969500000.0,1174000000.0,1174000000.0,-195400000.0,195400000.0,730600000.0,730600000.0,12123100000.0,23590572.0,23590572.0,30.97,30.97,730600000.0,730600000.0,0.0,730600000.0,730600000.0,730600000.0,248000000.0,978600000.0,52300000.0,,-195400000.0,195400000.0,1121700000.0,1153600000.0,1153600000.0,2275300000.0,10969500000.0,13244800000.0,13244800000.0,2023-09-30
0.0,0.25613,1018700000.0,,,612800000.0,10357800000.0,1018700000.0,1018700000.0,-194900000.0,194900000.0,612800000.0,612800000.0,11458800000.0,23724352.0,23724352.0,25.83,25.83,612800000.0,612800000.0,0.0,612800000.0,612800000.0,612800000.0,211000000.0,823800000.0,102000000.0,,-194900000.0,194900000.0,916700000.0,1101000000.0,1101000000.0,2017700000.0,10357800000.0,12375500000.0,12375500000.0,2023-06-30
38493138.776777,0.281383,978700000.0,136800000.0,136800000.0,694400000.0,9494200000.0,1115500000.0,1115500000.0,-69700000.0,149200000.0,596093138.776777,694400000.0,10823200000.0,,,,,694400000.0,694400000.0,0.0,694400000.0,694400000.0,694400000.0,271900000.0,966300000.0,-199700000.0,-32500000.0,-69700000.0,149200000.0,1342300000.0,1329000000.0,-395000000.0,2671300000.0,9494200000.0,12165500000.0,12165500000.0,2023-03-31
,,,0.0,0.0,,,,,,,,,,23731263.0,23731263.0,37.36,37.36,,,,,,,,,,0.0,,,,,,,,,,2022-12-31
0.0,0.258365,929800000.0,,,534200000.0,11394900000.0,929800000.0,929800000.0,-209500000.0,209500000.0,534200000.0,534200000.0,12588100000.0,23731675.0,23731675.0,22.51,22.51,534200000.0,534200000.0,0.0,534200000.0,534200000.0,534200000.0,186100000.0,720300000.0,90800000.0,,-209500000.0,209500000.0,839000000.0,1193200000.0,1193200000.0,2032200000.0,11394900000.0,13427100000.0,13427100000.0,2024-06-30 00:00:00
