Tax Effect Of Unusual Items,Tax Rate For Calcs,Normalized EBITDA,Total Unusual Items,Total Unusual Items Excluding Goodwill,Net Income From Continuing Operation Net Minority Interest,Reconciled Depreciation,Reconciled Cost Of Revenue,EBITDA,EBIT,Net Interest Income,Interest Expense,Interest Income,Normalized Income,Net Income From Continuing And Discontinued Operation,Total Expenses,Diluted Average Shares,Basic Average Shares,Diluted EPS,Basic EPS,Diluted NI Availto Com Stockholders,Net Income Common Stockholders,Otherunder Preferred Stock Dividend,Net Income,Net Income Including Noncontrolling Interests,Net Income Continuous Operations,Tax Provision,Pretax Income,Other Non Operating Income Expenses,Special Income Charges,Net Non Operating Interest Income Expense,Interest Expense Non Operating,Interest Income Non Operating,Operating Income,Operating Expense,Other Operating Expenses,Depreciation And Amortization In Income Statement,Depreciation Income Statement,Gross Profit,Cost Of Revenue,Total Revenue,Operating Revenue,Date
0.0,0.255454,45170000000.0,0.0,0.0,18531000000.0,15645000000.0,26725000000.0,45170000000.0,29525000000.0,-1267000000.0,4636000000.0,3369000000.0,18531000000.0,18531000000.0,46551000000.0,,,,,18531000000.0,18531000000.0,0.0,18531000000.0,18531000000.0,18531000000.0,6358000000.0,24889000000.0,775000000.0,0.0,-1267000000.0,4636000000.0,3369000000.0,25381000000.0,19826000000.0,2150000000.0,15645000000.0,15645000000.0,45207000000.0,26725000000.0,71932000000.0,71932000000.0,2024-03-31
0.0,0.258127,41857000000.0,0.0,0.0,15405000000.0,15957000000.0,27956000000.0,41857000000.0,25900000000.0,-107000000.0,5135000000.0,5028000000.0,15405000000.0,15405000000.0,51731000000.0,2693181818.0,2693181818.0,5.72,5.72,15405000000.0,15405000000.0,0.0,15405000000.0,15405000000.0,15405000000.0,5360000000.0,20765000000.0,613000000.0,0.0,-107000000.0,5135000000.0,5028000000.0,20259000000.0,23775000000.0,5833000000.0,15957000000.0,15957000000.0,44034000000.0,27956000000.0,71990000000.0,71990000000.0,2023-12-31
0.0,0.258774,37309000000.0,0.0,0.0,12947000000.0,15256000000.0,28554000000.0,37309000000.0,22053000000.0,-2464000000.0,4586000000.0,2122000000.0,12947000000.0,12947000000.0,52022000000.0,2697291667.0,2691683992.0,4.8,4.81,12947000000.0,12947000000.0,0.0,12947000000.0,12947000000.0,12947000000.0,4520000000.0,17467000000.0,628000000.0,0.0,-2464000000.0,4586000000.0,2122000000.0,19303000000.0,23468000000.0,6255000000.0,15256000000.0,15256000000.0,42771000000.0,28554000000.0,71325000000.0,71325000000.0,2023-09-30
0.0,0.255427,36125000000.0,0.0,0.0,13479000000.0,13741000000.0,28264000000.0,36125000000.0,22384000000.0,-3516000000.0,4281000000.0,765000000.0,13479000000.0,13479000000.0,49362000000.0,2695800000.0,2695800000.0,5.0,5.0,13479000000.0,13479000000.0,0.0,13479000000.0,13479000000.0,13479000000.0,4624000000.0,18103000000.0,222000000.0,0.0,-3516000000.0,4281000000.0,765000000.0,21397000000.0,21098000000.0,5507000000.0,13741000000.0,13741000000.0,42495000000.0,28264000000.0,70759000000.0,70759000000.0,2023-06-30
-1262408570.528306,0.256171,13465000000.0,-4928000000.0,-4928000000.0,-7082000000.0,13577000000.0,26220000000.0,8537000000.0,-5040000000.0,-3540000000.0,4481000000.0,941000000.0,-3416408570.528306,-7082000000.0,69369000000.0,2692775665.0,2692775665.0,-2.63,-2.63,-7082000000.0,-7082000000.0,0.0,-7082000000.0,-7082000000.0,-7082000000.0,-2439000000.0,-9521000000.0,666000000.0,-4928000000.0,-3540000000.0,4481000000.0,941000000.0,-1719000000.0,43149000000.0,27572000000.0,13577000000.0,13577000000.0,41430000000.0,26220000000.0,67650000000.0,67650000000.0,2022-12-31
0.0,0.256926,46081000000.0,,,19259000000.0,15605000000.0,29006000000.0,46081000000.0,30476000000.0,-4082000000.0,4558000000.0,476000000.0,19259000000.0,19259000000.0,43982000000.0,2693566434.0,2693566434.0,7.15,7.15,19259000000.0,19259000000.0,0.0,19259000000.0,19259000000.0,19259000000.0,6659000000.0,25918000000.0,152000000.0,,-4082000000.0,4558000000.0,476000000.0,29848000000.0,14976000000.0,11189000000.0,15605000000.0,15605000000.0,44824000000.0,29006000000.0,73830000000.0,73830000000.0,2024-06-30 00:00:00
