Ordinary Shares Number,Share Issued,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Stockholders Equity,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Other Non Current Liabilities,Non Current Pension And Other Postretirement Benefit Plans,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Long Term Debt,Current Liabilities,Other Current Liabilities,Current Debt And Capital Lease Obligation,Current Capital Lease Obligation,Current Debt,Pensionand Other Post Retirement Benefit Plans Current,Current Provisions,Payables,Other Payable,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Prepaid Assets,Non Current Deferred Taxes Assets,Investmentin Financial Assets,Available For Sale Securities,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Current Assets,Other Current Assets,Prepaid Assets,Inventory,Other Inventories,Finished Goods,Work In Process,Raw Materials,Other Receivables,Accounts Receivable,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Financial,Date
37104000.0,37104000.0,0.0,602820000.0,602820000.0,335790000.0,602820000.0,0.0,602820000.0,602820000.0,602820000.0,602820000.0,209750000.0,19470000.0,371040000.0,371040000.0,66770000.0,320000.0,10000.0,310000.0,0.0,0.0,0.0,66450000.0,10000.0,0.0,0.0,0.0,2350000.0,1330000.0,59800000.0,2310000.0,940000.0,56550000.0,669590000.0,267340000.0,10000.0,750000.0,6310000.0,250000.0,250000.0,260020000.0,-105390000.0,365410000.0,380000.0,2840000.0,106910000.0,82910000.0,172370000.0,0.0,402240000.0,,20140000.0,71720000.0,10000.0,36450000.0,4300000.0,30960000.0,1590000.0,169740000.0,-30000.0,169770000.0,139050000.0,128310000.0,10740000.0,10740000.0,2023-12-31
37104000.0,37104000.0,0.0,510430000.0,510430000.0,258440000.0,510430000.0,0.0,510430000.0,510430000.0,510430000.0,510430000.0,118880000.0,19470000.0,371040000.0,371040000.0,124390000.0,4860000.0,10000.0,4850000.0,0.0,0.0,0.0,119530000.0,-10000.0,0.0,0.0,0.0,210000.0,3130000.0,98170000.0,5120000.0,12820000.0,80230000.0,634820000.0,256850000.0,20000.0,750000.0,3680000.0,95250000.0,95250000.0,157150000.0,-98870000.0,256020000.0,0.0,2810000.0,104260000.0,79370000.0,69580000.0,0.0,377970000.0,,5140000.0,84900000.0,,46360000.0,3330000.0,35210000.0,3040000.0,183400000.0,-30000.0,183430000.0,101490000.0,71390000.0,30100000.0,30100000.0,2023-06-30
37104000.0,37104000.0,0.0,446790000.0,446790000.0,253120000.0,446790000.0,0.0,446790000.0,446790000.0,446790000.0,446790000.0,55060000.0,19470000.0,371040000.0,371040000.0,93550000.0,4870000.0,,4870000.0,0.0,0.0,0.0,88680000.0,20000.0,0.0,0.0,0.0,2710000.0,3650000.0,80400000.0,3690000.0,-1390000.0,78100000.0,540340000.0,198540000.0,10000.0,750000.0,3420000.0,35250000.0,35250000.0,159110000.0,-95820000.0,254930000.0,0.0,2930000.0,103490000.0,78930000.0,69580000.0,0.0,341800000.0,-10000.0,5440000.0,91730000.0,-10000.0,57270000.0,9270000.0,25200000.0,2660000.0,185510000.0,-30000.0,185540000.0,56470000.0,31640000.0,24830000.0,24830000.0,2023-03-31
