Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Minority Interest,Stockholders Equity,Other Equity Interest,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Other Non Current Liabilities,Non Current Deferred Revenue,Non Current Deferred Taxes Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Long Term Debt,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Debt And Capital Lease Obligation,Current Capital Lease Obligation,Current Debt,Current Provisions,Payables,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Deferred Taxes Assets,Other Investments,Investmentin Financial Assets,Available For Sale Securities,Investment Properties,Goodwill And Other Intangible Assets,Other Intangible Assets,Goodwill,Net PPE,Gross PPE,Construction In Progress,Other Properties,Current Assets,Other Current Assets,Assets Held For Sale Current,Inventory,Other Receivables,Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Date,Retained Earnings,Additional Paid In Capital,Tradeand Other Payables Non Current,Current Deferred Taxes Liabilities,Pensionand Other Post Retirement Benefit Plans Current,Other Payable,Dividends Payable,Non Current Prepaid Assets,Held To Maturity Securities,Accumulated Depreciation,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Hedging Assets Current,Restricted Cash,Prepaid Assets,Other Inventories,Finished Goods,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Financial
46520285.0,46520285.0,6313945000.0,21066625000.0,59683978000.0,87936264000.0,36494299000.0,59683978000.0,8007528000.0,74877167000.0,76212332000.0,76424606000.0,1547439000.0,74877167000.0,74411964000.0,465203000.0,465203000.0,34821609000.0,7354541000.0,,4772000.0,688557000.0,5975765000.0,4640600000.0,1335165000.0,595080000.0,27467068000.0,1276992000.0,15090860000.0,3366928000.0,11723932000.0,338576000.0,4129506000.0,1165694000.0,2963812000.0,111246215000.0,47284848000.0,385436000.0,2580745000.0,,11990374000.0,11990374000.0,225330000.0,15193189000.0,5597662000.0,9595527000.0,12279289000.0,12279289000.0,80600000.0,12198689000.0,63961367000.0,1966881000.0,,166448000.0,22256170000.0,7445512000.0,32126356000.0,25381204000.0,6745152000.0,2024-03-31,,,,,,,,,,,,,,,,,,,,,,
46520285.0,46520285.0,1954650000.0,16718113000.0,58074176000.0,82029814000.0,13511427000.0,58074176000.0,7985603000.0,73297304000.0,74305994000.0,74878479000.0,1581175000.0,73297304000.0,72832101000.0,465203000.0,465203000.0,33442927000.0,8347279000.0,,6312000.0,744625000.0,5901981000.0,4893291000.0,1008690000.0,691758000.0,25095648000.0,1195018000.0,10816132000.0,3092312000.0,7723820000.0,301493000.0,6593243000.0,1075489000.0,5517754000.0,108321406000.0,69714331000.0,575284000.0,2138943000.0,,33424789000.0,33424789000.0,227816000.0,15223128000.0,5706980000.0,9516148000.0,13785551000.0,13785551000.0,210128000.0,13575423000.0,38607075000.0,3099475000.0,0.0,174315000.0,17484482000.0,8838040000.0,9010763000.0,2232903000.0,6777860000.0,2023-09-30,,,,,,,,,,,,,,,,,,,,,,
52520285.0,52520285.0,,9980799000.0,70079582000.0,88840293000.0,31888746000.0,70079582000.0,6773079000.0,85632573000.0,86576615000.0,87190718000.0,1558145000.0,85632573000.0,85107370000.0,525203000.0,525203000.0,26453078000.0,7548335000.0,-1000.0,9790000.0,763874000.0,5239299000.0,4295257000.0,944042000.0,571457000.0,18904743000.0,745507000.0,4741500000.0,2477822000.0,2263678000.0,300949000.0,5049771000.0,883691000.0,4166080000.0,113643796000.0,62850307000.0,593651000.0,1874091000.0,27438256000.0,626681000.0,626681000.0,230302000.0,15552991000.0,6058239000.0,9494752000.0,12468337000.0,12468337000.0,128964000.0,12339373000.0,50793489000.0,2058993000.0,0.0,166613000.0,28140185000.0,7330394000.0,13097304000.0,1973704000.0,11123600000.0,2023-03-31,,,,,,,,,,,,,,,,,,,,,,
