Treasury Shares Number,Ordinary Shares Number,Share Issued,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Stockholders Equity,Other Equity Interest,Retained Earnings,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Non Current Pension And Other Postretirement Benefit Plans,Non Current Deferred Revenue,Non Current Deferred Taxes Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Long Term Debt,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Deferred Taxes Liabilities,Current Debt And Capital Lease Obligation,Current Capital Lease Obligation,Current Debt,Pensionand Other Post Retirement Benefit Plans Current,Current Provisions,Payables,Other Payable,Dividends Payable,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Prepaid Assets,Investmentin Financial Assets,Held To Maturity Securities,Available For Sale Securities,Financial Assets Designatedas Fair Value Through Profitor Loss Total,Goodwill And Other Intangible Assets,Other Intangible Assets,Goodwill,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Current Assets,Other Current Assets,Restricted Cash,Prepaid Assets,Inventory,Finished Goods,Work In Process,Raw Materials,Other Receivables,Taxes Receivable,Accounts Receivable,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Equivalents,Cash Financial,Date
0.0,453411500.0,453411500.0,268600000.0,7995600000.0,8282300000.0,5699600000.0,7995600000.0,38400000.0,8052100000.0,8082200000.0,8052100000.0,8052100000.0,7825400000.0,,226700000.0,226700000.0,3200900000.0,565400000.0,,,96800000.0,54800000.0,24700000.0,30100000.0,313400000.0,2635500000.0,335900000.0,,213800000.0,13700000.0,200100000.0,,59000000.0,1417800000.0,,,99200000.0,1318600000.0,11253000000.0,2917900000.0,80200000.0,,231500000.0,,231500000.0,,56500000.0,56500000.0,,2519500000.0,,2519500000.0,142000000.0,2377500000.0,,,,,8335100000.0,217700000.0,,,1376800000.0,,,,10000000.0,,1857600000.0,,,4873000000.0,3606100000.0,1266900000.0,,,2024-03-31
0.0,453411500.0,453411500.0,109400000.0,7277200000.0,7395700000.0,5083500000.0,7277200000.0,45900000.0,7332200000.0,7343300000.0,7332200000.0,7332200000.0,7105500000.0,,226700000.0,226700000.0,2688300000.0,570400000.0,,,96800000.0,36800000.0,25700000.0,11100000.0,327500000.0,2117900000.0,331200000.0,,72600000.0,20200000.0,52400000.0,,27800000.0,1152600000.0,,,158300000.0,994300000.0,10020500000.0,2819100000.0,18700000.0,,299800000.0,,299800000.0,,55000000.0,55000000.0,,2413600000.0,,2413600000.0,52600000.0,2361000000.0,,,,,7201400000.0,248200000.0,,,1501300000.0,,,,,,1412700000.0,,,4039200000.0,2735000000.0,1304200000.0,,,2023-09-30
,453411500.0,453411500.0,244418000.0,6738343000.0,6982120000.0,4158004000.0,6738343000.0,54451000.0,6792153000.0,6792153000.0,6792153000.0,6792153000.0,6565400000.0,206643000.0,226706000.0,226706000.0,2750497000.0,527083000.0,270357000.0,114274000.0,108276000.0,34176000.0,34176000.0,0.0,270400000.0,2223414000.0,275500000.0,39533000.0,210242000.0,20275000.0,189967000.0,52127000.0,52100000.0,1700695000.0,406915000.0,7605000.0,114521000.0,1171654000.0,9542650000.0,3161232000.0,17300000.0,73235000.0,606444000.0,40492000.0,564926000.0,1026000.0,53810000.0,7068000.0,46742000.0,2416487000.0,-1135976000.0,3552463000.0,29879000.0,164379000.0,1300108000.0,1565346000.0,492751000.0,0.0,6381418000.0,171700000.0,12945000.0,64332000.0,1270305000.0,493530000.0,175951000.0,600824000.0,97817000.0,107380000.0,1837064000.0,-3808000.0,1840872000.0,2991575000.0,2031646000.0,959929000.0,504359000.0,455570000.0,2023-03-31
