Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Minority Interest,Stockholders Equity,Other Equity Interest,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Non Current Pension And Other Postretirement Benefit Plans,Non Current Deferred Taxes Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Long Term Debt,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Debt And Capital Lease Obligation,Current Capital Lease Obligation,Current Debt,Pensionand Other Post Retirement Benefit Plans Current,Current Provisions,Payables,Other Payable,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Prepaid Assets,Non Current Deferred Taxes Assets,Investmentin Financial Assets,Available For Sale Securities,Investment Properties,Goodwill And Other Intangible Assets,Other Intangible Assets,Goodwill,Net PPE,Accumulated Depreciation,Gross PPE,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Current Assets,Other Current Assets,Restricted Cash,Prepaid Assets,Inventory,Raw Materials,Other Receivables,Taxes Receivable,Accounts Receivable,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Equivalents,Cash Financial,Date
1772040618.0,1772040618.0,,194700000.0,4954350000.0,6173430000.0,3154790000.0,4954350000.0,66510000.0,6045240000.0,6082560000.0,6246570000.0,201330000.0,6045240000.0,4273200000.0,,,1772040000.0,1772040000.0,2689560000.0,241820000.0,,94510000.0,89230000.0,51910000.0,37320000.0,58080000.0,2447740000.0,61420000.0,105470000.0,14600000.0,90870000.0,,42400000.0,804820000.0,,12930000.0,791890000.0,8936130000.0,3333600000.0,804840000.0,,82370000.0,1138880000.0,1138880000.0,22890000.0,1090890000.0,593940000.0,496950000.0,193300000.0,,193300000.0,193300000.0,,,,,5602530000.0,1007700000.0,,,8450000.0,,1290000.0,77500000.0,2325480000.0,,,2182110000.0,1173240000.0,1008870000.0,,,2024-03-31
1738320000.0,1738320000.0,,1420560000.0,4806370000.0,7272440000.0,4639580000.0,4806370000.0,73020000.0,5924900000.0,5924900000.0,6129960000.0,205060000.0,5924900000.0,,2694390000.0,1460780000.0,1772040000.0,1772040000.0,4322210000.0,215440000.0,49610000.0,108310000.0,57520000.0,57520000.0,0.0,,4106770000.0,83910000.0,1363040000.0,15500000.0,1347540000.0,32430000.0,,880250000.0,,79830000.0,800420000.0,10452170000.0,1705820000.0,7910000.0,,58860000.0,307190000.0,307190000.0,22930000.0,1118530000.0,524460000.0,594070000.0,190400000.0,,190400000.0,190400000.0,,,,,8746350000.0,3449400000.0,,,7090000.0,,850000.0,4660000.0,1955410000.0,,,3328940000.0,1948420000.0,1380520000.0,,,2023-09-30
1738320000.0,1738320000.0,529960000.0,868160000.0,3515930000.0,4526150000.0,3283460000.0,3515930000.0,41880000.0,3699870000.0,3700940000.0,3703510000.0,3640000.0,3699870000.0,,1962000000.0,,1738320000.0,1738320000.0,3265400000.0,73850000.0,38100000.0,,35750000.0,34680000.0,1070000.0,38100000.0,3191550000.0,1570000.0,832410000.0,7200000.0,825210000.0,26320000.0,26320000.0,1473800000.0,684020000.0,63680000.0,726100000.0,6968910000.0,493900000.0,19910000.0,33640000.0,44720000.0,48660000.0,48660000.0,22970000.0,183940000.0,131410000.0,52530000.0,159970000.0,-24740000.0,184710000.0,41430000.0,83640000.0,6770000.0,52870000.0,0.0,6475010000.0,2646000000.0,88840000.0,4206550000.0,6640000.0,6640000.0,204070000.0,15600000.0,1559170000.0,-81460000.0,1640630000.0,394140000.0,97820000.0,296320000.0,1960000.0,294360000.0,2023-03-31
