Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Stockholders Equity,Other Equity Interest,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Other Non Current Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Long Term Debt,Current Liabilities,Other Current Liabilities,Current Deferred Taxes Liabilities,Current Debt And Capital Lease Obligation,Current Capital Lease Obligation,Current Debt,Pensionand Other Post Retirement Benefit Plans Current,Payables,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Prepaid Assets,Non Current Deferred Taxes Assets,Investmentin Financial Assets,Available For Sale Securities,Goodwill And Other Intangible Assets,Other Intangible Assets,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Current Assets,Other Current Assets,Restricted Cash,Prepaid Assets,Inventory,Finished Goods,Work In Process,Raw Materials,Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Financial,Date,Treasury Shares Number,Dividends Payable,Cash Equivalents
27439164.0,27439164.0,4869200000.0,5319200000.0,4915800000.0,9936800000.0,4575000000.0,4915800000.0,314200000.0,4931800000.0,6070700000.0,4931800000.0,4931800000.0,4657400000.0,,,274400000.0,274400000.0,9879300000.0,1377800000.0,-100000.0,1377900000.0,239000000.0,1138900000.0,8501500000.0,4221400000.0,,3941300000.0,75200000.0,3866100000.0,,205200000.0,30100000.0,175100000.0,14811100000.0,1734600000.0,146700000.0,,25000000.0,4000000.0,4000000.0,16000000.0,,1542900000.0,,1542900000.0,23600000.0,1519300000.0,,,,,13076500000.0,309800000.0,,,11892300000.0,,,,42600000.0,831800000.0,696000000.0,135800000.0,,2024-03-31,,,
27439164.0,27439164.0,4971900000.0,5265900000.0,4463700000.0,9528700000.0,4582900000.0,4463700000.0,211900000.0,4474700000.0,5881900000.0,4474700000.0,4474700000.0,4200300000.0,,,274400000.0,274400000.0,9102600000.0,1580600000.0,100000.0,1580500000.0,173300000.0,1407200000.0,7522000000.0,3346500000.0,,3685400000.0,38600000.0,3646800000.0,,365000000.0,25900000.0,339100000.0,13577300000.0,1472300000.0,148800000.0,,23100000.0,3700000.0,3700000.0,11000000.0,,1285700000.0,,1285700000.0,34800000.0,1250900000.0,,,,,12104900000.0,298600000.0,,,10997600000.0,,,,48000000.0,760700000.0,678600000.0,82100000.0,,2023-09-30,,,
27439164.0,27439164.0,5532200000.0,5816600000.0,3878000000.0,9476600000.0,4052000000.0,3878000000.0,227800000.0,3887800000.0,5230200000.0,3887800000.0,3887800000.0,3750700000.0,2911200000.0,317600000.0,137200000.0,137200000.0,8577800000.0,1531100000.0,100000.0,1531000000.0,188600000.0,1342400000.0,7046700000.0,2534600000.0,28200000.0,4285600000.0,39200000.0,4246400000.0,16300000.0,198300000.0,28200000.0,198300000.0,12465600000.0,1366900000.0,122100000.0,125800000.0,23800000.0,3700000.0,3700000.0,9800000.0,9800000.0,1207500000.0,-746600000.0,1954100000.0,16000000.0,1191500000.0,1263700000.0,413400000.0,261000000.0,0.0,11098700000.0,471900000.0,663500000.0,479700000.0,9823400000.0,8944700000.0,631700000.0,247000000.0,31700000.0,100400000.0,43800000.0,56600000.0,56600000.0,2023-03-31,,,
