Date,Tax Effect Of Unusual Items,Tax Rate For Calcs,Normalized EBITDA,Total Unusual Items,Total Unusual Items Excluding Goodwill,Net Income From Continuing Operation Net Minority Interest,Reconciled Depreciation,Reconciled Cost Of Revenue,EBITDA,EBIT,Net Interest Income,Interest Expense,Normalized Income,Net Income From Continuing And Discontinued Operation,Total Expenses,Diluted Average Shares,Basic Average Shares,Diluted EPS,Basic EPS,Diluted NI Availto Com Stockholders,Net Income Common Stockholders,Otherunder Preferred Stock Dividend,Net Income,Minority Interests,Net Income Including Noncontrolling Interests,Net Income Continuous Operations,Tax Provision,Pretax Income,Other Non Operating Income Expenses,Special Income Charges,Net Non Operating Interest Income Expense,Interest Expense Non Operating,Operating Income,Operating Expense,Other Operating Expenses,Depreciation And Amortization In Income Statement,Depreciation Income Statement,Gross Profit,Cost Of Revenue,Total Revenue,Operating Revenue
2024-06-30,0.0,0.237825,319808000.0,0.0,0.0,182416000.0,50181000.0,1746482000.0,319808000.0,269627000.0,-30291000.0,30291000.0,182416000.0,182416000.0,2322781000.0,121610667.0,120805298.0,1.5,1.51,182416000.0,182416000.0,0.0,182416000.0,0.0,182416000.0,182416000.0,56920000.0,239336000.0,71553000.0,0.0,-30291000.0,30291000.0,198054000.0,576299000.0,296257000.0,50181000.0,50181000.0,774353000.0,1746482000.0,2520835000.0,2520835000.0
2023-09-30,-5543046.684787,0.210923,320539000.0,-26280000.0,-26280000.0,178251000.0,42214000.0,1312956000.0,294259000.0,252045000.0,8303000.0,26147000.0,198987953.315213,178251000.0,1654846000.0,,,,,178251000.0,178251000.0,0.0,178251000.0,0.0,178251000.0,178251000.0,47647000.0,225898000.0,-8964000.0,-19640000.0,8303000.0,26147000.0,246029000.0,341890000.0,-72502000.0,42214000.0,21304000.0,587919000.0,1312956000.0,1900875000.0,1900875000.0
2023-06-30,0.0,0.276553,220841000.0,0.0,0.0,96379000.0,41316000.0,2097144000.0,220841000.0,179525000.0,-46303000.0,46303000.0,96379000.0,96379000.0,2512174000.0,120824501.0,120824501.0,0.797678,0.797678,96379000.0,96379000.0,0.0,96379000.0,0.0,96379000.0,96379000.0,36843000.0,133222000.0,42154000.0,0.0,-46303000.0,46303000.0,137371000.0,415030000.0,201962000.0,41316000.0,41316000.0,552401000.0,2097144000.0,2649545000.0,2649545000.0
