Tax Effect Of Unusual Items,Tax Rate For Calcs,Normalized EBITDA,Net Income From Continuing Operation Net Minority Interest,Reconciled Depreciation,Reconciled Cost Of Revenue,EBITDA,EBIT,Net Interest Income,Interest Expense,Normalized Income,Net Income From Continuing And Discontinued Operation,Total Expenses,Diluted Average Shares,Basic Average Shares,Diluted EPS,Basic EPS,Diluted NI Availto Com Stockholders,Net Income Common Stockholders,Net Income,Net Income Including Noncontrolling Interests,Net Income Continuous Operations,Tax Provision,Pretax Income,Other Non Operating Income Expenses,Net Non Operating Interest Income Expense,Interest Expense Non Operating,Operating Income,Operating Expense,Other Operating Expenses,Depreciation And Amortization In Income Statement,Depreciation Income Statement,Gross Profit,Cost Of Revenue,Total Revenue,Operating Revenue,Date,Otherunder Preferred Stock Dividend
0.0,0.123378,6661000.0,-61865000.0,30414000.0,815157000.0,6661000.0,-23753000.0,-46819000.0,46819000.0,-61865000.0,-61865000.0,1210383000.0,,,,,-61865000.0,-61865000.0,-61865000.0,-61865000.0,-61865000.0,-8707000.0,-70572000.0,20478000.0,-46819000.0,46819000.0,-44231000.0,395226000.0,302337000.0,30414000.0,30414000.0,350995000.0,815157000.0,1166152000.0,1166152000.0,2024-03-31,
0.0,0.293301,110501000.0,29422000.0,30397000.0,642113000.0,110501000.0,80104000.0,-38471000.0,38471000.0,29422000.0,29422000.0,1006851000.0,13193722.0,13193722.0,2.23,2.23,29422000.0,29422000.0,29422000.0,29422000.0,29422000.0,12211000.0,41633000.0,16983000.0,-38471000.0,38471000.0,63121000.0,364738000.0,287066000.0,30397000.0,30397000.0,427859000.0,642113000.0,1069972000.0,1069972000.0,2023-12-31,
0.0,0.251265,127494000.0,44829000.0,30270000.0,663214000.0,127494000.0,97224000.0,-37351000.0,37351000.0,44829000.0,44829000.0,1039075000.0,13508600.0,13508600.0,1.72,1.72,44829000.0,44829000.0,44829000.0,44829000.0,44829000.0,15044000.0,59873000.0,22660000.0,-37351000.0,37351000.0,74564000.0,375861000.0,302728000.0,30270000.0,30270000.0,450425000.0,663214000.0,1113639000.0,1113639000.0,2023-09-30,
0.0,0.320972,108815000.0,32831000.0,29842000.0,629612000.0,108815000.0,78973000.0,-30623000.0,30623000.0,32831000.0,32831000.0,937569000.0,13510700.0,12976680.0,2.43,2.53,32831000.0,32831000.0,32831000.0,32831000.0,32831000.0,15519000.0,48350000.0,10735000.0,-30623000.0,30623000.0,68238000.0,307957000.0,238686000.0,29842000.0,29842000.0,376195000.0,629612000.0,1005807000.0,1005807000.0,2023-06-30,
0.0,0.189921,-54497000.0,-92256000.0,30533000.0,823380000.0,-54497000.0,-85030000.0,-22125000.0,28854000.0,-92256000.0,-92256000.0,652984000.0,,,,,-92256000.0,-92256000.0,-92256000.0,-92255000.0,-92255000.0,-21629000.0,-113884000.0,-98334000.0,-22125000.0,28854000.0,-83785000.0,-170396000.0,-461318000.0,30533000.0,30427000.0,-254181000.0,823380000.0,569199000.0,569199000.0,2023-03-31,
,,,,,,,,,,,,,13319355.0,13319355.0,0.31,0.31,,,,,,,,,,,,,,,,,,,,2022-12-31,
0.0,0.292006,114546000.0,30494000.0,30266000.0,817291000.0,114546000.0,84280000.0,-41209000.0,41209000.0,30494000.0,30494000.0,1263192000.0,13492920.0,13492920.0,2.26,2.26,30494000.0,30494000.0,30494000.0,30494000.0,30494000.0,12577000.0,43071000.0,19339000.0,-41209000.0,41209000.0,64941000.0,445901000.0,367389000.0,30266000.0,30266000.0,510842000.0,817291000.0,1328133000.0,1328133000.0,2024-06-30 00:00:00,0.0
