Tax Effect Of Unusual Items,Tax Rate For Calcs,Normalized EBITDA,Total Unusual Items,Total Unusual Items Excluding Goodwill,Net Income From Continuing Operation Net Minority Interest,Reconciled Depreciation,Reconciled Cost Of Revenue,EBITDA,EBIT,Net Interest Income,Interest Expense,Normalized Income,Net Income From Continuing And Discontinued Operation,Total Expenses,Diluted Average Shares,Basic Average Shares,Diluted EPS,Basic EPS,Diluted NI Availto Com Stockholders,Net Income Common Stockholders,Otherunder Preferred Stock Dividend,Net Income,Net Income Including Noncontrolling Interests,Net Income Continuous Operations,Tax Provision,Pretax Income,Other Non Operating Income Expenses,Special Income Charges,Net Non Operating Interest Income Expense,Interest Expense Non Operating,Operating Income,Operating Expense,Other Operating Expenses,Depreciation And Amortization In Income Statement,Depreciation Income Statement,Selling General And Administration,Selling And Marketing Expense,Gross Profit,Cost Of Revenue,Total Revenue,Operating Revenue,Date
0.0,0.4,647436000.0,0.0,0.0,172788000.0,187798000.0,636443000.0,647436000.0,459638000.0,-169185000.0,169185000.0,172788000.0,172788000.0,4105212000.0,,,,,172788000.0,172788000.0,0.0,172788000.0,172788000.0,172788000.0,117665000.0,290453000.0,191798000.0,0.0,-169185000.0,169185000.0,267840000.0,3468769000.0,2069862000.0,187798000.0,187798000.0,898085000.0,898085000.0,3736609000.0,636443000.0,4373052000.0,4373052000.0,2024-03-31
0.0,0.3,629118000.0,0.0,0.0,159538000.0,187756000.0,611429000.0,629118000.0,441362000.0,-172558000.0,172558000.0,159538000.0,159538000.0,4008081000.0,27506552.0,27506552.0,5.8,5.8,159538000.0,159538000.0,0.0,159538000.0,159538000.0,159538000.0,109266000.0,268804000.0,55137000.0,0.0,-172558000.0,172558000.0,386225000.0,3396652000.0,1996067000.0,187756000.0,187756000.0,907856000.0,907856000.0,3782877000.0,611429000.0,4394306000.0,4394306000.0,2023-12-31
0.0,0.3,561464000.0,0.0,0.0,117896000.0,184362000.0,535019000.0,561464000.0,377102000.0,-175894000.0,175894000.0,117896000.0,117896000.0,3985929000.0,27481585.0,27481585.0,4.29,4.29,117896000.0,117896000.0,0.0,117896000.0,117896000.0,117896000.0,83312000.0,201208000.0,80889000.0,0.0,-175894000.0,175894000.0,296213000.0,3450910000.0,2054842000.0,184362000.0,184362000.0,851259000.0,851259000.0,3747123000.0,535019000.0,4282142000.0,4282142000.0,2023-09-30
0.0,0.362886,571023000.0,0.0,0.0,146944000.0,182214000.0,499245000.0,571023000.0,388809000.0,-158169000.0,158169000.0,146944000.0,146944000.0,3873464000.0,27517603.0,27517603.0,5.34,5.34,146944000.0,146944000.0,0.0,146944000.0,146944000.0,146944000.0,83696000.0,230640000.0,56964000.0,0.0,-158169000.0,158169000.0,331845000.0,3374219000.0,2009696000.0,182214000.0,182214000.0,879115000.0,879115000.0,3706064000.0,499245000.0,4205309000.0,4205309000.0,2023-06-30
20253314.506035,0.21517,159751000.0,94127000.0,94127000.0,156127000.0,166321000.0,1038240000.0,253878000.0,87557000.0,-87752000.0,-111374000.0,82253314.506035,156127000.0,4174315000.0,,,,,156127000.0,156127000.0,0.0,156127000.0,156127000.0,156127000.0,42804000.0,198931000.0,-92470000.0,5568000.0,-87752000.0,-111374000.0,324933000.0,3136075000.0,2168605000.0,166321000.0,162294000.0,548186000.0,515734000.0,3461008000.0,1038240000.0,4499248000.0,4499248000.0,2023-03-31
,,,,,,,,,,,,,,,27842105.0,27842105.0,0.19,0.19,,,,,,,,,,,,,,,,,,,,,,,,2022-12-31
0.0,0.352399,614696000.0,,,170630000.0,186813000.0,447898000.0,614696000.0,427883000.0,-164403000.0,164403000.0,170630000.0,170630000.0,3695672000.0,27476651.0,27476651.0,6.21,6.21,170630000.0,170630000.0,0.0,170630000.0,170630000.0,170630000.0,92850000.0,263480000.0,317825000.0,,-164403000.0,164403000.0,110058000.0,3247774000.0,1836972000.0,186813000.0,186813000.0,870793000.0,870793000.0,3357832000.0,447898000.0,3805730000.0,3805730000.0,2024-06-30 00:00:00
