Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Minority Interest,Stockholders Equity,Other Equity Interest,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Other Non Current Liabilities,Preferred Securities Outside Stock Equity,Non Current Pension And Other Postretirement Benefit Plans,Tradeand Other Payables Non Current,Non Current Deferred Taxes Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Long Term Debt,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Debt And Capital Lease Obligation,Current Capital Lease Obligation,Current Debt,Pensionand Other Post Retirement Benefit Plans Current,Current Provisions,Payables,Other Payable,Dividends Payable,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Prepaid Assets,Non Current Deferred Taxes Assets,Investmentin Financial Assets,Held To Maturity Securities,Available For Sale Securities,Long Term Equity Investment,Investmentsin Joint Venturesat Cost,Investments In Other Ventures Under Equity Method,Investmentsin Associatesat Cost,Investment Properties,Goodwill And Other Intangible Assets,Other Intangible Assets,Goodwill,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Current Assets,Other Current Assets,Restricted Cash,Prepaid Assets,Inventory,Other Inventories,Finished Goods,Raw Materials,Other Receivables,Accounts Receivable,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Equivalents,Cash Financial,Date
79935871.0,79935871.0,8449400000.0,9405500000.0,11721800000.0,21976200000.0,7972700000.0,11721800000.0,9400000.0,12580100000.0,16122500000.0,13128000000.0,547900000.0,12580100000.0,11780700000.0,,,799400000.0,799400000.0,35970700000.0,4093700000.0,-100000.0,,,,4600000.0,3546400000.0,4000000.0,3542400000.0,6400000.0,31877000000.0,14527100000.0,5859100000.0,5400000.0,5853700000.0,,39600000.0,1898300000.0,,,2600000.0,1895700000.0,49098700000.0,9249100000.0,62800000.0,,480100000.0,1188700000.0,,1188700000.0,,,,,304300000.0,858300000.0,8900000.0,849400000.0,383000000.0,,383000000.0,166700000.0,216300000.0,,,,,39849700000.0,1163400000.0,,,29243200000.0,,,,552200000.0,1908000000.0,,,6982900000.0,6036200000.0,946700000.0,,,2024-03-31
76335871.0,76335871.0,8015000000.0,8362900000.0,12278500000.0,21355000000.0,-3819200000.0,12278500000.0,13900000.0,13006000000.0,13480600000.0,13238800000.0,232800000.0,13006000000.0,12242600000.0,,,763400000.0,763400000.0,34785600000.0,741900000.0,,,,,4700000.0,486500000.0,11900000.0,474600000.0,5000000.0,34043700000.0,10398500000.0,7876400000.0,2000000.0,7874400000.0,,44500000.0,1810000000.0,,,2900000.0,1807100000.0,48024400000.0,17799900000.0,63100000.0,,505400000.0,4171800000.0,,4171800000.0,,,,,322700000.0,727500000.0,13300000.0,714200000.0,384700000.0,,384700000.0,166700000.0,218000000.0,,,,,30224500000.0,822800000.0,,,20619900000.0,,,,547900000.0,1930400000.0,,,6303500000.0,5969500000.0,334000000.0,,,2023-09-30
76335871.0,76335871.0,9144545000.0,9427741000.0,12947071000.0,22467922000.0,-206635000.0,12947071000.0,16323000.0,13056504000.0,13131990000.0,13287285000.0,230781000.0,13056504000.0,54000000.0,1632351000.0,6891731000.0,763359000.0,763359000.0,31754580000.0,949172000.0,127301000.0,230934000.0,9114000.0,167089000.0,4662000.0,89246000.0,13760000.0,75486000.0,,30805408000.0,814566000.0,9338495000.0,2563000.0,9335932000.0,40683000.0,,11835900000.0,10004441000.0,0.0,1362000.0,1830097000.0,45041865000.0,14443092000.0,-1000.0,74483000.0,482718000.0,9880899000.0,45470000.0,9835429000.0,1372846000.0,726291000.0,4162000.0,642393000.0,330289000.0,109433000.0,16074000.0,93359000.0,387131000.0,-196761000.0,583892000.0,166687000.0,220400000.0,200160000.0,34952000.0,182093000.0,0.0,30598773000.0,114246000.0,181639000.0,3158043000.0,20141265000.0,1285653000.0,18823783000.0,31829000.0,4526707000.0,2025031000.0,-196003000.0,2221034000.0,451842000.0,184969000.0,266873000.0,16509000.0,250364000.0,2023-03-31
