Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Stockholders Equity,Other Equity Interest,Retained Earnings,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Other Non Current Liabilities,Non Current Pension And Other Postretirement Benefit Plans,Non Current Deferred Revenue,Non Current Deferred Taxes Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Long Term Debt,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Debt And Capital Lease Obligation,Current Capital Lease Obligation,Current Debt,Pensionand Other Post Retirement Benefit Plans Current,Current Provisions,Payables,Other Payable,Dividends Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Prepaid Assets,Investmentin Financial Assets,Available For Sale Securities,Long Term Equity Investment,Investmentsin Joint Venturesat Cost,Investments In Other Ventures Under Equity Method,Goodwill And Other Intangible Assets,Other Intangible Assets,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Current Assets,Other Current Assets,Restricted Cash,Prepaid Assets,Inventory,Other Inventories,Finished Goods,Work In Process,Raw Materials,Taxes Receivable,Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Financial,Date
108250000.0,108250000.0,3263456000.0,4401721000.0,5369663000.0,8670443000.0,-2505193000.0,5369663000.0,1118274000.0,5386996000.0,6525530000.0,5386996000.0,5386996000.0,5170496000.0,,216500000.0,216500000.0,10170653000.0,3344565000.0,39878000.0,,,1072672000.0,2137178000.0,998644000.0,1138534000.0,94837000.0,6826088000.0,795459000.0,2264543000.0,119630000.0,2144913000.0,,15661000.0,3313603000.0,,,3313603000.0,15557649000.0,11236754000.0,165345000.0,,262275000.0,262275000.0,120657000.0,,,17333000.0,,10671144000.0,,10671144000.0,1624427000.0,9046717000.0,,,,,4320895000.0,51345000.0,,,2667283000.0,,,,,309102000.0,1248332000.0,44833000.0,24842000.0,19991000.0,,2024-03-31
108250000.0,108250000.0,3251802000.0,4353131000.0,5155764000.0,8451608000.0,-2088036000.0,5155764000.0,1072409000.0,5170886000.0,6453953000.0,5170886000.0,5170886000.0,4954386000.0,,216500000.0,216500000.0,9574456000.0,3399117000.0,,,,1039937000.0,2254798000.0,971731000.0,1283067000.0,104382000.0,6175339000.0,735595000.0,2098333000.0,100678000.0,1997655000.0,,20062000.0,2914356000.0,,,2914356000.0,14745342000.0,10658038000.0,112793000.0,,226387000.0,226387000.0,117258000.0,,117258000.0,15122000.0,,10186478000.0,,10186478000.0,739383000.0,9447095000.0,,,,,4087303000.0,61320000.0,,,2199667000.0,,,,,615095000.0,1162608000.0,48613000.0,19693000.0,28920000.0,,2023-09-30
108250000.0,108250000.0,3250567000.0,3356060000.0,5061915000.0,8390659000.0,-1760241000.0,5061915000.0,46318000.0,5080917000.0,6485911000.0,5080917000.0,5080917000.0,4864417000.0,4585938000.0,216500000.0,216500000.0,7911678000.0,2556030000.0,25320000.0,86524000.0,25320000.0,1004590000.0,1439596000.0,34602000.0,1404994000.0,86524000.0,5355648000.0,22481000.0,1916464000.0,11716000.0,1904748000.0,122672000.0,17070000.0,3064806000.0,490943000.0,4340000.0,2569523000.0,12992595000.0,9397188000.0,-2000.0,41177000.0,158907000.0,158907000.0,111979000.0,111979000.0,111979000.0,19002000.0,19002000.0,9024395000.0,-4562508000.0,13586903000.0,231735000.0,8792657000.0,11868006000.0,1229426000.0,257736000.0,0.0,3595407000.0,72090000.0,4340000.0,72090000.0,2032687000.0,453052000.0,153810000.0,306784000.0,1119041000.0,596411000.0,821878000.0,68001000.0,8826000.0,59175000.0,59175000.0,2023-03-31
