Ordinary Shares Number,Share Issued,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Minority Interest,Stockholders Equity,Other Equity Interest,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Other Non Current Liabilities,Non Current Pension And Other Postretirement Benefit Plans,Non Current Deferred Taxes Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Debt And Capital Lease Obligation,Current Capital Lease Obligation,Pensionand Other Post Retirement Benefit Plans Current,Payables,Other Payable,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Investmentin Financial Assets,Available For Sale Securities,Goodwill And Other Intangible Assets,Other Intangible Assets,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Properties,Current Assets,Other Current Assets,Restricted Cash,Taxes Receivable,Accounts Receivable,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Equivalents,Cash Financial,Date,Treasury Shares Number,Dividends Payable,Non Current Prepaid Assets
288091213.0,288091213.0,790900000.0,31566800000.0,31688800000.0,821600000.0,31566800000.0,790900000.0,31688800000.0,31688800000.0,31688800000.0,,31688800000.0,30248300000.0,,,1440500000.0,1440500000.0,3329700000.0,2718900000.0,205500000.0,,613700000.0,790900000.0,790900000.0,441800000.0,610800000.0,,,,,610800000.0,,34600000.0,576200000.0,35018500000.0,33586100000.0,1096600000.0,31361900000.0,31361900000.0,122000000.0,122000000.0,1005600000.0,,1005600000.0,6200000.0,999400000.0,,,,1432400000.0,,,176900000.0,407300000.0,,,848200000.0,457200000.0,391000000.0,,,2024-03-31,,,
288071750.0,288071750.0,781300000.0,27302600000.0,27400200000.0,976100000.0,27302600000.0,781300000.0,27400200000.0,27400200000.0,27400200000.0,,27400200000.0,25959800000.0,,,1440400000.0,1440400000.0,2874300000.0,2280600000.0,188900000.0,,530400000.0,781300000.0,781300000.0,439100000.0,593700000.0,,,,,593700000.0,,69000000.0,524700000.0,30274500000.0,28704700000.0,1134600000.0,26527000000.0,26527000000.0,97600000.0,97600000.0,945500000.0,,945500000.0,11300000.0,934200000.0,,,,1569800000.0,,,422000000.0,336300000.0,,,811500000.0,443200000.0,368300000.0,,,2023-09-30,,,
288000000.0,288000000.0,480348000.0,25071826000.0,25169891000.0,15924454000.0,25071826000.0,480348000.0,25169891000.0,25169891000.0,25169891000.0,0.0,25169891000.0,782511000.0,22696434000.0,0.0,1440000000.0,1440000000.0,2711397000.0,728212000.0,1848000.0,24541000.0,347537000.0,354286000.0,354286000.0,411996000.0,1983185000.0,375152000.0,126062000.0,126062000.0,387455000.0,589022000.0,317000.0,106762000.0,481943000.0,27881288000.0,9973651000.0,363244000.0,8467621000.0,8467621000.0,98065000.0,98065000.0,624900000.0,-425367000.0,1050267000.0,10479000.0,426997000.0,457664000.0,155127000.0,0.0,17907639000.0,674266000.0,211986000.0,419821000.0,245306000.0,0.0,245306000.0,16776081000.0,16439995000.0,336086000.0,4526000.0,331560000.0,2023-03-31,,,
