Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Minority Interest,Stockholders Equity,Other Equity Interest,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Other Non Current Liabilities,Non Current Deferred Taxes Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Long Term Debt,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Debt And Capital Lease Obligation,Current Capital Lease Obligation,Current Debt,Current Provisions,Payables,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Deferred Taxes Assets,Investmentin Financial Assets,Available For Sale Securities,Long Term Equity Investment,Investments In Other Ventures Under Equity Method,Goodwill And Other Intangible Assets,Other Intangible Assets,Goodwill,Net PPE,Gross PPE,Construction In Progress,Other Properties,Current Assets,Other Current Assets,Inventory,Other Receivables,Taxes Receivable,Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Date,Retained Earnings,Additional Paid In Capital,Non Current Pension And Other Postretirement Benefit Plans,Tradeand Other Payables Non Current,Non Current Deferred Revenue,Pensionand Other Post Retirement Benefit Plans Current,Other Payable,Dividends Payable,Non Current Prepaid Assets,Held To Maturity Securities,Investmentsin Joint Venturesat Cost,Investmentsin Associatesat Cost,Accumulated Depreciation,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Restricted Cash,Prepaid Assets,Raw Materials,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Equivalents,Cash Financial
112463038.0,112463038.0,1649520000.0,2883490000.0,8354370000.0,13882160000.0,-8380080000.0,8354370000.0,599720000.0,11598390000.0,12182620000.0,12866550000.0,1268160000.0,11598390000.0,10473760000.0,1124630000.0,1124630000.0,17678220000.0,2050540000.0,106570000.0,753930000.0,1043870000.0,459640000.0,584230000.0,146170000.0,15627680000.0,3823940000.0,1839620000.0,140080000.0,1699540000.0,15090000.0,7165180000.0,11210000.0,7153970000.0,30544770000.0,23297170000.0,1263160000.0,352160000.0,365980000.0,365980000.0,105910000.0,105910000.0,3244020000.0,2366770000.0,877250000.0,17932910000.0,17932910000.0,882270000.0,17050640000.0,7247600000.0,826950000.0,243760000.0,153220000.0,,4372580000.0,1651090000.0,1016840000.0,634250000.0,2024-03-31,,,,,,,,,,,,,,,,,,,,,,,,
112463038.0,112463038.0,1161810000.0,2391660000.0,8171730000.0,13323710000.0,-7910350000.0,8171730000.0,367210000.0,11299260000.0,12144690000.0,12367050000.0,1067790000.0,11299260000.0,10174630000.0,1124630000.0,1124630000.0,18898280000.0,1886640000.0,128090000.0,648320000.0,971870000.0,126440000.0,845430000.0,126360000.0,17011640000.0,3583410000.0,1419790000.0,240770000.0,1179020000.0,23120000.0,8721730000.0,27260000.0,8694470000.0,31265330000.0,22164040000.0,1296510000.0,366070000.0,346690000.0,346690000.0,103100000.0,103100000.0,3127530000.0,2204210000.0,923320000.0,16891110000.0,16891110000.0,930540000.0,15960570000.0,9101290000.0,969540000.0,684540000.0,158270000.0,,5434920000.0,1854020000.0,991380000.0,862640000.0,2023-09-30,,,,,,,,,,,,,,,,,,,,,,,,
112463038.0,112463038.0,71080000.0,1614710000.0,8060800000.0,12432750000.0,-7111380000.0,8060800000.0,214020000.0,11032060000.0,11306440000.0,12097180000.0,1065120000.0,11032060000.0,9907430000.0,1124630000.0,1124630000.0,15004470000.0,1301770000.0,143860000.0,629850000.0,396420000.0,122040000.0,274380000.0,113640000.0,13702700000.0,3513650000.0,1218290000.0,91980000.0,1126310000.0,13870000.0,6036580000.0,11690000.0,6024890000.0,27101650000.0,20510330000.0,948440000.0,406890000.0,227070000.0,227070000.0,93280000.0,93280000.0,2971260000.0,2298140000.0,673120000.0,15830150000.0,15830150000.0,1120510000.0,14709640000.0,6591320000.0,827530000.0,412150000.0,157080000.0,0.0,2920120000.0,2274440000.0,944830000.0,1329610000.0,2023-03-31,,,,,,,,,,,,,,,,,,,,,,,,
112463038.0,112463038.0,2224630000.0,3249950000.0,8333100000.0,14112850000.0,-8697270000.0,8333100000.0,563350000.0,11426250000.0,11935140000.0,12738890000.0,1312640000.0,11426250000.0,10301620000.0,1124630000.0,1124630000.0,21799410000.0,1894920000.0,107070000.0,763360000.0,868740000.0,359850000.0,508890000.0,155750000.0,19904490000.0,3548630000.0,2381210000.0,203500000.0,2177710000.0,16050000.0,10919700000.0,11280000.0,10908420000.0,34538300000.0,23331080000.0,1296780000.0,313590000.0,336040000.0,336040000.0,118260000.0,,3093150000.0,2230290000.0,862860000.0,18140230000.0,18140230000.0,956160000.0,17184070000.0,11207220000.0,1402880000.0,296900000.0,138140000.0,,7873330000.0,1495970000.0,1034000000.0,461970000.0,2024-09-30 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,
