Tax Effect Of Unusual Items,Tax Rate For Calcs,Total Unusual Items,Total Unusual Items Excluding Goodwill,Net Income From Continuing Operation Net Minority Interest,Net Interest Income,Interest Expense,Interest Income,Normalized Income,Net Income From Continuing And Discontinued Operation,Diluted Average Shares,Basic Average Shares,Diluted EPS,Basic EPS,Diluted NI Availto Com Stockholders,Net Income Common Stockholders,Net Income,Net Income Including Noncontrolling Interests,Net Income Extraordinary,Net Income Continuous Operations,Tax Provision,Pretax Income,Special Income Charges,Operating Expense,Other Operating Expenses,Total Revenue,Operating Revenue,Date
0.0,0.228263,0.0,0.0,7319000000.0,44705000000.0,37499800000.0,82204800000.0,7319000000.0,7319000000.0,,,,,7319000000.0,7319000000.0,7319000000.0,7319000000.0,0.0,7319000000.0,2164800000.0,9483800000.0,0.0,44418300000.0,29231800000.0,61125200000.0,61125200000.0,2024-03-31
0.0,0.212586,0.0,0.0,7320900000.0,42871500000.0,35923500000.0,78795000000.0,7320900000.0,7320900000.0,7107669903.0,7039326923.0,1.03,1.04,7320900000.0,7320900000.0,7320900000.0,7320900000.0,0.0,7320900000.0,1976500000.0,9297400000.0,0.0,42191600000.0,28145800000.0,58037100000.0,58037100000.0,2023-12-31
0.0,0.240095,0.0,0.0,7468500000.0,39506600000.0,34056100000.0,73562700000.0,7468500000.0,7468500000.0,6728378378.0,6668303571.0,1.11,1.12,7468500000.0,7468500000.0,7468500000.0,7468500000.0,0.0,7468500000.0,2359700000.0,9828200000.0,0.0,38490200000.0,24717200000.0,53602000000.0,53602000000.0,2023-09-30
1901175.322808,0.25427,7477000.0,7477000.0,8161194000.0,35973661000.0,28270568000.0,64244229000.0,8155618175.322808,8161194000.0,,,,,8161194000.0,8161194000.0,8161194000.0,8161187000.0,0.0,8161187000.0,2782700000.0,10943887000.0,7477000.0,31367956000.0,5538088000.0,54507666000.0,54507666000.0,2023-03-31
0.0,0.254113,0.0,0.0,6166100000.0,32859900000.0,26259000000.0,59118900000.0,6166100000.0,6166100000.0,6291938776.0,6228383838.0,0.98,0.99,6166100000.0,6166100000.0,6166100000.0,6166100000.0,0.0,6166100000.0,2100700000.0,8266800000.0,0.0,31615200000.0,20735400000.0,44384300000.0,44384300000.0,2022-12-31
0.0,0.246259,0.0,0.0,6426400000.0,46954400000.0,40932500000.0,87886900000.0,6426400000.0,6426400000.0,7140444444.0,7061978022.0,0.9,0.91,6426400000.0,6426400000.0,6426400000.0,6426400000.0,0.0,6426400000.0,2099600000.0,8526000000.0,0.0,44224500000.0,28882800000.0,62694500000.0,62694500000.0,2024-06-30 00:00:00
0.0,0.265714,0.0,0.0,7315100000.0,37465000000.0,31223600000.0,68688600000.0,7315100000.0,7315100000.0,6711100917.0,6650090909.0,1.09,1.1,7315100000.0,7315100000.0,7315100000.0,7315100000.0,0.0,7315100000.0,2647100000.0,9962200000.0,0.0,36377200000.0,23045900000.0,51101100000.0,51101100000.0,2023-06-30 00:00:00
