Tax Effect Of Unusual Items,Tax Rate For Calcs,Normalized EBITDA,Net Income From Continuing Operation Net Minority Interest,Reconciled Depreciation,EBITDA,EBIT,Net Interest Income,Interest Expense,Normalized Income,Net Income From Continuing And Discontinued Operation,Total Expenses,Diluted Average Shares,Basic Average Shares,Diluted EPS,Basic EPS,Diluted NI Availto Com Stockholders,Net Income Common Stockholders,Otherunder Preferred Stock Dividend,Net Income,Minority Interests,Net Income Including Noncontrolling Interests,Net Income Continuous Operations,Tax Provision,Pretax Income,Other Non Operating Income Expenses,Net Non Operating Interest Income Expense,Interest Expense Non Operating,Operating Income,Operating Expense,Other Operating Expenses,Depreciation And Amortization In Income Statement,Depreciation Income Statement,Gross Profit,Cost Of Revenue,Total Revenue,Operating Revenue,Date,Reconciled Cost Of Revenue
0.0,0.201647,44981000000.0,24687100000.0,12407700000.0,44981000000.0,32573300000.0,-1580600000.0,1580600000.0,24687100000.0,24687100000.0,301498600000.0,,,,,24687100000.0,24687100000.0,0.0,24687100000.0,-56000000.0,24743100000.0,24743100000.0,6249600000.0,30992700000.0,2365200000.0,-1580600000.0,1580600000.0,26064600000.0,42783500000.0,23852100000.0,12407700000.0,12407700000.0,68848100000.0,258715100000.0,327563200000.0,327563200000.0,2024-03-31,
0.0,0.216314,51232300000.0,31946200000.0,8722700000.0,51232300000.0,42509600000.0,-1761900000.0,1761900000.0,31946200000.0,31946200000.0,313617500000.0,6573292181.0,6573292181.0,4.86,4.86,31946200000.0,31946200000.0,0.0,31946200000.0,12800000.0,31933400000.0,31933400000.0,8814300000.0,40747700000.0,4139400000.0,-1761900000.0,1761900000.0,33360700000.0,36001400000.0,22090100000.0,8722700000.0,8722700000.0,69362100000.0,277616100000.0,346978200000.0,346978200000.0,2023-12-31,
0.0,0.221857,41753700000.0,24440500000.0,8373100000.0,41753700000.0,33380600000.0,-1995900000.0,1995900000.0,24440500000.0,24440500000.0,302427800000.0,6570026882.0,6570026882.0,3.72,3.72,24440500000.0,24440500000.0,0.0,24440500000.0,18700000.0,24421800000.0,24421800000.0,6962900000.0,31384700000.0,2053400000.0,-1995900000.0,1995900000.0,27429100000.0,33836700000.0,19395200000.0,8373100000.0,8373100000.0,61265800000.0,268591100000.0,329856900000.0,329856900000.0,2023-09-30,
0.0,0.067005,15253300000.0,6341800000.0,7252800000.0,15253300000.0,8000500000.0,2169800000.0,1111500000.0,6341800000.0,6341800000.0,328560100000.0,,,,,6341800000.0,6341800000.0,0.0,6341800000.0,-85600000.0,6427400000.0,6427400000.0,461600000.0,6889000000.0,-7327300000.0,2169800000.0,1111500000.0,68800000.0,-26925400000.0,-39403300000.0,7252800000.0,7252800000.0,-26856600000.0,355485500000.0,328628900000.0,328628900000.0,2023-03-31,
0.0,0.399474,14807000000.0,4137600000.0,6986900000.0,14807000000.0,7820100000.0,-1199400000.0,1199400000.0,4137600000.0,4137600000.0,361012900000.0,6567619048.0,6567619048.0,0.63,0.63,4137600000.0,4137600000.0,0.0,4137600000.0,161700000.0,3975900000.0,3975900000.0,2644800000.0,6620700000.0,4496900000.0,-1199400000.0,1199400000.0,-2167800000.0,30949200000.0,19512700000.0,6986900000.0,6986900000.0,28781400000.0,330063700000.0,358845100000.0,358845100000.0,2022-12-31,
0.0,0.226182,54747700000.0,31829300000.0,11521900000.0,54747700000.0,43225800000.0,-2087600000.0,2087600000.0,31829300000.0,31829300000.0,310999700000.0,,,,,31829300000.0,31829300000.0,0.0,31829300000.0,-4200000.0,31833500000.0,31833500000.0,9304700000.0,41138200000.0,2205500000.0,-2087600000.0,2087600000.0,36378000000.0,35303300000.0,18200600000.0,11521900000.0,11521900000.0,71681300000.0,275696400000.0,347377700000.0,347377700000.0,2024-06-30 00:00:00,275696400000.0
0.0,0.214466,31891900000.0,17918500000.0,7216500000.0,31891900000.0,24675400000.0,-1850300000.0,1850300000.0,17918500000.0,17918500000.0,308500700000.0,,,,,17918500000.0,17918500000.0,0.0,17918500000.0,-11400000.0,17929900000.0,17929900000.0,4895200000.0,22825100000.0,1520100000.0,-1850300000.0,1850300000.0,19385600000.0,33877800000.0,21564100000.0,7216500000.0,7216500000.0,53263400000.0,274622900000.0,327886300000.0,327886300000.0,2023-06-30 00:00:00,274622900000.0
